miRNA,SRR26435132,SRR26435133,SRR26435134,SRR26435135,SRR26435136,SRR26435137
hsa-let-7a-2-3p,1.72,5.42,3.48,5.67,1.48,2.16
hsa-let-7a-3p,5.47,10.56,6.96,44.0,28.0,30.83
hsa-let-7a-5p,3674.98,4191.57,3920.66,6032.46,1953.86,4325.66
hsa-let-7b-3p,2.25,5.84,5.67,9.99,2.83,5.09
hsa-let-7b-5p,2454.42,2384.18,3492.53,5334.42,3072.55,2615.74
hsa-let-7c-3p,0.32,0.14,0.39,2.16,1.62,1.08
hsa-let-7c-5p,549.32,315.01,411.64,1288.36,458.51,581.53
hsa-let-7d-3p,100.36,195.37,114.41,735.01,133.54,191.43
hsa-let-7d-5p,512.22,916.13,645.73,1419.95,445.05,776.51
hsa-let-7e-3p,1.61,6.25,5.41,10.66,4.17,3.54
hsa-let-7e-5p,79.24,177.86,108.87,202.31,84.41,100.03
hsa-let-7f-1-3p,4.72,9.59,5.67,13.09,6.87,4.93
hsa-let-7f-2-3p,1.61,1.39,2.83,4.05,2.56,1.54
hsa-let-7f-5p,15544.02,9077.07,7187.72,14398.83,3011.16,9574.4
hsa-let-7g-3p,0.64,1.53,0.77,0.67,0.81,0.46
hsa-let-7g-5p,6836.67,3497.9,4508.8,17400.41,7594.54,10524.3
hsa-let-7i-3p,5.47,6.95,8.63,2.7,3.77,3.85
hsa-let-7i-5p,47803.19,22662.52,31469.11,61352.57,17665.53,32622.37
hsa-miR-1-3p,1.39,48.22,1.42,1.35,5.79,3.08
hsa-miR-100-3p,0.43,0.28,0.0,0.27,0.0,0.31
hsa-miR-100-5p,5608.07,6527.11,5232.74,19547.01,8576.85,9440.77
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-101-3p,663.52,279.85,389.99,551.6,549.38,667.38
hsa-miR-101-5p,0.11,0.14,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.21,0.0,0.0,0.13,0.0,0.0
hsa-miR-10393-3p,0.21,0.42,0.26,0.0,0.0,0.0
hsa-miR-10394-3p,0.21,0.0,0.26,0.4,0.0,0.0
hsa-miR-10395-3p,34.74,35.02,43.16,9.72,10.5,5.86
hsa-miR-10395-5p,0.11,0.28,0.9,0.0,0.13,0.15
hsa-miR-10396a-3p,1.29,1.25,2.06,0.54,0.13,1.54
hsa-miR-10396a-5p,0.75,1.39,0.52,0.0,0.0,0.15
hsa-miR-10396b-3p,3.11,0.97,2.71,0.27,0.67,1.23
hsa-miR-10396b-5p,0.21,0.28,0.26,0.0,0.13,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-10398-3p,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,5.04,5.84,6.06,14.44,4.85,5.7
hsa-miR-10399-5p,0.11,0.0,0.13,0.4,1.48,0.15
hsa-miR-103a-2-5p,1.72,1.39,0.0,0.0,0.13,0.0
hsa-miR-103a-3p,3415.82,660.73,2186.5,4816.71,95.31,24.81
hsa-miR-10401-3p,10.29,14.73,12.75,23.75,16.69,18.03
hsa-miR-10401-5p,0.54,0.83,0.52,0.27,0.0,0.15
hsa-miR-105-5p,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-10526-3p,0.75,1.67,0.9,4.59,0.67,0.31
hsa-miR-10527-5p,0.0,0.42,0.39,0.0,0.0,0.0
hsa-miR-106a-5p,5.25,10.7,11.21,8.91,6.6,9.09
hsa-miR-106b-3p,1815.78,1001.45,1197.16,3996.8,1037.24,1421.54
hsa-miR-106b-5p,340.02,288.61,296.84,267.23,408.84,352.96
hsa-miR-107,96.18,46.69,38.01,66.54,31.64,50.71
hsa-miR-10a-3p,0.43,0.14,0.0,0.94,0.27,0.15
hsa-miR-10a-5p,28.09,20.01,10.05,96.77,12.12,19.11
hsa-miR-10b-3p,0.21,0.0,0.13,0.13,0.0,0.0
hsa-miR-10b-5p,44.82,26.54,23.71,89.35,21.81,72.13
hsa-miR-11401,0.0,0.0,0.26,0.13,0.13,0.15
hsa-miR-1179,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-1180-3p,108.94,105.88,118.27,226.6,96.66,111.28
hsa-miR-1185-1-3p,0.21,0.69,0.26,0.67,2.69,0.46
hsa-miR-1185-2-3p,0.32,0.28,0.13,0.0,0.4,0.46
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-1197,0.0,0.28,0.0,0.13,0.0,0.15
hsa-miR-12114,0.0,0.0,0.0,0.13,0.27,0.0
hsa-miR-12132,0.0,0.0,0.0,0.13,0.13,0.15
hsa-miR-12136,0.32,0.0,0.0,0.13,0.27,0.0
hsa-miR-122-5p,2.14,0.0,0.0,9.04,9.69,2.77
hsa-miR-1226-3p,1.72,3.06,2.19,4.05,0.81,0.31
hsa-miR-1226-5p,3.86,1.81,1.16,5.4,1.35,1.7
hsa-miR-1227-3p,0.11,0.14,0.0,0.13,0.0,0.0
hsa-miR-1228-3p,0.0,0.42,0.0,0.54,0.13,0.15
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-1229-3p,0.54,1.11,0.26,0.67,0.94,0.31
hsa-miR-1229-5p,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-1234-3p,0.11,0.42,0.13,0.67,0.0,0.0
hsa-miR-1236-5p,0.21,0.28,0.0,0.81,0.0,0.0
hsa-miR-1237-5p,0.11,0.56,0.13,0.54,0.27,0.15
hsa-miR-1238-3p,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.11,0.97,0.0,0.0,0.0,0.0
hsa-miR-1243,0.11,0.0,0.0,0.13,0.13,0.0
hsa-miR-1244,0.11,0.42,0.0,0.0,0.27,0.0
hsa-miR-1246,91722.51,212.6,8367.75,6319.79,727.89,374.69
hsa-miR-1248,2.36,6.39,5.02,1.62,0.81,2.31
hsa-miR-1249-3p,0.0,1.39,0.39,2.29,0.13,0.46
hsa-miR-1250-5p,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.11,0.0,0.0,0.13,0.0,0.15
hsa-miR-1255a,8.58,4.86,7.47,18.62,8.35,9.86
hsa-miR-1255b-5p,0.64,0.28,0.52,1.21,0.54,0.62
hsa-miR-1256,0.0,0.0,0.26,0.13,0.0,0.0
hsa-miR-125a-3p,6.43,5.7,8.37,46.29,19.52,16.18
hsa-miR-125a-5p,196.98,505.1,443.59,1583.66,913.93,1441.11
hsa-miR-125b-1-3p,6.0,6.81,7.34,36.58,23.29,20.96
hsa-miR-125b-2-3p,2.25,0.97,0.9,8.5,3.23,3.08
hsa-miR-125b-5p,280.83,366.84,417.43,1099.01,858.47,861.43
hsa-miR-126-3p,3.54,14.31,1.29,6.48,8.62,4.93
hsa-miR-126-5p,0.11,0.14,0.0,0.27,0.13,0.15
hsa-miR-1260b,0.86,0.69,0.77,0.67,0.27,0.0
hsa-miR-1262,5.79,2.92,3.74,11.2,9.83,8.32
hsa-miR-1266-5p,0.11,0.0,0.0,0.13,0.0,0.15
hsa-miR-1268a,0.0,0.97,0.0,0.0,1.48,0.46
hsa-miR-1268b,0.0,0.69,0.13,0.27,0.0,0.0
hsa-miR-1269b,1.72,2.36,1.29,10.26,5.25,3.24
hsa-miR-127-3p,0.11,0.28,0.0,0.13,0.0,0.0
hsa-miR-1271-3p,0.32,0.14,0.77,0.54,0.4,0.31
hsa-miR-1271-5p,7.18,4.03,4.77,33.88,8.88,13.72
hsa-miR-1273c,0.32,0.14,0.26,0.81,0.13,0.15
hsa-miR-1273h-5p,0.43,0.28,0.39,0.13,0.27,0.15
hsa-miR-1275,0.21,0.0,0.0,0.13,0.13,0.0
hsa-miR-1276,0.64,0.83,0.52,4.18,2.02,1.7
hsa-miR-1277-3p,0.32,0.56,0.77,0.0,0.13,1.08
hsa-miR-1278,2.36,1.25,2.06,7.29,4.44,3.39
hsa-miR-128-1-5p,0.75,0.69,0.77,2.43,0.4,1.85
hsa-miR-128-3p,130.28,199.54,146.75,688.99,267.89,286.37
hsa-miR-1283,0.11,0.28,0.26,0.0,0.0,0.0
hsa-miR-1284,0.11,0.0,0.0,1.48,0.94,0.15
hsa-miR-1285-3p,11.15,10.0,12.11,38.06,32.04,37.92
hsa-miR-1285-5p,7.83,5.42,5.54,18.09,5.38,4.16
hsa-miR-1286,0.21,0.0,0.26,0.4,0.27,0.0
hsa-miR-1287-5p,3.86,2.5,2.71,11.2,5.38,4.62
hsa-miR-1288-3p,0.64,0.28,1.03,1.62,0.13,0.15
hsa-miR-1289,0.0,0.0,0.13,0.4,0.54,1.39
hsa-miR-129-1-3p,0.21,0.14,0.39,0.13,0.13,0.0
hsa-miR-129-2-3p,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-129-5p,6.43,2.64,2.83,9.04,7.81,5.39
hsa-miR-1290,0.43,0.42,0.13,0.0,0.0,0.0
hsa-miR-1291,18.44,14.45,25.12,5.94,4.17,8.32
hsa-miR-1292-3p,0.0,0.0,0.0,0.27,0.13,0.31
hsa-miR-1292-5p,7.08,6.25,6.83,22.0,8.21,10.63
hsa-miR-1293,2.04,1.39,0.77,5.53,3.37,4.16
hsa-miR-1294,0.0,0.14,0.39,0.81,0.0,0.15
hsa-miR-1295a,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.0,0.28,0.0,0.27,0.0,0.15
hsa-miR-1296-5p,23.38,18.76,25.25,43.19,15.62,20.5
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-1298-5p,0.0,0.42,0.26,0.94,0.27,0.31
hsa-miR-1299,0.21,0.0,0.0,1.21,0.0,0.46
hsa-miR-1301-3p,18.55,17.65,18.29,160.88,27.19,57.18
hsa-miR-1302,0.21,0.14,0.0,0.13,0.0,0.0
hsa-miR-1303,1.18,2.08,1.29,7.96,3.77,4.62
hsa-miR-1304-3p,0.0,0.0,0.13,0.0,0.0,0.0
hsa-miR-1304-5p,8.9,7.92,6.44,35.77,22.48,20.5
hsa-miR-1305,0.54,1.11,1.55,1.21,3.37,2.16
hsa-miR-1306-3p,0.75,1.11,0.39,1.75,1.08,0.62
hsa-miR-1306-5p,0.54,0.56,1.29,3.64,0.67,0.15
hsa-miR-1307-3p,180.68,185.37,163.11,603.83,189.01,213.93
hsa-miR-1307-5p,17.59,34.04,22.55,50.07,30.56,26.97
hsa-miR-130a-3p,54.26,36.41,43.29,56.68,59.37,54.87
hsa-miR-130a-5p,10.62,9.73,4.9,2.43,0.0,0.31
hsa-miR-130b-3p,20.27,17.23,15.46,33.88,23.83,21.42
hsa-miR-130b-5p,9.22,25.29,10.95,22.4,13.87,17.26
hsa-miR-132-3p,92.97,34.88,69.06,82.6,15.21,53.79
hsa-miR-132-5p,2.9,3.33,2.71,5.8,3.77,4.32
hsa-miR-1323,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-133a-3p,0.11,3.33,0.0,0.0,0.0,0.0
hsa-miR-133a-5p,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-134-3p,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-134-5p,1.39,1.53,3.09,4.99,7.4,4.32
hsa-miR-1343-3p,0.75,0.83,1.03,4.86,1.88,2.93
hsa-miR-1343-5p,0.11,0.14,0.13,0.0,0.0,0.15
hsa-miR-135a-3p,0.21,0.0,0.0,1.08,0.67,0.15
hsa-miR-135a-5p,0.0,0.0,0.52,0.4,0.13,0.62
hsa-miR-135b-3p,5.36,3.89,3.99,9.04,11.31,9.09
hsa-miR-135b-5p,86.32,122.97,121.62,121.47,115.77,174.32
hsa-miR-136-3p,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.11,0.42,0.0,0.13,0.0,0.0
hsa-miR-138-1-3p,0.11,0.0,0.39,0.94,0.94,0.31
hsa-miR-138-2-3p,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-138-5p,6.33,6.81,10.18,5.26,9.69,7.71
hsa-miR-139-3p,0.64,0.14,0.39,0.81,0.4,0.31
hsa-miR-139-5p,9.22,6.95,11.08,37.79,10.77,16.49
hsa-miR-140-3p,486.49,198.57,259.74,1026.26,466.86,490.44
hsa-miR-140-5p,11.04,14.73,10.31,20.78,22.89,28.67
hsa-miR-141-3p,116.77,123.81,206.78,124.98,150.77,186.81
hsa-miR-141-5p,22.73,15.84,28.47,21.59,20.6,18.34
hsa-miR-142-3p,0.21,0.28,0.13,0.13,0.54,0.0
hsa-miR-142-5p,0.11,0.14,0.0,0.54,2.02,1.23
hsa-miR-143-3p,16.73,22.23,9.53,22.0,19.52,16.34
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-144-3p,0.0,0.0,0.13,0.0,0.0,0.0
hsa-miR-144-5p,0.11,0.0,0.0,0.13,0.13,0.0
hsa-miR-145-3p,0.0,0.14,0.0,0.13,0.0,0.0
hsa-miR-145-5p,0.86,2.08,0.39,1.75,0.13,0.0
hsa-miR-1468-5p,0.0,0.0,0.13,0.4,0.27,0.15
hsa-miR-146a-3p,0.21,0.0,0.13,0.13,0.27,0.0
hsa-miR-146a-5p,50.72,28.9,21.13,90.56,107.56,36.53
hsa-miR-146b-3p,0.97,0.42,0.26,1.21,0.4,1.08
hsa-miR-146b-5p,117.52,66.7,100.75,284.1,167.06,278.67
hsa-miR-147b-3p,2.47,2.5,1.42,3.1,1.75,1.08
hsa-miR-147b-5p,0.11,0.14,0.13,0.54,0.54,0.15
hsa-miR-148a-3p,9251.74,3364.79,7537.39,60811.63,20550.69,22713.36
hsa-miR-148a-5p,10.83,8.62,11.6,28.61,19.79,18.03
hsa-miR-148b-3p,605.62,327.79,326.86,6332.48,912.04,1875.14
hsa-miR-148b-5p,28.74,32.65,35.82,58.03,54.12,50.09
hsa-miR-149-3p,0.0,0.0,0.0,0.13,0.27,0.0
hsa-miR-149-5p,142.29,242.61,141.85,319.73,91.0,92.63
