miRNA,SRR8354353,SRR8354354,SRR8354355
hsa-let-7a-3p,0.0,1.0,0.0
hsa-let-7a-5p,16.0,1889.0,53.0
hsa-let-7b-5p,12.0,349.0,107.0
hsa-let-7c-5p,9.0,1739.0,5.0
hsa-let-7d-3p,0.0,46.0,0.0
hsa-let-7d-5p,0.0,310.0,0.0
hsa-let-7e-5p,0.0,346.0,1.0
hsa-let-7f-5p,24.0,6189.0,43.0
hsa-let-7g-5p,16.0,3048.0,31.0
hsa-let-7i-3p,0.0,16.0,0.0
hsa-let-7i-5p,32.0,3212.0,125.0
hsa-miR-1-3p,169.0,182.0,153.0
hsa-miR-100-5p,18.0,443.0,83.0
hsa-miR-101-3p,17.0,386.0,728.0
hsa-miR-10392-5p,0.0,0.0,3.0
hsa-miR-10395-5p,0.0,0.0,3.0
hsa-miR-10399-5p,0.0,0.0,1.0
hsa-miR-103a-3p,0.0,1701.0,27.0
hsa-miR-10401-5p,0.0,0.0,3.0
hsa-miR-106b-3p,0.0,26.0,44.0
hsa-miR-106b-5p,0.0,1.0,2.0
hsa-miR-107,0.0,3.0,4.0
hsa-miR-10a-3p,0.0,0.0,1.0
hsa-miR-10a-5p,30.0,286.0,21.0
hsa-miR-10b-3p,0.0,21.0,0.0
hsa-miR-10b-5p,27.0,6608.0,45.0
hsa-miR-11399,1.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,12.0
hsa-miR-1207-5p,0.0,0.0,1.0
hsa-miR-12136,0.0,0.0,10.0
hsa-miR-122-5p,5.0,112.0,74.0
hsa-miR-1246,0.0,0.0,1879.0
hsa-miR-1247-3p,4.0,0.0,0.0
hsa-miR-1247-5p,0.0,2.0,0.0
hsa-miR-1250-5p,0.0,0.0,25.0
hsa-miR-125a-3p,0.0,0.0,4.0
hsa-miR-125a-5p,0.0,395.0,1.0
hsa-miR-125b-1-3p,0.0,16.0,0.0
hsa-miR-125b-5p,6.0,1164.0,14.0
hsa-miR-126-3p,13.0,140.0,13.0
hsa-miR-1268a,1.0,0.0,18.0
hsa-miR-1268b,0.0,12.0,22.0
hsa-miR-127-3p,16.0,0.0,48.0
hsa-miR-1270,0.0,0.0,2.0
hsa-miR-1273h-5p,0.0,4.0,998.0
hsa-miR-128-3p,21.0,22.0,1.0
hsa-miR-1285-3p,0.0,0.0,2.0
hsa-miR-1285-5p,66.0,0.0,149.0
