miRNA,SRR22443559,SRR22443560,SRR22443561,SRR22443562,SRR22443563,SRR22443564,SRR22443565,SRR22443566,SRR22443567,SRR22443568,SRR22443569,SRR22443570,SRR22443571,SRR22443572,SRR22443573,SRR22443574,SRR22443575,SRR22443576,SRR22443577,SRR22443578,SRR22443579,SRR22443580,SRR22443581,SRR22443582,SRR22443583
hsa-miR-3915,0.0,0.0,0.0,8.75,15.73,1.19,1.45,57.82,0.0,23.37,134.22,20.49,2.91,28.93,12.92,0.0,0.0,8.99,6.6,0.0,0.0,19.38,2.07,6.26,0.0
hsa-miR-3916,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,0.0,0.0,1.97,0.0,0.0,1.97,0.0,7.98,0.0,0.0,0.0
hsa-miR-3929,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3942-5p,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,2.16,0.0,15.96,0.0,0.48,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,2.5,0.51,1.97,0.45,0.0,0.38,0.0,0.0
hsa-miR-3976,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0
hsa-miR-409-3p,6.53,0.0,0.0,7.72,0.0,5.47,10.3,0.0,0.0,0.0,0.0,0.0,3.64,0.0,3.69,2.18,11.31,2.5,20.8,0.0,0.0,3.99,3.2,1.2,5.79
hsa-miR-411-3p,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-412-5p,0.0,0.0,0.0,10.3,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,5.17,1.87,0.98,3.5,8.63,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0
hsa-miR-423-3p,0.0,2.34,0.0,0.0,7.19,6.9,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,5.8,0.0,2.07,0.0,0.0
hsa-miR-423-5p,1.17,0.0,0.0,0.0,16.18,1.19,9.03,8.5,0.0,0.0,0.0,0.0,3.64,5.88,8.49,9.67,8.36,0.0,14.71,0.79,3.57,0.0,0.0,1.44,17.03
hsa-miR-424-5p,3.73,8.11,15.41,14.93,13.48,4.52,1.81,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,2.18,27.54,23.97,55.3,8.27,8.92,11.4,5.65,5.77,19.07
hsa-miR-425-3p,0.93,0.0,0.0,0.0,2.7,0.48,0.18,0.0,0.0,0.0,0.0,0.0,0.36,0.9,11.44,1.25,0.49,1.5,0.51,1.18,4.02,0.57,0.19,0.0,0.0
hsa-miR-425-5p,1.17,3.61,22.78,3.09,12.59,21.41,9.03,0.0,0.0,0.0,4.38,0.0,1.09,4.07,6.27,15.29,28.53,20.47,18.77,22.06,32.13,1.14,1.13,1.92,14.64
hsa-miR-4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-5p,0.47,0.18,1.34,0.51,13.03,2.14,2.17,0.0,0.0,0.0,0.0,0.0,0.73,1.36,1.48,1.56,4.92,1.5,1.52,0.0,0.89,0.57,0.19,0.72,0.34
hsa-miR-432-5p,1090.01,1081.1,4755.93,3942.98,4012.0,2611.29,2549.91,79.93,332.33,60.32,372.03,48.22,1781.16,2011.06,1964.68,1137.5,2806.37,3822.64,2175.55,705.17,1386.76,1314.06,986.01,1481.02,1429.73
hsa-miR-4326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.14,0.0,0.0,0.0
hsa-miR-4418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,115.44,94.84,96.49,264.68,42.7,143.22,83.45,0.0,11.94,0.0,0.0,22.91,238.29,0.0,67.16,44.94,64.43,322.09,4.06,35.06,60.24,0.0,21.87,6.26,0.34
hsa-miR-4433b-5p,3.73,4.33,95.82,0.51,4.05,93.5,20.77,0.0,17.91,15.83,0.0,28.93,251.02,38.87,0.0,0.94,40.82,23.97,6.09,9.85,1.34,19.95,0.19,0.0,12.26
hsa-miR-4435,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4436b-3p,0.0,0.0,0.0,0.0,13.03,1.19,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,4.99,7.1,1.97,0.0,0.0,0.0,3.37,0.0
hsa-miR-4446-3p,4.9,5.95,10.05,28.32,6.74,11.42,12.1,0.0,0.0,0.0,0.0,0.0,14.19,0.0,5.54,8.11,22.13,30.96,4.57,9.45,23.65,13.68,4.15,25.5,9.2
hsa-miR-4446-5p,3.96,1.98,0.0,0.0,0.0,5.95,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,3.12,11.8,6.99,4.57,4.73,5.35,0.0,0.57,3.13,0.0
hsa-miR-4453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0
hsa-miR-4473,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4474-3p,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0
hsa-miR-4484,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4485-3p,0.0,0.0,10.72,0.0,5.39,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,9.99,3.44,0.0,0.0,3.94,3.57,5.13,0.0,0.0,0.0
hsa-miR-4485-5p,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4491,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449a,0.0,3.07,0.0,0.0,5.84,2.62,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,2.5,0.0,6.7,10.71,0.0,2.26,0.0,0.0
hsa-miR-449b-5p,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,6.13
hsa-miR-4504,0.0,4.87,0.0,0.0,3.15,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,3.99,2.03,4.33,5.35,0.0,2.64,0.0,6.81
hsa-miR-450a-1-3p,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450b-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,5.58,3.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-451a,0.0,0.0,543.4,0.0,0.0,233.86,4.34,1960.8,1076.59,1090.98,2577.97,1664.9,102.59,4.97,1.85,50.56,4.92,0.0,185.69,150.88,78.08,279.92,0.38,1.2,1163.06
hsa-miR-452-3p,0.0,0.0,10.72,7.72,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.31,0.0,5.49,3.04,1.58,0.0,0.0,0.0,0.0,0.0
hsa-miR-4520-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4525,0.0,0.0,0.0,0.0,15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,11.16,1.18,0.0,11.4,0.0,0.0,0.0
hsa-miR-4526,0.0,1.98,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,1.58,2.23,0.0,0.0,0.0,0.0
hsa-miR-454-3p,0.0,1.08,0.0,5.15,0.0,1.43,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,4.06,1.97,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43
hsa-miR-4640-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0
hsa-miR-4644,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4645-3p,0.0,1.26,0.0,6.18,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,3.44,0.0,0.0,0.39,11.15,0.0,0.0,1.44,8.85
hsa-miR-4653-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3.57,0.0,0.0,0.0,0.0
hsa-miR-4654,0.0,1.44,0.0,0.51,7.19,4.52,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,4.06,1.56,4.43,4.49,0.0,5.12,12.05,0.0,0.0,12.27,4.77
hsa-miR-4659a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4659b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-4660,0.0,0.0,0.0,0.0,0.0,1.19,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.98,1.5,0.0,0.0,6.25,0.0,0.0,0.24,0.0
hsa-miR-4662a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0
hsa-miR-4686,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0
hsa-miR-4687-5p,0.0,1.26,0.0,0.0,0.0,1.43,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0
hsa-miR-4688,0.0,0.9,28.14,0.0,0.0,2.62,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.97,3.0,0.0,0.0,8.48,0.0,0.0,4.33,0.0
hsa-miR-4697-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4707-5p,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4714-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.41
hsa-miR-4717-3p,0.7,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,3.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0
hsa-miR-4732-5p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4742-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4753-5p,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,2.5,2.03,0.0,0.0,0.0,0.0,1.44,0.0
hsa-miR-4774-5p,3.26,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.5,0.0,1.58,0.0,0.0,0.0,0.0,0.0
hsa-miR-4777-3p,0.0,1.44,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0
hsa-miR-4778-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-5p,0.0,0.0,0.0,0.0,2.25,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,1.34,0.0,1.32,5.05,0.0
hsa-miR-4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4793-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4804-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0
hsa-miR-483-3p,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-483-5p,5.13,0.54,69.01,24.2,8.54,1.19,3.07,0.0,24.88,0.0,0.0,0.0,15.64,9.04,0.0,0.0,12.3,12.48,20.8,1.58,21.86,16.53,6.6,6.98,11.58
hsa-miR-484,9.1,39.85,150.76,91.66,260.69,252.66,157.51,1.7,43.78,0.0,0.0,24.11,109.14,35.26,154.99,123.89,263.13,217.72,292.24,226.13,130.29,9.12,10.74,61.11,147.13
hsa-miR-485-3p,2.33,0.0,11.39,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,2.03,0.39,0.0,0.0,1.13,0.0,0.0
hsa-miR-485-5p,0.0,0.36,0.67,0.0,0.45,0.0,0.18,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.62,0.0,0.0,4.57,3.94,0.0,0.0,0.0,1.92,0.0
hsa-miR-486-3p,0.0,2.52,0.0,0.51,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1.09,15.37,0.0,0.0,0.0,3.5,0.0,2.36,0.0,7.41,0.0,0.0,0.0
hsa-miR-486-5p,0.0,0.0,0.67,8.24,50.34,26.41,0.0,0.0,140.3,120.63,211.55,57.87,0.36,64.64,16.61,2.5,24.1,29.96,5.58,14.18,7.14,10.83,0.0,0.24,54.49
hsa-miR-490-5p,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.79,3.12,0.0,0.0,0.0,0.0
hsa-miR-491-5p,0.0,0.0,0.0,0.51,0.9,0.95,1.08,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,3.99,0.0,3.55,0.89,0.0,0.38,0.48,0.34
hsa-miR-495-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-496,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-497-3p,0.0,0.0,10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,3.26,1.98,25.46,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,6.64,0.0,0.0,0.0,0.0,12.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.38
hsa-miR-5000-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5006-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-5008-5p,2.57,0.0,0.0,9.78,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,2.58,1.56,1.97,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0
hsa-miR-500b-3p,0.0,0.0,0.0,0.0,0.0,0.71,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,6.13
hsa-miR-501-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-5010-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-502-3p,0.0,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.39,4.91,0.0,0.0,0.48,0.0
hsa-miR-503-5p,0.23,0.18,0.0,1.54,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49,0.0,0.31,3.93,3.5,3.55,0.0,0.0,0.0,0.0,0.72,0.0
hsa-miR-505-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-505-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3p,0.0,0.0,0.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5187-5p,27.05,16.41,97.83,96.81,64.72,21.41,43.71,0.0,0.0,0.0,0.0,0.0,61.85,65.54,46.87,34.02,49.18,61.92,70.52,43.73,73.62,37.06,39.77,48.6,71.52
hsa-miR-518b,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5192,0.0,0.0,10.72,12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.31,0.0,0.0,0.0,1.97,0.0,0.0,0.94,0.0,0.0
hsa-miR-5194,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-532-3p,0.0,0.18,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.36,6.78,0.0,0.62,1.97,8.99,0.51,1.97,0.0,0.0,0.0,1.2,0.0
hsa-miR-532-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-542-3p,1.87,5.77,53.6,0.0,25.62,18.79,7.41,61.22,27.86,0.0,0.0,0.0,2.18,9.04,28.05,8.43,62.95,45.94,91.32,35.06,56.67,27.36,8.67,10.59,48.36
hsa-miR-542-5p,0.0,0.18,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0
hsa-miR-543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-544b,2.57,0.0,0.0,0.0,0.45,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0,5.41,0.0,8.63,0.0,0.0,0.0,1.88,1.92,3.41
hsa-miR-545-5p,0.0,2.16,0.0,7.72,9.89,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.97,0.0,0.0,2.36,2.23,0.0,0.0,0.0,0.0
hsa-miR-548a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ab,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ad-5p,7.7,6.31,13.4,14.42,25.62,23.32,7.23,0.0,10.95,0.0,0.0,30.14,5.46,6.78,3.69,1.87,22.62,39.45,21.31,33.09,38.82,17.1,9.42,6.5,13.96
