miRNA,GSM6675021,GSM6675015,GSM6675018,GSM6675019,GSM6675020,GSM6675017,GSM6675014,GSM6675004,GSM6675016,GSM6675011,GSM6675013,GSM6675012,GSM6675008,GSM6675010,GSM6675009,GSM6675007,GSM6675006,GSM6675005,GSM6675001,GSM6675000,GSM6675003,GSM6675002,GSM6674997,GSM6674999,GSM6674996,GSM6674993,GSM6674998,GSM6674995,GSM6674994,GSM6674985,GSM6674988,GSM6674989,GSM6674992,GSM6674991,GSM6674990,GSM6674986,GSM6674987,GSM6674984,GSM6674983,GSM6674982
hsa-miR-7846-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7848-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7851-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7854-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-7975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.2,0.0
hsa-miR-8061,0.0,0.0,0.19,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.3,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.58
hsa-miR-8067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8072,0.29,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.37,0.18,0.0,0.18,0.16,0.0,0.0,0.0,0.0,0.38,0.21,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.15
hsa-miR-8085,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.57,0.0,0.1,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15
hsa-miR-8485,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-873-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-873-5p,0.0,0.0,0.19,0.0,0.22,0.38,0.0,0.23,0.0,0.0,0.29,1.29,0.1,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.51,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.2,0.0
hsa-miR-874-3p,11.01,4.43,7.12,7.81,4.6,6.95,13.41,4.06,5.5,8.2,8.29,4.02,10.74,6.9,9.02,5.2,3.52,8.73,12.52,12.82,6.07,7.3,5.49,9.37,4.83,5.64,8.0,4.59,4.71,3.39,8.24,3.33,2.73,5.83,3.58,7.05,4.69,6.35,2.2,9.2
hsa-miR-874-5p,2.15,2.32,0.96,1.88,0.88,0.56,0.65,0.23,0.0,1.89,0.86,0.8,1.09,0.96,1.07,0.87,1.35,0.79,1.77,1.36,1.84,0.89,1.59,2.2,1.25,0.78,1.25,1.02,1.05,0.38,1.03,0.83,0.0,0.83,0.68,2.35,0.94,1.95,0.6,1.02
hsa-miR-877-3p,0.29,0.42,0.58,0.14,0.22,0.19,0.98,0.23,0.23,0.32,0.0,0.0,0.8,0.19,0.43,0.22,0.0,0.4,1.77,0.21,1.1,1.07,0.49,0.73,0.47,0.63,0.0,0.51,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,0.94,0.0,0.0,0.29
hsa-miR-877-5p,2.29,2.32,1.92,2.6,1.32,1.88,1.63,0.9,2.98,2.84,1.43,2.09,2.39,2.68,1.29,2.38,1.08,0.99,2.41,2.09,1.29,3.03,1.1,2.94,2.65,2.67,2.0,3.57,1.05,0.56,2.27,1.25,0.61,3.33,1.36,1.76,0.94,1.46,0.4,1.46
hsa-miR-885-3p,5.86,3.59,4.62,3.9,1.53,0.94,2.62,0.45,1.37,6.31,2.57,0.32,3.68,3.83,4.08,2.17,2.17,2.78,4.97,2.19,5.15,3.38,3.78,2.94,3.59,3.29,2.5,4.59,1.57,0.94,6.8,1.46,1.82,3.33,6.64,3.52,1.87,4.39,0.4,4.24
hsa-miR-885-5p,473.57,365.09,481.65,452.62,200.12,88.23,243.91,347.75,91.19,554.75,245.0,91.29,435.61,567.93,383.24,240.35,159.85,256.8,588.14,337.35,869.88,378.04,324.99,328.15,354.44,205.87,584.47,245.48,425.8,83.55,387.97,341.41,107.83,368.34,342.56,439.85,225.84,298.81,129.33,197.67
hsa-miR-887-3p,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.32,0.29,0.16,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.18,0.16,0.0,0.25,0.51,0.52,0.38,0.0,0.0,0.0,0.0,0.17,0.0,0.94,0.0,0.4,0.0
hsa-miR-887-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.38,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-888-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-889-3p,1.14,1.27,0.0,0.0,0.0,0.0,0.0,0.23,0.46,0.0,0.0,0.16,0.2,0.0,0.43,0.22,0.27,0.2,0.0,0.63,0.37,0.0,0.61,0.0,0.16,0.16,0.25,0.0,0.0,0.0,0.0,0.62,1.51,0.0,1.36,0.0,1.87,0.0,0.0,0.29
hsa-miR-891a-5p,0.86,0.63,0.58,1.01,0.66,0.38,0.98,0.45,0.0,1.58,1.72,0.16,0.8,0.96,1.5,0.43,0.54,1.79,0.8,1.46,1.84,0.18,0.12,1.29,0.31,0.94,0.25,0.0,0.0,0.19,0.62,1.04,0.0,0.83,1.19,0.0,0.0,0.49,0.2,0.15
hsa-miR-891b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-892a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.16,0.1,0.19,0.21,0.0,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-9-5p,0.57,0.0,0.58,0.29,0.66,0.0,0.65,0.23,0.69,0.32,0.57,0.16,0.2,0.38,0.43,0.22,0.54,0.4,0.16,0.63,0.37,0.0,0.37,0.37,0.16,0.47,0.75,0.0,2.09,1.13,0.21,0.21,0.0,0.0,0.34,0.59,0.0,2.44,1.2,0.29
hsa-miR-922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-92a-1-5p,3.86,5.48,3.46,3.9,3.51,2.25,4.41,2.03,5.04,2.21,1.14,2.89,4.97,4.98,3.87,1.3,2.44,3.57,4.17,2.29,4.42,2.32,2.68,7.17,5.15,5.49,1.75,4.08,3.66,3.2,5.15,3.33,5.45,4.17,8.68,2.94,9.37,1.46,2.0,3.21
hsa-miR-92a-3p,7312.81,7770.1,7245.48,7863.96,5720.38,5264.24,8448.04,5989.61,6731.5,8089.18,4906.37,4285.66,8882.51,9455.32,7076.76,5022.01,3667.81,5780.46,10475.72,7847.96,8016.59,8276.08,6996.99,9614.57,9107.11,7442.9,7291.7,5742.4,9642.71,3976.93,9477.41,7834.6,6439.62,8908.41,7717.91,8400.01,8721.52,6962.09,4782.86,6981.19
hsa-miR-92b-3p,366.44,366.57,210.52,320.59,162.42,149.25,287.24,301.52,192.92,288.57,253.01,100.29,269.1,358.88,337.48,254.87,128.69,283.99,326.08,291.28,288.36,308.74,164.39,363.79,291.76,182.98,284.36,177.6,330.07,84.68,218.61,249.76,142.06,372.5,229.0,193.79,178.98,264.64,145.89,172.69
hsa-miR-92b-5p,0.43,0.42,0.19,0.58,0.22,0.19,0.49,0.0,0.0,1.26,0.29,0.32,0.99,0.57,0.0,0.22,0.54,0.6,0.0,0.31,0.74,0.18,0.49,0.37,0.31,0.0,0.5,1.02,0.52,0.0,0.0,0.42,0.0,0.83,0.34,0.0,0.94,0.49,0.2,0.15
hsa-miR-93-3p,3.29,4.22,2.5,4.63,2.19,3.19,5.07,3.38,3.67,2.21,3.72,2.41,6.46,7.47,6.87,1.52,2.98,3.37,9.15,5.32,9.39,4.99,3.54,4.78,3.9,1.88,4.0,2.55,1.57,2.26,3.3,5.83,2.42,4.17,4.94,1.17,0.94,1.46,2.39,1.02
hsa-miR-93-5p,406.35,383.23,394.67,463.03,378.76,329.47,474.75,203.19,231.64,304.03,304.18,236.91,395.85,423.84,450.9,259.86,197.51,304.43,484.15,373.42,345.23,375.01,329.99,427.0,452.84,447.33,314.35,232.72,333.73,244.81,476.98,410.99,272.61,285.0,379.67,348.24,359.84,305.16,130.72,215.78
hsa-miR-933,0.0,0.0,0.19,0.14,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-934,0.43,0.21,2.69,0.43,1.97,1.31,0.82,0.0,3.21,0.32,1.72,5.46,0.3,0.57,1.72,0.43,0.54,1.19,1.44,0.63,0.18,0.89,0.85,0.55,2.49,2.04,1.5,0.51,0.52,1.51,2.47,0.42,3.03,0.0,0.51,0.59,0.0,0.49,0.4,0.29
hsa-miR-937-3p,1.14,0.63,0.58,0.58,0.0,0.56,0.33,0.9,0.46,1.58,0.57,0.48,0.89,1.15,1.72,0.22,0.0,0.2,0.8,0.42,0.37,0.89,0.12,0.73,0.31,0.63,0.0,0.0,0.0,0.19,0.21,0.83,0.3,0.83,0.51,0.0,0.0,0.49,0.4,0.73
hsa-miR-937-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.18,0.16,0.16,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-939-3p,0.14,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.4,0.0,0.64,0.0,0.27,0.0,0.0,0.31,0.18,0.36,0.12,0.18,0.16,0.0,0.25,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-939-5p,0.14,0.0,0.77,0.0,0.66,0.19,1.47,0.0,0.0,0.0,0.0,0.16,0.7,0.19,0.0,0.22,0.54,0.4,0.64,0.1,0.18,0.18,0.12,0.92,0.31,0.31,0.25,0.0,1.05,0.19,0.0,0.62,0.0,0.0,0.34,0.0,0.0,0.0,0.2,0.0
hsa-miR-940,0.57,0.21,0.77,1.16,0.22,0.75,0.33,0.23,0.23,0.0,0.29,0.0,0.0,0.77,0.43,0.22,0.0,1.39,0.8,0.52,0.74,1.07,0.12,0.18,0.78,0.78,0.25,0.51,0.52,0.0,0.82,0.21,0.61,0.0,0.0,1.17,1.87,0.0,0.4,0.0
hsa-miR-941,90.54,100.18,59.65,101.95,46.25,48.06,88.77,35.18,37.35,61.81,56.89,25.56,35.99,67.83,76.48,49.63,56.35,53.38,80.72,89.45,57.97,81.24,45.49,110.79,74.54,54.56,57.72,38.79,69.05,34.43,65.11,53.74,39.68,73.33,54.14,37.58,36.55,55.17,22.15,20.02
hsa-miR-942-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-942-5p,1.14,1.05,1.73,1.16,0.88,0.75,1.31,0.45,1.15,3.15,0.0,0.8,1.29,1.72,1.93,0.22,0.54,0.99,1.44,0.73,1.29,0.89,0.73,1.47,1.25,1.1,1.25,2.55,1.05,1.13,1.03,0.62,0.61,3.33,1.7,0.0,1.87,0.49,0.4,0.0
hsa-miR-943,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.27,0.0,0.0,0.1,0.0,0.0,0.0,0.37,0.16,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-944,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.57,0.16,0.2,0.0,0.21,0.0,0.27,0.4,0.16,0.0,0.18,0.0,0.12,0.0,0.31,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.3,0.0,0.17,0.59,0.94,0.0,0.2,0.0
hsa-miR-95-3p,0.14,0.0,0.0,0.14,0.0,0.56,0.0,0.0,0.23,0.0,0.0,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.18,0.0,0.16,0.25,0.0,0.0,0.0,0.21,0.0,0.3,0.0,0.17,0.0,0.0,0.49,0.0,0.0
hsa-miR-95-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-3p,0.29,0.84,0.19,0.43,0.0,0.0,0.0,0.23,0.23,0.63,0.29,0.32,0.6,0.0,0.43,0.43,0.0,0.4,0.16,0.63,0.18,0.18,0.0,1.1,0.16,0.47,0.25,0.0,0.52,0.0,0.0,0.21,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-5p,148.75,76.14,65.62,122.19,58.3,35.48,87.46,113.21,24.74,86.1,116.36,51.75,144.94,211.34,163.26,83.01,58.52,118.68,178.45,133.13,152.19,139.14,25.85,116.12,19.8,23.99,154.67,12.25,17.26,6.4,27.2,40.41,9.39,14.17,22.98,20.55,33.74,28.32,8.38,23.52
hsa-miR-98-3p,1.0,0.0,0.58,0.29,0.22,0.19,0.0,0.0,0.0,0.0,1.14,0.32,0.5,0.57,1.29,0.22,0.0,0.0,0.64,0.42,0.74,0.53,0.12,0.0,0.16,0.78,0.75,0.51,0.0,0.0,0.0,0.21,0.3,0.0,0.34,0.0,0.0,0.49,0.2,0.0
hsa-miR-98-5p,204.96,157.13,137.97,176.27,81.54,73.78,212.53,80.51,63.01,120.16,119.5,56.09,142.75,177.05,151.23,88.86,57.98,92.28,178.29,158.25,146.48,135.4,116.22,131.55,139.56,170.9,103.7,72.98,99.39,47.04,165.24,199.14,69.67,89.17,171.28,132.72,147.12,120.11,54.09,72.03
hsa-miR-9898,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-9899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9901,0.86,0.84,1.15,0.29,0.22,0.38,0.16,0.45,0.46,0.32,0.86,0.32,1.39,1.72,0.64,0.0,0.0,0.4,1.28,0.83,0.55,0.18,0.73,1.29,0.31,0.16,0.5,1.02,0.0,0.56,0.62,0.62,0.0,4.17,0.34,2.94,0.0,0.49,0.0,0.29
hsa-miR-9902,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9903,0.72,0.0,0.58,0.87,0.0,0.19,0.33,1.13,0.0,0.0,0.0,0.32,0.2,0.96,0.64,0.43,0.54,0.2,0.48,0.1,0.0,0.18,0.49,0.37,0.31,0.78,0.5,0.0,0.0,0.38,0.41,0.21,0.3,0.83,0.34,0.0,0.94,0.0,0.0,0.0
hsa-miR-9983-3p,3.43,1.05,1.15,0.87,0.22,0.75,1.14,0.0,0.0,0.32,1.43,0.16,0.6,0.38,0.21,0.0,0.81,1.19,3.21,0.83,1.29,0.89,2.07,2.39,1.09,1.25,1.5,0.51,0.52,0.0,1.03,2.92,1.21,1.67,2.89,1.76,0.0,1.46,1.4,0.73
hsa-miR-9985,0.0,0.0,65.62,0.0,32.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.71,0.0,31.69,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-99a-3p,46.34,18.56,23.48,27.91,16.88,16.52,29.75,19.85,11.69,17.98,20.01,10.77,22.76,32.77,34.59,16.69,12.19,17.46,40.92,30.34,24.84,23.16,29.39,38.95,29.94,40.92,23.74,10.72,19.35,5.46,50.07,18.33,11.51,23.33,24.18,21.73,25.3,21.97,11.58,13.73
hsa-miR-99a-5p,2313.07,1536.3,1231.92,1868.45,976.7,990.29,1402.5,1643.37,760.9,1723.24,1442.58,778.41,2174.08,2650.33,2127.78,1075.84,625.3,1795.84,2583.14,2606.05,1987.26,1834.08,745.71,2211.41,750.67,858.59,1723.66,609.86,633.47,192.5,720.11,394.12,344.4,561.67,574.96,604.87,626.92,526.83,267.83,804.55
hsa-miR-99b-3p,28.61,25.1,23.09,39.04,18.63,19.71,43.32,12.85,7.56,18.61,13.44,12.22,29.33,26.83,19.76,19.94,12.19,24.41,41.24,30.75,25.58,26.19,19.39,33.62,41.01,46.1,29.49,25.01,19.35,8.66,65.31,36.66,16.96,32.5,29.62,32.89,35.61,28.81,8.78,15.63
hsa-miR-99b-5p,5212.71,5891.48,3823.73,7418.86,3680.18,3723.88,6321.97,4387.51,2209.62,6606.27,4906.66,2748.45,9477.77,7721.07,5152.63,4245.48,2561.62,6106.92,8971.44,7670.84,7474.09,8605.66,1176.31,7775.4,1700.79,1675.48,5686.48,1004.36,1434.32,579.37,1524.28,2165.34,762.7,1769.18,1515.97,1343.63,1783.29,1355.41,588.15,1282.14
hsa-mir-10527-5p,0.0,0.42,0.38,0.87,0.66,0.19,0.65,0.0,0.23,0.32,0.0,0.48,0.4,0.38,0.21,0.43,0.81,0.4,0.64,1.04,0.74,0.18,0.12,0.55,0.31,0.0,0.0,0.0,0.0,1.32,0.0,0.62,0.61,0.0,0.51,0.0,0.0,0.0,0.0,0.58
hsa-mir-107-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1181-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.16,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-mir-1202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1203-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12117-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12121-5p,0.14,0.21,0.0,0.14,0.0,0.0,0.16,0.0,0.23,0.0,0.0,0.16,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.71,0.0,0.0,0.78,0.16,0.25,0.0,0.52,0.0,0.21,0.42,0.3,0.0,0.17,0.59,0.94,0.0,0.0,0.29
hsa-mir-12125-3p,0.29,0.21,0.0,0.0,0.44,0.0,0.49,0.23,0.0,0.0,0.0,0.16,0.5,0.0,0.21,0.22,0.0,0.0,0.32,0.0,0.0,0.0,0.12,0.37,0.94,0.31,0.0,0.0,0.0,0.0,0.21,0.0,0.61,0.0,0.0,0.0,0.0,0.49,0.0,0.0
hsa-mir-12127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12136-5p,0.0,0.0,0.19,0.14,0.0,0.38,0.16,0.23,0.23,0.0,0.0,0.0,0.1,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.18,0.18,0.12,0.0,0.16,0.16,0.5,0.51,0.0,0.38,0.21,0.0,0.3,0.0,0.17,0.0,0.0,0.98,0.6,0.44
hsa-mir-1244-1-3p,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1244-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1244-3-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
