miRNA,SRR10029319,SRR10029320,SRR10029321,SRR10029322,SRR10029323
hsa-miR-941,11.11,4.7,3.23,0.57,1.35
hsa-miR-95-3p,0.28,0.0,0.0,0.0,0.0
hsa-miR-96-5p,0.0,0.0,0.0,1.14,0.68
hsa-miR-98-5p,1.94,1.84,3.23,4.55,10.15
hsa-miR-9901,0.83,1.68,3.23,1.14,0.0
hsa-miR-99a-5p,68.07,77.8,53.37,437.28,1536.3
hsa-miR-99b-3p,8.61,5.37,1.62,27.86,16.91
hsa-miR-99b-5p,66.13,56.17,29.11,690.89,625.07
hsa-mir-1291-5p,0.28,0.0,0.0,0.0,0.0
hsa-mir-3159-5p,0.0,0.34,0.0,0.57,0.0
hsa-mir-320e-3p,0.0,0.0,0.0,0.57,0.0
hsa-mir-3648-1-5p,0.0,0.0,1.62,0.57,0.0
hsa-mir-3648-2-5p,0.0,0.0,1.62,0.57,0.0
hsa-mir-3960-3p,0.28,0.0,0.0,0.0,0.0
hsa-mir-4460-5p,0.0,0.0,0.0,0.57,0.68
hsa-mir-4538-5p,0.28,0.0,0.0,0.0,0.0
hsa-mir-5684-5p,0.0,0.17,0.0,0.0,0.0
hsa-mir-6084-3p,0.0,0.0,0.0,0.57,0.0
hsa-mir-6124-5p,0.28,0.0,0.0,0.0,0.0
hsa-mir-636-3p,0.0,0.0,0.0,28.43,2.03
hsa-mir-663a-5p,0.0,0.17,0.0,0.0,0.0
hsa-mir-770-5p,0.28,0.0,0.0,0.0,0.0
hsa-mir-7851-3p,0.28,0.0,0.0,0.57,0.0
