miRNA,SRR17646531,SRR17646532,SRR17646533,SRR17646534,SRR17646535,SRR17646536,SRR17646537,SRR17646538,SRR17646539,SRR17646540,SRR17646541,SRR17646542,SRR17646543,SRR17646544,SRR17646545,SRR17646546,SRR17646547,SRR17646548,SRR17646549,SRR17646550,SRR17646551,SRR17646552,SRR17646553,SRR17646554,SRR17646555,SRR17646556,SRR17646557,SRR17646558,SRR17646559,SRR17646560,SRR17646561,SRR17646562,SRR17646563,SRR17646564,SRR17646565
hsa-miR-181d-5p,46.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,7.14,5.34,0.0,0.0,0.0,8.65,0.0,0.0,1.01,0.0,0.7,0.0,0.0,0.0,0.0,39.18,0.0,0.0,20.06,7.02,32.75,0.0
hsa-miR-182-5p,403.06,72.37,63.11,69.0,162.69,52.9,174.39,93.0,416.9,61.16,344.27,175.1,150.54,221.19,173.41,207.66,24.87,62.35,29.8,156.61,340.2,277.15,228.2,141.02,382.06,233.42,282.11,38.37,87.39,34.08,74.54,271.75,255.67,49.13,132.12
hsa-miR-1827,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.61,3.01,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,55.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97,0.0,4.75,0.0,0.0,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,0.0,0.0,0.0
hsa-miR-1843,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76,0.0,48.83,71.39,69.31,0.0,0.0,0.0,0.0,11.26,33.03
hsa-miR-185-3p,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.02,0.0,9.51,0.0,12.89,0.0,0.0,0.0,0.0,54.43,0.0,0.0,0.0,0.0,0.0,18.99,0.0,24.11,0.0,0.0,0.0,0.0,0.0,47.34
hsa-miR-185-5p,2.29,0.0,2.34,0.0,2.41,0.0,1.63,0.0,0.0,0.0,2.68,1.35,2.86,20.22,9.34,0.68,0.0,1.95,0.96,4.15,0.0,0.0,1.0,0.7,1.04,0.0,27.13,56.22,7.03,0.0,1.91,1.22,1.0,2.05,1.1
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,15.46,6.67,0.0,0.0,2.92,13.46,0.0,0.0,0.0,0.0,0.0,0.0,32.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.95,0.0,0.0,9.5,14.92,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.13,0.0,0.61,0.0,37.87,1.1
hsa-miR-18b-5p,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,3.11,0.0,15.37,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,48.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,14.67,0.0,0.0,0.0,12.5,5.19,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,1.15,0.0,26.88,0.0,24.1,26.45,0.0,0.0,0.0,34.25,0.0,0.0,44.78,13.08,17.34,16.97,0.0,0.0,0.0,12.45,0.0,98.77,0.0,23.74,0.0,39.8,23.51,0.0,2.01,0.0,11.47,0.61,1.0,12.28,0.0
hsa-miR-192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,14.42,0.0,0.0,1.01,0.0,0.7,0.0,1.08,0.9,1.78,0.0,0.0,0.0,0.61,0.0,1.02,4.4
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.09,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,1.02,0.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,325.2,105.17,139.08,144.58,159.07,239.5,288.48,91.0,282.17,134.55,202.28,564.37,344.91,344.86,478.89,230.06,24.87,51.64,161.52,117.2,380.22,747.81,277.24,249.92,331.19,95.73,1457.55,335.54,430.94,34.08,192.08,407.32,319.83,701.13,142.03
hsa-miR-195-5p,384.74,67.85,45.58,266.16,43.38,0.0,177.65,29.0,193.2,73.39,62.96,277.47,79.08,147.46,234.78,147.94,85.79,16.56,102.87,34.23,1.6,470.66,116.1,75.39,149.5,41.95,267.64,195.43,170.77,67.1,80.27,17.02,122.32,163.77,105.7
hsa-miR-196a-5p,0.0,0.0,1.17,0.0,61.46,0.0,76.6,19.0,0.0,46.48,0.0,14.82,13.34,0.0,101.38,0.0,0.0,11.69,29.8,0.0,0.0,51.4,0.0,0.0,28.03,0.0,38.88,0.0,49.22,1.07,44.92,20.06,0.0,0.0,0.0
hsa-miR-196b-5p,224.43,45.23,59.61,233.3,100.02,149.87,241.22,39.0,119.48,171.24,187.54,136.04,23.82,93.95,65.36,144.55,11.19,24.36,35.57,74.68,282.56,267.07,219.19,105.41,32.18,39.8,48.83,135.64,278.25,136.33,259.93,108.21,136.36,79.84,208.09
hsa-miR-197-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,25.19,13.57,4.68,3.29,1.21,2.94,89.64,25.0,66.09,34.25,4.02,4.04,28.58,14.27,116.05,13.57,3.73,2.92,26.92,1.04,46.43,8.06,72.06,34.21,3.11,1.08,87.71,9.82,35.16,8.52,7.65,30.4,1.0,33.78,24.22
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,3.39,0.0,1.64,2.41,1.47,0.0,23.0,2.54,1.22,5.36,14.82,0.0,34.49,0.0,1.36,0.0,0.0,0.0,0.0,0.0,3.02,59.05,0.0,0.0,3.23,1.81,2.68,29.13,1.07,12.42,6.69,17.04,0.0,25.32
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,9.16,0.0,0.0,0.0,0.0,0.0,44.01,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,12.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.22,0.0,0.0,0.0,13.03,0.0,0.0
hsa-miR-19b-3p,27.48,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.85,0.0,28.13,0.0,0.0,1.19,0.0,6.79,0.0,0.0,0.0,0.0,1.6,0.0,73.06,0.0,0.0,0.0,37.07,0.0,31.14,0.0,0.0,7.9,19.05,33.78,1.1
hsa-miR-200a-3p,0.0,0.0,1.17,0.0,0.0,145.46,0.0,0.0,0.0,0.0,57.6,51.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0
hsa-miR-200c-3p,269.09,30.53,23.38,98.58,274.76,26.45,37.49,31.0,16.95,111.31,65.64,125.27,67.65,78.49,1175.22,61.08,14.92,23.38,69.22,28.0,275.36,69.54,94.08,152.88,270.97,31.19,55.16,72.28,299.35,0.0,172.97,99.09,59.15,112.59,30.83
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0,20.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,2.29,0.0,0.0,0.0,3.62,1.47,0.0,0.0,0.0,0.0,44.21,0.0,0.0,0.0,82.71,0.0,1.24,0.0,0.0,8.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.01,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,0.0,0.0,0.0,24.64,0.0,36.73,102.68,8.0,35.59,17.12,16.08,24.25,0.0,16.65,0.0,0.0,1.24,0.0,18.27,0.0,112.87,92.72,48.04,11.87,0.0,0.0,140.15,40.16,40.18,0.0,0.0,71.74,0.0,169.91,0.0
hsa-miR-20a-5p,1.15,0.0,1.17,0.0,1.21,0.0,0.0,1.0,0.0,0.0,2.68,1.35,13.34,1.19,0.0,2.04,0.0,3.9,1.92,2.07,0.8,2.02,1.0,0.0,3.11,3.23,0.9,0.0,5.02,0.0,0.96,3.04,2.01,3.07,0.0
hsa-miR-20b-5p,1.15,0.0,0.0,0.0,0.0,2.94,1.63,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,2.08,0.0,4.52,0.89,0.0,0.0,1.91,0.0,0.0,0.0,0.0
hsa-miR-21-3p,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,73.28,3.39,10.52,32.86,31.33,4.41,1.63,17.0,5.08,52.6,60.28,22.9,34.3,21.41,16.01,48.18,6.22,8.77,30.77,8.3,4.8,8.06,10.01,4.89,3.11,4.3,33.46,34.8,37.17,1.07,73.58,3.65,1.0,33.78,38.54
hsa-miR-211-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,11.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.68,0.0,3.39,0.0,0.0,0.0,21.78,0.0,0.0,50.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.81,0.0,0.0,21.41,9.34,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,10.31,0.0,2.34,0.0,0.0,17.63,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,6.11,0.0,15.59,6.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.46,52.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,19.47,0.0,0.0,0.0,10.85,0.0,40.75,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08,0.0,40.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
hsa-miR-221-3p,19.47,0.0,23.38,0.0,0.0,0.0,45.64,0.0,2.54,2.45,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.96,0.0,0.8,0.0,1.0,2.79,46.72,1.08,0.0,0.0,1.0,0.0,0.96,0.0,4.01,0.0,0.0
hsa-miR-222-3p,2.29,24.88,0.0,34.5,0.0,0.0,0.0,9.0,0.0,0.0,28.13,36.37,0.0,0.0,17.34,19.68,0.0,3.9,0.0,14.52,1.6,0.0,0.0,0.0,0.0,0.0,0.0,13.39,57.26,0.0,0.0,0.0,0.0,97.24,0.0
hsa-miR-223-3p,10446.33,1005.33,2289.58,3676.89,1297.87,1531.02,3064.11,2663.88,7886.3,5318.29,3022.12,5063.19,3840.75,5088.53,2974.73,5142.04,1397.49,1105.79,1598.87,1007.09,4315.3,2395.61,3611.19,2556.43,1261.43,1484.41,5794.95,2946.65,15099.9,3702.12,10057.19,5853.25,4604.0,11516.96,7802.96
hsa-miR-223-5p,596.57,75.77,195.18,353.23,20.49,102.85,58.67,86.0,633.82,236.07,71.0,165.68,172.46,271.13,188.09,375.29,87.03,81.84,95.18,70.53,239.34,369.87,143.13,115.19,24.92,139.84,348.11,46.4,850.83,185.32,455.84,495.47,343.9,592.63,649.6
hsa-miR-224-5p,1.15,0.0,1.17,3.29,1.21,0.0,0.0,0.0,0.85,0.0,0.0,2.69,0.95,0.0,18.68,0.0,0.0,0.0,0.0,0.0,0.8,0.0,3.0,0.7,1.04,0.0,0.0,0.89,0.0,0.0,0.96,0.61,0.0,3.07,7.71
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.47,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,9.35,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,36.37,0.0,11.89,14.67,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,3774.1,796.12,863.71,1981.38,924.29,379.08,1611.92,576.97,1739.61,913.7,1058.28,3349.87,1226.26,1612.54,2602.55,1769.21,717.39,939.19,1911.33,451.17,754.84,497.87,1079.95,1189.56,730.9,381.86,2846.39,1592.9,3223.5,847.78,2024.05,1582.47,929.42,1983.64,1150.57
hsa-miR-23b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,24.25,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,74.58,0.0,0.0,0.0,0.0,23.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,6.87,0.0,2.34,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,11.43,1.19,0.0,2.04,17.41,0.0,0.96,2.07,2.4,0.0,3.0,0.0,0.0,1.08,1.81,3.57,2.01,0.0,0.0,18.85,0.0,0.0,0.0
hsa-miR-25-3p,28.63,7.92,15.19,24.64,3.62,14.69,1.63,3.0,47.45,4.89,6.7,39.06,20.01,26.16,32.02,30.54,17.41,12.67,26.92,11.41,17.61,14.11,24.02,69.81,6.23,7.53,97.65,13.39,46.21,11.72,29.62,50.46,7.02,53.22,4.4
hsa-miR-26a-5p,0.0,6.79,0.0,27.93,1.21,1.47,0.0,48.0,33.89,23.24,30.81,74.08,37.16,32.11,0.0,19.0,17.41,0.97,18.27,7.26,0.8,3.02,9.01,11.17,3.11,1.08,32.55,5.35,85.38,2.13,0.0,3.04,1.0,1.02,0.0
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,0.0,19.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.32,16.01,0.0,0.0,0.0,19.23,0.0,0.0,72.56,21.02,0.0,0.0,0.0,0.0,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,18.32,0.0,12.86,3.29,0.0,1.47,0.0,0.0,11.86,0.0,0.0,0.0,0.0,1.19,1.33,21.72,0.0,0.0,1.92,0.0,0.0,1.01,0.0,0.7,0.0,0.0,0.0,0.89,2.01,29.82,0.0,0.61,1.0,7.16,0.0
hsa-miR-27a-3p,1.15,0.0,1.17,1.64,0.0,0.0,34.23,26.0,1.69,0.0,1.34,2.69,0.0,0.0,1.33,0.0,0.0,0.0,0.96,0.0,1.6,2.02,0.0,20.94,0.0,0.0,0.0,0.89,6.03,0.0,4.78,0.0,1.0,0.0,0.0
hsa-miR-27b-3p,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,2.69,0.0,15.46,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.08,2.71,0.0,1.0,1.07,1.91,1.22,0.0,1.02,0.0
hsa-miR-28-3p,256.49,54.28,51.43,274.37,18.08,98.44,88.01,52.0,249.12,56.27,137.98,224.94,60.03,40.43,218.77,159.48,0.0,52.61,149.98,31.12,195.31,146.14,220.19,140.32,153.66,57.01,345.4,80.31,175.79,210.88,47.78,200.01,44.11,213.92,198.18
hsa-miR-2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.08,0.0,0.0
hsa-miR-29a-3p,0.0,0.0,15.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.23,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.61,55.05,0.0,0.0,0.0,35.26,0.0,0.0,0.0,0.0,21.89,0.0,41.97,0.0
hsa-miR-29c-3p,0.0,0.0,0.0,0.0,20.49,0.0,1.63,1.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,4.75,0.0,2.92,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,0.0,17.53,0.0,0.0,0.0,0.0,0.0,0.85,24.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-3p,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.38,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,27.72,0.0,14.67,0.0,0.0,0.0,0.0,0.0,0.0,39.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.91,0.0,0.0,0.0,31.14,0.0,0.0,21.89,11.03,0.0,0.0
hsa-miR-30a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-5p,415.65,121.0,65.45,223.44,132.56,27.92,171.13,134.99,182.18,111.31,211.66,412.17,235.34,241.4,272.13,196.81,74.6,19.49,275.93,96.46,66.44,367.86,172.15,215.71,423.59,74.22,299.29,284.67,671.02,31.95,266.62,167.79,128.33,278.4,111.2
hsa-miR-30d-5p,510.69,130.05,122.72,295.73,275.96,126.36,246.11,162.99,194.89,107.64,166.11,785.27,262.97,448.32,735.01,387.5,111.9,122.76,444.18,128.61,238.54,436.39,207.18,479.59,306.27,104.34,1458.46,483.67,519.34,220.47,541.85,284.52,154.4,661.21,388.66
hsa-miR-30e-5p,1118.72,136.83,190.51,381.16,308.5,320.31,484.06,394.98,561.79,237.29,557.27,1640.59,405.89,945.4,728.34,595.84,354.35,169.52,523.98,154.54,323.39,515.0,1188.05,397.22,497.3,162.42,959.34,1062.83,1697.63,291.82,1504.18,398.81,306.8,1878.21,156.35
hsa-miR-31-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
hsa-miR-3145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
