miRNA,SRR25598526,SRR25598527,SRR25598528,SRR25598529,SRR25598530,SRR25598531,SRR25598532,SRR25598533,SRR25598534,SRR25598535,SRR25598536,SRR25598537,SRR25598538,SRR25598539,SRR25598540,SRR25598541,SRR25598542,SRR25598543,SRR25598544,SRR25598545,SRR25598546,SRR25598547,SRR25598548,SRR25598549,SRR25598550,SRR25598551,SRR25598552,SRR25598553,SRR25598554,SRR25598555,SRR25598556,SRR25598557,SRR25598558,SRR25598559,SRR25598560,SRR25598561,SRR25598562,SRR25598563,SRR25598564,SRR25598565,SRR25598566,SRR25598567,SRR25598568,SRR25598569,SRR25598570
hsa-miR-100-5p,6770.0,3075.0,4131.0,1928.0,4296.0,10223.0,10776.0,6110.0,4967.0,11791.0,5262.0,3852.0,3868.0,2889.0,5716.0,6670.0,7057.0,2487.0,2957.0,2480.0,3786.0,3385.0,7508.0,13466.0,8650.0,6403.0,6137.0,9805.0,7366.0,8531.0,9900.0,16726.0,6346.0,5766.0,6344.0,5415.0,9452.0,10017.0,9695.0,4725.0,6825.0,10584.0,11837.0,2323.0,6653.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,1761.0,760.0,991.0,1031.0,1065.0,4050.0,2747.0,2309.0,2282.0,3707.0,2152.0,1327.0,726.0,1175.0,1355.0,1348.0,2320.0,796.0,581.0,1280.0,796.0,1198.0,2768.0,3269.0,2055.0,3029.0,1838.0,3207.0,2912.0,4860.0,5771.0,7588.0,3039.0,3101.0,3072.0,2103.0,3275.0,3475.0,2301.0,1150.0,2803.0,2334.0,4267.0,1258.0,4630.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,8.0,3.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,11.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,3.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,11.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,10.0,0.0,2.0
hsa-miR-10395-3p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,37.0,5.0,9.0,34.0,0.0,14.0,25.0,49.0,48.0,53.0,14.0,57.0,3.0,45.0,57.0,15.0,42.0,16.0,0.0,31.0,30.0,27.0,62.0,81.0,53.0,42.0,48.0,65.0,19.0,48.0,29.0,62.0,18.0,31.0,53.0,15.0,36.0,73.0,63.0,18.0,52.0,19.0,76.0,16.0,26.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,358.0,346.0,165.0,121.0,354.0,819.0,657.0,71.0,49.0,634.0,141.0,18.0,149.0,17.0,212.0,200.0,563.0,6.0,26.0,177.0,290.0,134.0,36.0,542.0,99.0,828.0,356.0,635.0,26.0,1169.0,143.0,1718.0,7.0,499.0,989.0,258.0,949.0,265.0,392.0,5.0,1024.0,302.0,776.0,74.0,1341.0
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,6.0,7.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,2.0,7.0,0.0,5.0,0.0,3.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,10.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,24.0,16.0,33.0,0.0,14.0,21.0,4.0,18.0,0.0,1.0,13.0,20.0,1.0,0.0,0.0,1.0,12.0,4.0,9.0,0.0,7.0,0.0,0.0,12.0,25.0,21.0,14.0,0.0,8.0,32.0,28.0,26.0,10.0,19.0,6.0,0.0,5.0,11.0,0.0,11.0,4.0,11.0,8.0,4.0,2.0
hsa-miR-106b-3p,447.0,277.0,264.0,216.0,210.0,614.0,461.0,581.0,516.0,1188.0,493.0,322.0,321.0,154.0,318.0,298.0,323.0,115.0,145.0,525.0,220.0,196.0,871.0,939.0,473.0,371.0,479.0,654.0,417.0,772.0,665.0,655.0,522.0,600.0,531.0,285.0,537.0,734.0,378.0,404.0,624.0,436.0,1131.0,179.0,620.0
hsa-miR-106b-5p,119.0,107.0,58.0,0.0,76.0,313.0,157.0,156.0,168.0,420.0,207.0,97.0,67.0,79.0,35.0,107.0,119.0,40.0,99.0,31.0,40.0,13.0,145.0,202.0,48.0,347.0,68.0,117.0,191.0,482.0,409.0,649.0,316.0,241.0,268.0,36.0,295.0,127.0,77.0,81.0,354.0,142.0,214.0,54.0,377.0
hsa-miR-107,31.0,6.0,1.0,0.0,0.0,17.0,18.0,16.0,1.0,52.0,8.0,22.0,15.0,17.0,0.0,17.0,20.0,4.0,8.0,0.0,25.0,2.0,16.0,51.0,0.0,37.0,25.0,0.0,24.0,187.0,25.0,31.0,59.0,33.0,90.0,1.0,11.0,2.0,0.0,0.0,12.0,55.0,2.0,9.0,29.0
hsa-miR-10a-3p,228.0,163.0,48.0,44.0,133.0,196.0,108.0,76.0,71.0,223.0,119.0,171.0,68.0,51.0,98.0,124.0,228.0,39.0,82.0,13.0,95.0,75.0,193.0,431.0,51.0,123.0,109.0,157.0,125.0,241.0,194.0,301.0,188.0,145.0,237.0,31.0,110.0,115.0,55.0,52.0,131.0,78.0,132.0,47.0,88.0
hsa-miR-10a-5p,102785.0,46318.0,65150.0,52960.0,116887.0,115134.0,62283.0,84575.0,69087.0,153484.0,49970.0,65293.0,73363.0,42187.0,103843.0,73522.0,105528.0,17760.0,48976.0,88891.0,53922.0,73807.0,265154.0,239240.0,106795.0,71472.0,132863.0,107309.0,74370.0,110522.0,74820.0,95400.0,97647.0,64842.0,101425.0,43782.0,56784.0,200853.0,92089.0,58639.0,77697.0,85907.0,75377.0,34188.0,54163.0
hsa-miR-10b-3p,352.0,129.0,95.0,78.0,178.0,211.0,121.0,101.0,89.0,215.0,105.0,140.0,127.0,9.0,150.0,82.0,248.0,36.0,153.0,12.0,57.0,92.0,111.0,355.0,39.0,103.0,39.0,169.0,213.0,338.0,263.0,226.0,251.0,164.0,232.0,67.0,122.0,162.0,62.0,24.0,243.0,116.0,88.0,39.0,159.0
hsa-miR-10b-5p,174804.0,80511.0,119201.0,89304.0,196864.0,231127.0,114145.0,145422.0,114210.0,260833.0,87313.0,108557.0,151833.0,73340.0,188767.0,127034.0,187157.0,31188.0,91629.0,144163.0,100049.0,125935.0,468171.0,399997.0,192531.0,152486.0,222610.0,178072.0,135310.0,199871.0,135751.0,192826.0,180303.0,122771.0,171957.0,99565.0,112552.0,357189.0,181543.0,106128.0,139325.0,162454.0,146364.0,63019.0,99962.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,2733.0,916.0,1086.0,451.0,1225.0,4764.0,2428.0,3643.0,4715.0,4283.0,2433.0,1392.0,1011.0,745.0,1662.0,2028.0,1724.0,813.0,1157.0,978.0,1350.0,1215.0,2268.0,3103.0,2478.0,2019.0,1671.0,2975.0,1921.0,5080.0,3397.0,4252.0,2247.0,4229.0,2751.0,1016.0,2486.0,2479.0,1442.0,1805.0,3047.0,1947.0,2777.0,469.0,3199.0
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,25.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1200,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,7.0,0.0,1.0,180.0,8.0,0.0,425.0,49.0,24.0,394.0,74.0,499.0,56.0,48099.0,41.0,0.0,17.0,1.0,8.0,14.0,12.0,0.0,313.0,16.0,16.0,269.0,46.0,55.0,19.0,125.0,12.0,19.0,3.0,0.0,35.0,0.0,0.0,206.0,29.0,1.0,25.0,572.0,233.0,0.0,55.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
