miRNA,SRR27046388,SRR27046389,SRR27046390,SRR27046391,SRR27046392,SRR27046393,SRR27046394,SRR27046395,SRR27046396,SRR27046397,SRR27046398,SRR27046399,SRR27046400,SRR27046401,SRR27046402,SRR27046403,SRR27046404,SRR27046405,SRR27046406,SRR27046407,SRR27046408,SRR27046409,SRR27046410,SRR27046411,SRR27046412,SRR27046413,SRR27046414,SRR27046415,SRR27046416,SRR27046417,SRR27046418,SRR27046419,SRR27046420,SRR27046421,SRR27046422,SRR27046423,SRR27046424
hsa-miR-151a-3p,11.04,79.75,0.94,73.39,0.84,0.0,1.91,1.29,0.0,0.0,0.89,0.0,1.29,52.0,0.0,1.99,0.81,0.38,2.04,1.33,0.95,17.0,27.24,67.46,0.63,0.0,0.48,1.09,36.19,0.54,0.58,2.99,0.65,0.0,0.0,0.0,3.16
hsa-miR-151a-5p,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-3p,650.06,346.48,0.0,639.81,0.0,88.48,155.48,86.48,66.26,19.54,154.01,100.3,242.51,207.25,131.96,378.39,68.46,252.36,39.71,242.03,82.44,223.79,613.61,135.29,56.17,220.95,0.48,135.66,262.94,196.27,0.58,176.98,269.09,103.61,270.48,95.69,230.8
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.43,7.08,23.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.74,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.95,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.65,0.0,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,56.5,54.21,42.89,49.78,113.8,0.63,53.42,28.61,17.08,0.0,114.96,45.23,0.0,214.9,112.55,18.92,1.63,81.59,0.0,0.88,122.24,0.0,29.79,0.0,108.26,2.88,0.0,0.0,72.39,41.83,1.17,32.11,1.96,3.76,0.0,2.08,159.66
hsa-miR-15b-3p,0.0,1.18,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.43,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38,5.89,0.0,0.0,0.72,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15b-5p,0.0,0.0,0.0,11.99,0.0,0.63,0.0,1.93,0.42,0.57,0.44,0.0,0.86,0.0,0.78,0.0,0.0,19.35,0.0,0.88,0.0,0.46,13.38,0.0,0.0,0.72,0.0,0.0,0.53,0.0,0.58,18.67,1.31,0.0,0.0,0.69,0.0
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,19.45,0.0,0.0,2.08,66.67,86.55,0.0,0.0,0.0,0.0,0.0,0.0,16.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0
hsa-miR-16-5p,37615.76,38050.01,14033.18,78637.45,23881.07,14130.97,11883.11,57803.43,38048.8,11460.71,150430.73,38029.84,24200.84,53249.87,20594.69,24940.2,16075.52,26511.84,5126.9,17023.4,20826.78,27019.31,93381.86,10038.41,7293.27,39096.66,7809.66,14945.82,92587.37,57280.78,18568.42,42430.98,39276.01,20418.22,28461.37,16717.9,11410.32
hsa-miR-17-3p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,0.0,0.0,1.41,0.73,0.0,0.0,0.0,1.29,0.0,0.0,1.78,0.0,1.29,1.53,0.0,1.0,0.81,0.0,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.72,9.19,0.0,0.53,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-3p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,1.3,4.71,1.89,0.73,3.35,0.0,1.91,0.96,0.42,0.0,1.78,6.88,2.14,3.06,0.78,5.97,0.0,10.63,0.0,3.98,2.84,12.87,1.59,3.0,2.51,0.72,3.87,0.0,1.06,2.68,0.0,2.24,3.27,1.07,2.85,0.69,74.3
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,283.79,465.91,49.02,333.89,0.0,89.11,415.88,73.62,88.34,78.74,198.4,398.26,420.31,592.69,258.48,329.6,481.65,192.78,130.34,496.46,180.04,542.23,428.5,420.11,463.14,164.1,103.56,215.97,279.44,45.05,247.03,296.45,3.27,204.0,318.88,339.77,336.71
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,5.5,0.0,0.0,0.0,2.51,0.0,0.0,5.83,0.0,0.0,13.77,9.85,0.76,0.0,25.89,121.43,0.0,0.0,0.44,29.37,74.44,24.21,8.62,85.98,41.02,33.39,34.73,0.0,0.0,0.0,27.63,0.0,1.07,0.0,0.0,77.46
hsa-miR-182-5p,0.0,66.0,0.0,27.25,167.35,0.0,0.0,0.0,7.5,0.0,2.66,0.0,0.0,58.89,0.78,0.0,0.0,13.28,0.0,23.45,32.22,37.68,13.06,0.0,0.0,20.87,0.0,41.78,20.76,0.0,0.0,16.43,36.58,25.23,0.0,70.73,53.75
hsa-miR-1827,1.3,0.39,0.94,2.18,0.0,0.0,0.0,2.25,0.0,1.15,0.0,0.0,0.0,4.59,0.0,0.0,2.44,0.38,0.0,0.88,0.95,0.46,0.96,0.37,0.31,0.72,1.45,0.0,1.6,2.15,1.75,0.0,1.96,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,0.0,19.98,0.0,23.22,0.0,0.32,15.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,15.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,0.54,101.07,0.0,0.0
hsa-miR-1843,0.0,12.18,49.96,14.53,0.0,40.16,0.0,0.0,0.0,0.0,88.33,0.0,0.0,0.0,0.0,0.0,0.0,8.35,0.0,30.97,0.0,43.65,10.99,0.0,0.0,0.0,0.0,0.0,82.5,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,8.72,0.0,0.0,0.0,26.04,5.42,0.0,0.0,0.0,0.0,76.48,0.0,12.95,0.0,15.94,57.02,24.78,0.0,13.79,25.01,77.58,154.38,53.26,0.0,25.5,0.0,0.0,0.0,0.0,55.52,0.0,0.0,0.0,0.0
hsa-miR-185-5p,3.25,23.18,0.94,15.99,1.67,21.34,0.0,1.93,7.08,0.57,17.75,25.57,3.0,8.41,0.78,19.92,7.33,14.8,2.04,3.98,1.9,0.92,39.82,0.0,0.94,2.88,0.0,1.09,5.85,1.61,1.75,4.48,1.96,0.0,0.0,2.77,1.58
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.01,0.0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.14,62.05,0.0,0.0,0.0,0.0
hsa-miR-186-5p,0.65,37.71,0.0,0.0,0.0,0.0,0.0,0.0,27.92,0.0,27.96,108.17,0.0,44.36,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.46,23.26,0.0,56.48,28.07,0.0,43.41,10.11,0.0,0.0,0.0,39.19,0.54,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,18.53,0.0,0.0,0.0,0.0,38.34,0.0,32.4,0.0,0.0,0.76,0.0,8.96,0.0,0.0,0.0,0.0,0.0,17.92,13.7,0.0,0.0,0.0,0.0,0.0,0.0,29.49,0.0,0.0,28.74,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.42,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,126.35,0.0,0.0,0.0,0.0,28.16,66.13,0.0,52.27,0.76,0.0,0.0,0.0,9.11,0.0,0.0,43.59,16.54,2.87,0.0,0.0,15.11,0.0,11.4,0.0,0.0,0.0,20.91,35.92,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.75,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.16,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,5.84,60.89,0.47,37.79,1.67,0.0,0.0,0.32,24.59,0.0,15.98,0.0,110.11,0.76,27.17,5.97,0.0,12.14,0.0,0.88,0.95,1.38,32.66,0.75,0.0,23.75,0.97,0.0,1.06,0.54,0.0,19.42,1.96,0.0,1.42,0.69,0.0
hsa-miR-192-5p,0.0,36.93,1.89,16.71,1.67,0.63,0.95,2.25,7.5,14.94,12.87,4.92,2.14,0.76,0.78,74.68,0.0,18.22,3.05,0.44,6.63,0.92,7.17,0.75,0.0,0.72,1.45,0.0,2.66,3.75,0.0,1.49,3.92,0.0,0.0,2.08,0.0
hsa-miR-193a-5p,66.24,3.93,1.41,1.45,0.0,0.0,0.0,0.96,0.0,0.0,0.44,0.98,0.86,0.76,0.0,1.99,1.63,10.25,0.0,1.77,0.0,2.3,1.75,0.37,2.2,0.0,0.0,0.54,0.53,0.54,2.34,1.49,1.31,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,0.39,0.47,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0
hsa-miR-194-5p,2748.95,1023.35,757.91,1720.33,1618.29,526.51,419.7,654.84,1139.67,670.71,1156.22,497.58,980.3,1296.28,1076.62,6005.52,663.4,641.34,636.41,249.56,595.08,387.38,1344.45,222.23,50.21,839.91,36.29,274.03,1893.26,1229.64,415.8,1140.26,3884.89,806.34,1007.89,469.43,314.58
hsa-miR-195-5p,58.45,39.68,0.0,177.3,0.0,26.98,0.0,3.54,54.17,0.0,5.77,39.33,71.98,95.6,0.0,160.32,0.0,39.85,0.0,30.53,0.0,78.58,144.32,0.0,0.0,61.18,0.0,23.88,141.05,0.0,0.0,20.16,86.21,1.07,246.28,0.0,36.36
hsa-miR-196a-5p,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.76,23.6,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,5.1,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,72.73,132.78,264.42,207.09,89.53,67.15,174.56,223.1,156.26,103.45,356.41,168.16,197.09,326.55,11.64,127.46,831.28,233.01,63.13,161.5,246.37,27.57,220.46,133.79,3815.29,172.73,47.91,129.15,238.99,77.76,120.89,318.11,82.3,71.94,274.75,246.85,235.54
hsa-miR-197-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.42,0.57,1.78,0.0,0.43,0.0,39.59,0.0,0.0,6.07,0.0,0.44,0.0,0.92,0.16,0.75,0.31,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,1.07,0.0,0.0,0.0
hsa-miR-197-5p,0.0,18.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.92,0.0,0.0,0.0,26.11,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,11.04,95.85,19.8,78.48,7.53,87.23,2.86,9.64,0.42,2.3,24.86,28.52,32.99,254.67,16.3,152.35,28.52,62.24,12.22,25.66,4.74,93.74,152.6,12.37,63.38,14.39,2.42,52.09,62.81,47.73,1.75,39.58,16.33,208.83,1.42,239.92,12.65
hsa-miR-199a-5p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,18.18,89.57,65.04,44.33,16.74,0.0,19.08,0.32,21.67,0.57,0.0,21.63,0.0,1.53,29.5,0.0,4.07,11.38,1.02,1.33,129.82,81.34,15.93,0.75,12.55,22.31,2.42,4.34,0.0,2.68,18.69,30.62,0.0,8.59,51.25,6.93,0.0
hsa-miR-199b-5p,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,41.56,19.64,0.94,37.79,0.0,0.63,112.55,0.32,23.34,1.72,79.45,49.17,0.43,19.12,0.0,40.83,0.0,25.43,1.02,1.33,28.43,16.08,61.65,120.67,0.0,48.94,62.91,53.18,12.24,1.07,44.38,0.0,13.06,0.54,0.0,0.0,0.0
hsa-miR-19b-3p,0.0,56.96,0.0,54.14,0.0,46.44,2.86,0.64,42.09,2.3,116.29,105.22,89.98,83.36,0.78,6.97,33.41,19.35,3.05,34.51,62.54,22.98,98.29,63.71,109.2,28.79,15.0,38.53,74.52,0.54,0.58,73.18,56.82,0.54,0.0,101.93,66.39
hsa-miR-200a-3p,66.24,0.0,75.89,0.0,0.0,0.0,0.0,0.0,38.75,0.0,0.0,26.55,0.0,0.0,0.0,167.29,0.0,0.0,0.0,141.15,0.0,71.23,9.88,0.0,74.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,37.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,12.95,0.0,0.0,0.0,0.0,0.0,0.0,15.02,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,0.65,29.07,96.62,17.8,110.45,0.0,0.0,0.32,32.5,0.0,27.96,63.92,0.0,65.77,45.02,58.75,55.42,55.78,0.0,29.65,141.19,127.75,61.65,88.44,0.0,38.15,25.65,0.0,0.0,238.63,0.58,48.54,39.84,0.0,0.0,0.0,189.7
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,19.25,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,56.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,82.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.32,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.07,0.0,0.0,0.65,0.0,0.0,0.0,0.0
hsa-miR-2053,85.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,4704.32,1322.3,119.72,2056.04,0.0,45.81,2.86,117.66,28.34,0.0,73.23,57.04,46.27,87.95,190.95,118.5,219.23,41.36,92.66,0.0,52.12,3309.46,449.37,0.0,141.2,444.79,0.0,0.0,27.15,0.0,1.17,118.73,32.66,64.42,76.87,8359.64,93.27
hsa-miR-20a-5p,1.3,2.36,0.47,2.54,0.84,0.63,1.91,3.54,2.5,0.0,8.43,10.82,0.86,3.82,0.0,8.96,1.63,3.04,1.02,0.44,0.95,1.84,7.65,0.0,1.88,2.88,1.45,0.54,2.66,1.07,1.17,5.23,1.96,1.07,0.0,0.69,3.16
hsa-miR-20b-5p,0.0,0.79,0.0,2.91,0.0,0.0,0.0,0.64,0.42,0.0,1.78,1.97,0.0,0.0,0.0,1.0,0.81,1.14,0.0,0.0,0.0,0.0,8.76,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.54,0.0,2.08,0.0
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,77.93,121.78,105.11,155.14,246.01,32.63,143.08,119.27,73.34,5.17,130.93,160.29,186.38,195.78,41.92,381.38,78.24,109.67,35.64,160.62,90.97,197.59,182.71,38.98,256.36,249.02,108.88,67.83,152.76,93.84,109.79,215.06,99.28,19.86,54.1,143.53,36.36
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0
hsa-miR-211-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.39,46.19,16.35,239.31,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.86,0.0,0.0,0.0,0.0,49.17,47.79,0.0,0.0,0.0,0.0,0.0,40.98,0.0,0.0,0.0,35.92,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.62,0.0,0.0,19.41,0.0,0.0,0.0,0.0,0.0,0.0,28.49,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,0.0,0.36,0.0,0.63,64.86,0.32,0.42,0.57,0.89,21.63,0.0,94.07,42.69,200.15,0.0,0.38,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.75,1.31,0.54,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,10.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.06,0.0,16.93,0.0,0.0,0.0,0.0,0.0,0.0,5.42,0.0,38.6,0.0,0.0,35.81,27.15,35.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.56,0.0,0.0,14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.64,0.0,0.0,0.0,101.93,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,0.0,0.39,0.47,0.36,0.0,0.0,0.0,0.0,15.42,0.57,0.0,5.9,0.0,0.76,0.78,6.97,0.81,6.83,2.04,111.5,0.95,0.46,17.36,0.0,0.0,0.0,30.97,0.0,1.06,0.0,0.58,34.35,1.96,1.07,1.42,98.46,0.0
hsa-miR-221-3p,90.92,16.89,0.0,1.82,0.0,0.0,0.95,0.0,0.0,0.0,0.0,2.95,2.14,1.53,41.14,11.95,0.81,23.15,0.0,0.88,0.0,0.0,1.75,0.75,1.57,0.72,0.48,0.0,79.84,0.54,1.17,2.24,1.31,0.0,1.42,61.71,0.0
hsa-miR-222-3p,0.0,20.43,0.0,67.21,0.0,65.26,0.0,0.32,55.84,1.15,39.5,77.69,220.65,19.88,8.54,138.41,140.18,75.14,1.02,105.31,40.75,161.75,100.52,0.0,108.57,32.39,114.69,42.33,45.77,92.24,0.0,47.79,15.68,0.0,0.0,114.41,0.0
hsa-miR-223-3p,12201.76,37928.62,5503.83,27347.62,7168.5,1748.96,8141.14,3707.57,3674.87,4366.81,7173.43,7750.92,9782.05,13311.51,6010.28,23588.94,4285.18,7143.11,3020.14,5505.29,15002.03,13556.76,19572.44,2052.58,4524.76,3694.33,3011.98,6477.45,14045.39,6142.28,4246.75,13320.26,7689.43,8164.28,2210.8,5873.8,3520.48
