miRNA,SRR13716319,SRR13716320,SRR13716321,SRR13716322,SRR13716323
hsa-miR-1268a,0.0,0.0,0.0,0.0,17.75
hsa-miR-1268b,0.0,0.0,3.21,0.0,0.0
hsa-miR-127-3p,157.96,97.9,207.12,192.24,1021.22
hsa-miR-127-5p,0.0,0.23,1.28,1.81,10.81
hsa-miR-1270,0.0,0.45,0.0,1.81,0.77
hsa-miR-1271-5p,6.39,1.59,0.0,0.0,1.54
hsa-miR-1273c,0.58,0.0,0.0,1.81,0.0
hsa-miR-1273h-3p,70.27,51.11,54.34,146.9,0.0
hsa-miR-1273h-5p,8.42,4.32,0.48,14.51,66.38
hsa-miR-1275,0.0,0.0,1.92,0.0,6.18
hsa-miR-1276,2.61,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.16,0.0,0.0
hsa-miR-1278,6.68,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,2.03,0.0,0.32,0.0,0.0
hsa-miR-128-3p,946.29,1135.01,305.06,2479.13,392.89
hsa-miR-1284,2.32,0.0,0.16,0.0,0.0
hsa-miR-1285-3p,9.87,5.22,0.16,16.32,0.77
hsa-miR-1285-5p,0.87,0.0,49.21,0.0,2.32
hsa-miR-1287-5p,2.32,0.0,0.0,0.0,0.77
hsa-miR-1288-3p,0.58,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.87,2.04,2.73,0.0,16.98
hsa-miR-1291,0.0,0.45,0.16,0.0,0.77
hsa-miR-1292-5p,6.68,1.36,0.64,0.0,6.95
hsa-miR-1294,17.42,7.04,0.0,18.14,0.0
hsa-miR-1296-5p,6.1,2.95,11.38,16.32,69.47
hsa-miR-1298-5p,3.19,3.86,0.32,0.0,1.54
hsa-miR-1299,11.9,5.0,0.16,10.88,0.0
hsa-miR-1301-3p,91.46,54.74,3.21,204.93,21.61
hsa-miR-1303,1.45,4.32,0.0,0.0,2.32
hsa-miR-1304-3p,0.0,0.0,0.0,25.39,0.0
hsa-miR-1304-5p,15.68,9.99,0.0,21.76,0.0
hsa-miR-1306-3p,12.2,17.04,0.48,30.83,3.86
hsa-miR-1306-5p,2.03,1.59,0.0,0.0,0.0
hsa-miR-1307-3p,685.26,644.16,486.21,1748.27,823.61
hsa-miR-1307-5p,0.0,1.14,0.32,0.0,2.32
hsa-miR-130a-3p,0.87,0.0,0.0,1.81,0.0
hsa-miR-130b-3p,1.74,1.14,0.16,0.0,1.54
hsa-miR-130b-5p,18.29,10.68,59.47,9.07,69.47
hsa-miR-132-3p,0.0,0.0,0.8,3.63,5.4
hsa-miR-132-5p,0.58,2.04,0.8,3.63,1.54
hsa-miR-1323,0.29,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,3.77,2389.03,1.92,3813.91,17.75
hsa-miR-133a-5p,0.0,85.63,0.0,154.15,0.0
hsa-miR-133b,0.0,17.72,0.16,21.76,0.0
hsa-miR-134-5p,20.04,12.72,0.16,10.88,9.26
hsa-miR-1343-3p,3.19,2.5,0.16,7.25,3.09
hsa-miR-135a-2-3p,0.0,0.0,0.16,0.0,0.77
hsa-miR-135a-3p,0.58,0.0,0.0,0.0,0.77
hsa-miR-135a-5p,0.0,0.23,2.73,5.44,12.35
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.77
hsa-miR-135b-5p,0.0,0.0,7.53,1.81,57.12
hsa-miR-136-3p,0.29,1.59,4.81,0.0,20.84
hsa-miR-136-5p,0.0,2.04,0.64,0.0,13.12
hsa-miR-138-5p,0.0,0.23,0.16,1.81,0.77
hsa-miR-139-3p,212.55,218.05,76.31,319.19,290.23
hsa-miR-139-5p,114.4,212.15,1495.5,360.9,1789.25
hsa-miR-140-3p,963.71,255.3,171.53,226.69,154.38
hsa-miR-140-5p,4.36,6.81,4.81,14.51,27.02
hsa-miR-141-3p,0.0,0.23,0.0,1.81,0.0
hsa-miR-142-3p,24.1,11.36,1.44,41.71,6.18
hsa-miR-142-5p,527.01,132.88,2.4,150.53,74.1
hsa-miR-143-3p,1163.77,1330.8,1445.65,2167.2,7495.86
hsa-miR-143-5p,0.0,0.45,4.33,1.81,16.98
hsa-miR-144-3p,8.71,4.54,5.13,0.0,21.61
hsa-miR-144-5p,136.47,17.94,1.6,14.51,2.32
hsa-miR-145-3p,2.32,9.09,4.49,3.63,37.05
hsa-miR-145-5p,2.03,3.86,1.12,16.32,8.49
hsa-miR-1468-5p,11.61,2.27,1.12,9.07,11.58
hsa-miR-146a-3p,0.0,0.23,0.0,0.0,0.0
hsa-miR-146a-5p,707.03,408.85,399.16,792.52,84.91
hsa-miR-146b-3p,5.52,5.45,0.32,5.44,1.54
hsa-miR-146b-5p,2733.77,744.1,288.23,917.66,207.64
hsa-miR-147a,0.0,0.23,0.0,0.0,0.0
hsa-miR-147b-3p,0.0,1.14,0.0,10.88,0.0
hsa-miR-148a-3p,23028.1,9424.62,9555.88,8482.0,28008.94
hsa-miR-148a-5p,6.39,5.22,2.56,1.81,7.72
hsa-miR-148b-3p,404.48,54.74,200.54,92.49,67.93
hsa-miR-148b-5p,3.19,2.5,0.64,5.44,1.54
hsa-miR-149-3p,0.0,0.0,0.16,0.0,0.77
hsa-miR-149-5p,0.0,4.32,0.96,3.63,9.26
hsa-miR-150-3p,67.94,52.01,0.48,52.59,2.32
hsa-miR-150-5p,447.16,232.59,352.83,252.08,10.81
hsa-miR-151a-3p,21598.64,10361.56,32622.73,33552.59,24658.15
hsa-miR-151a-5p,7.84,4.54,0.96,16.32,64.07
hsa-miR-152-3p,83.04,39.52,77.43,103.37,154.38
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.77
hsa-miR-1538,2.03,9.77,0.0,0.0,1.54
hsa-miR-154-5p,0.0,0.0,0.0,1.81,0.0
hsa-miR-155-5p,94.66,68.6,13.47,76.17,78.73
hsa-miR-15a-5p,5.23,1.59,0.0,1.81,0.0
hsa-miR-15b-3p,20.33,8.63,0.0,7.25,0.0
hsa-miR-15b-5p,33.68,2.04,0.8,14.51,7.72
hsa-miR-16-2-3p,1005.53,432.47,56.91,422.56,31.65
hsa-miR-16-5p,247.1,105.62,32.7,52.59,192.2
hsa-miR-17-3p,1.45,0.0,0.16,0.0,2.32
hsa-miR-17-5p,49.65,17.04,2.4,16.32,54.03
hsa-miR-181a-2-3p,219.8,91.31,77.27,183.17,7.72
hsa-miR-181a-3p,17.71,7.5,1.12,30.83,7.72
hsa-miR-181a-5p,274.68,253.71,76.79,386.29,406.02
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.77
hsa-miR-181b-3p,0.29,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,55.17,36.34,26.45,67.1,232.34
hsa-miR-181c-3p,2.03,0.0,0.64,0.0,1.54
hsa-miR-181c-5p,0.0,0.0,0.16,1.81,0.77
hsa-miR-181d-5p,6.39,1.36,5.13,3.63,22.38
hsa-miR-182-5p,2943.41,658.24,309.39,286.54,269.39
hsa-miR-183-5p,1923.36,480.4,138.99,322.81,977.99
hsa-miR-184,14.23,600.1,0.16,107.0,28.56
hsa-miR-1843,107.72,32.03,0.32,59.85,0.0
hsa-miR-185-3p,14.23,6.81,0.16,48.97,3.86
hsa-miR-185-5p,199.77,152.41,122.63,130.58,55.58
hsa-miR-186-5p,315.62,236.68,62.84,250.27,196.83
hsa-miR-188-5p,0.0,0.23,0.16,0.0,1.54
hsa-miR-18a-3p,1.74,1.36,0.16,0.0,0.77
hsa-miR-18a-5p,0.0,0.0,0.0,3.63,0.0
hsa-miR-18b-5p,0.0,1.59,0.0,0.0,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.77
hsa-miR-1908-5p,13.07,33.16,0.64,83.42,37.05
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.77
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,3.09
hsa-miR-191-3p,8.13,8.86,0.16,58.03,0.0
hsa-miR-191-5p,2316.51,1273.11,380.89,2836.4,726.35
hsa-miR-1910-3p,0.29,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.77
hsa-miR-192-3p,0.87,0.0,0.0,0.0,1.54
hsa-miR-192-5p,1174.23,521.51,172.49,197.68,265.53
hsa-miR-193a-5p,24.68,147.87,2.89,38.08,10.81
hsa-miR-193b-3p,0.0,0.91,0.32,0.0,3.09
hsa-miR-193b-5p,15.97,118.34,0.64,54.41,150.52
hsa-miR-194-3p,0.87,0.0,0.0,0.0,0.0
hsa-miR-194-5p,50.81,48.15,0.64,45.34,11.58
hsa-miR-195-3p,7.55,11.81,2.24,10.88,76.42
hsa-miR-195-5p,0.0,3.86,1.76,3.63,8.49
hsa-miR-196a-3p,0.0,0.23,0.0,0.0,0.0
hsa-miR-196a-5p,0.29,11.81,13.63,12.69,87.22
hsa-miR-196b-3p,0.0,0.23,0.0,0.0,0.0
hsa-miR-196b-5p,3.77,4.32,8.66,12.69,26.24
hsa-miR-197-3p,14.81,8.63,379.45,61.66,14.67
hsa-miR-197-5p,5.52,2.5,0.0,18.14,0.77
hsa-miR-1976,6.1,5.91,0.0,3.63,0.0
hsa-miR-199a-3p,84.21,10.9,214.49,262.97,869.92
hsa-miR-199a-5p,760.17,299.82,473.55,1039.17,2240.81
hsa-miR-199b-3p,22.65,48.83,9.94,152.34,467.77
hsa-miR-199b-5p,48.49,22.26,255.69,30.83,1579.29
hsa-miR-19a-3p,0.87,2.5,0.48,0.0,0.77
hsa-miR-19b-3p,7.84,1.14,1.6,1.81,8.49
hsa-miR-200a-3p,7.55,29.53,1.28,68.92,6.95
hsa-miR-200a-5p,0.58,2.95,0.0,1.81,0.0
hsa-miR-200b-3p,8.71,22.26,0.48,45.34,3.86
hsa-miR-200b-5p,1.16,0.0,0.0,5.44,0.77
hsa-miR-200c-3p,15.1,34.98,6.73,83.42,33.96
hsa-miR-200c-5p,0.0,0.0,0.16,0.0,0.0
hsa-miR-202-5p,0.0,0.0,23.57,0.0,131.22
hsa-miR-203a-3p,4.36,0.68,0.0,7.25,3.09
hsa-miR-204-3p,2.32,10.45,0.16,12.69,57.12
hsa-miR-204-5p,1.45,7.27,0.64,1.81,78.73
hsa-miR-205-5p,1.16,1.36,1.6,23.58,4.63
hsa-miR-206,2.61,3790.7,0.32,5694.56,0.0
hsa-miR-208a-3p,0.0,0.0,0.0,1.81,0.0
hsa-miR-208b-3p,0.0,12.27,0.0,18.14,0.0
hsa-miR-20a-3p,0.0,0.0,0.16,0.0,0.77
hsa-miR-20a-5p,41.52,3.41,129.85,18.14,30.1
hsa-miR-20b-3p,0.58,0.91,0.0,0.0,0.0
hsa-miR-20b-5p,6.97,5.22,0.16,0.0,1.54
hsa-miR-21-3p,0.29,0.0,0.0,3.63,0.0
hsa-miR-21-5p,10867.12,1994.72,2464.39,6171.53,6037.75
hsa-miR-210-3p,1.74,2.27,0.48,3.63,5.4
hsa-miR-2110,152.15,115.39,60.28,132.39,37.82
hsa-miR-2115-3p,1.16,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.29,0.0,0.0,1.81,0.0
hsa-miR-212-5p,3.77,0.0,3.05,0.0,16.21
hsa-miR-214-3p,0.0,0.23,0.48,14.51,6.18
hsa-miR-214-5p,0.0,0.0,2.4,1.81,12.35
hsa-miR-215-5p,25.26,49.06,0.0,9.07,0.0
hsa-miR-216b-5p,0.87,0.91,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.77
hsa-miR-218-5p,0.0,2.5,2.73,0.0,13.89
hsa-miR-219a-1-3p,1.45,0.0,0.16,0.0,0.0
hsa-miR-22-3p,201.8,648.93,70.37,1015.59,205.32
hsa-miR-22-5p,9.0,73.37,6.09,123.32,4.63
hsa-miR-221-3p,635.89,219.19,169.76,894.08,107.29
hsa-miR-221-5p,64.46,10.45,0.16,48.97,1.54
hsa-miR-222-3p,4028.2,1093.89,1942.44,3837.48,2074.08
hsa-miR-223-3p,48.49,23.85,1154.53,56.22,56.35
hsa-miR-223-5p,456.74,274.84,0.0,457.02,0.77
hsa-miR-224-3p,0.0,0.0,0.0,0.0,1.54
hsa-miR-224-5p,218.35,183.98,17.47,317.37,115.01
hsa-miR-2276-3p,0.58,0.0,0.0,7.25,0.0
hsa-miR-2355-3p,2.9,0.68,0.32,0.0,0.77
hsa-miR-23a-3p,99.3,55.42,13.47,145.08,0.0
hsa-miR-23a-5p,2.9,2.04,28.37,0.0,0.77
hsa-miR-23b-3p,13.07,14.31,3.53,45.34,10.03
hsa-miR-23b-5p,10.45,22.71,0.32,30.83,55.58
hsa-miR-24-1-5p,0.58,1.14,0.0,3.63,0.0
hsa-miR-24-2-5p,8.42,18.17,0.0,18.14,0.0
hsa-miR-24-3p,400.12,446.1,41.84,585.78,338.86
hsa-miR-25-3p,8921.69,4783.06,1912.78,3928.16,1337.69
hsa-miR-25-5p,47.62,32.25,7.05,19.95,44.77
hsa-miR-2682-5p,0.0,0.0,0.0,0.0,0.77
hsa-miR-26a-2-3p,3.19,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,20690.96,8753.65,2683.37,17462.73,7931.98
hsa-miR-26b-3p,1.74,1.82,108.53,0.0,5.4
hsa-miR-26b-5p,423.64,173.08,178.1,208.56,291.0
hsa-miR-27a-3p,214.87,203.74,68.29,235.76,100.35
hsa-miR-27a-5p,61.27,24.99,0.0,54.41,0.77
hsa-miR-27b-3p,501.75,306.64,228.12,451.58,653.02
hsa-miR-27b-5p,14.81,2.27,0.48,18.14,2.32
hsa-miR-28-3p,200.35,89.04,574.54,237.58,292.55
hsa-miR-28-5p,6.97,19.99,7.53,19.95,60.21
hsa-miR-296-3p,0.0,3.41,0.48,0.0,3.09
hsa-miR-296-5p,0.0,0.0,0.16,0.0,0.0
hsa-miR-29a-3p,27.0,79.5,58.67,139.64,127.36
hsa-miR-29b-1-5p,0.0,0.0,0.16,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.23,0.0,0.0,0.0
hsa-miR-29b-3p,1.45,4.54,0.48,1.81,3.09
hsa-miR-29c-3p,2.32,2.5,0.0,3.63,0.77
hsa-miR-29c-5p,0.29,2.27,0.0,7.25,155.15
hsa-miR-301a-5p,2.61,0.0,0.0,0.0,0.77
hsa-miR-302a-5p,0.0,0.0,0.0,1.81,0.0
hsa-miR-3064-5p,6.68,0.0,0.0,3.63,0.0
hsa-miR-3074-5p,2.9,0.0,0.0,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.16,0.0,0.0
hsa-miR-30a-3p,93.5,63.14,71.34,74.36,243.15
hsa-miR-30a-5p,462.55,372.96,407.02,437.07,2157.44
hsa-miR-30b-3p,5.81,9.54,0.32,12.69,2.32
hsa-miR-30b-5p,55.17,19.31,3.05,63.47,12.35
hsa-miR-30c-1-3p,2.03,3.18,0.64,21.76,3.86
hsa-miR-30c-2-3p,7.55,2.95,10.1,3.63,68.7
hsa-miR-30c-5p,434.96,273.25,441.64,676.46,646.85
hsa-miR-30d-3p,0.87,0.91,0.64,1.81,0.0
hsa-miR-30d-5p,22316.42,9063.47,2345.29,16953.12,4379.73
hsa-miR-30e-3p,544.14,159.9,231.48,411.68,108.07
hsa-miR-30e-5p,168.99,186.25,42.8,310.12,261.67
hsa-miR-31-3p,0.0,0.0,0.32,0.0,0.0
hsa-miR-31-5p,0.29,0.23,3.69,1.81,23.16
hsa-miR-3115,0.58,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,1.74,0.0,0.0,0.0,0.0
hsa-miR-3122,0.0,1.36,0.0,0.0,0.0
hsa-miR-3124-5p,2.32,2.5,0.0,10.88,0.77
hsa-miR-3127-5p,1.74,2.5,0.32,0.0,0.77
hsa-miR-3130-3p,0.0,1.82,0.0,0.0,0.0
hsa-miR-3132,0.0,0.45,0.0,0.0,0.0
hsa-miR-3135a,1.16,0.0,0.0,0.0,0.0
hsa-miR-3138,1.16,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,1.45,0.0,0.0,0.0,0.0
hsa-miR-3141,0.0,0.0,0.0,0.0,0.77
hsa-miR-3143,3.48,1.59,0.0,0.0,0.0
hsa-miR-3149,2.03,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,1.45,0.0,0.0,0.0,0.0
hsa-miR-3151-5p,1.16,1.82,0.0,0.0,0.0
hsa-miR-3154,0.29,0.68,0.0,0.0,0.0
hsa-miR-3155a,0.0,0.0,0.16,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,0.77
hsa-miR-3158-3p,323.75,130.15,0.0,0.0,64.07
hsa-miR-3163,1.45,1.36,0.0,0.0,0.0
hsa-miR-3164,0.29,1.36,0.0,1.81,0.0
hsa-miR-3173-5p,1.74,0.68,0.0,3.63,0.0
hsa-miR-3174,1.16,0.0,0.0,0.0,0.0
hsa-miR-3175,0.0,4.09,0.0,0.0,0.0
hsa-miR-3177-3p,18.0,4.77,0.48,9.07,0.77
hsa-miR-3178,0.0,0.23,0.0,0.0,0.0
hsa-miR-3179,0.0,4.09,0.0,0.0,0.0
hsa-miR-3187-3p,0.29,3.41,0.32,0.0,3.86
hsa-miR-3187-5p,0.0,0.0,0.0,0.0,0.77
hsa-miR-3190-3p,1.16,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,0.29,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.87,0.0,0.0,0.0,0.0
hsa-miR-3194-3p,0.58,0.0,0.0,0.0,0.0
hsa-miR-3198,1.74,1.59,0.0,0.0,1.54
hsa-miR-3199,0.0,2.27,0.0,0.0,0.0
hsa-miR-32-3p,0.58,0.0,0.0,0.0,0.0
hsa-miR-32-5p,0.0,0.0,2.08,0.0,15.44
hsa-miR-320a-3p,2166.11,1386.9,893.87,1461.73,1897.31
hsa-miR-320b,155.05,366.6,106.76,451.58,266.3
hsa-miR-320c,85.37,43.84,4.33,117.88,32.42
hsa-miR-320d,5.81,34.07,0.48,1.81,3.09
hsa-miR-320e,0.0,0.23,0.0,0.0,0.0
hsa-miR-323a-3p,44.14,15.67,2.73,39.9,13.12
hsa-miR-323a-5p,0.58,1.14,0.48,0.0,0.0
hsa-miR-323b-3p,46.46,19.31,32.7,72.54,0.0
hsa-miR-324-3p,0.0,0.23,0.0,0.0,0.0
hsa-miR-324-5p,10.45,0.0,0.0,9.07,0.77
hsa-miR-326,4.07,1.82,0.32,0.0,0.77
hsa-miR-328-3p,93.5,122.88,493.42,467.9,576.6
hsa-miR-328-5p,0.0,0.0,0.0,0.0,0.77
hsa-miR-329-3p,2.03,0.0,0.0,0.0,0.0
hsa-miR-329-5p,1.45,0.0,0.0,0.0,0.0
hsa-miR-330-3p,20.04,6.81,2.4,25.39,9.26
hsa-miR-330-5p,4.94,5.91,0.48,29.02,6.95
hsa-miR-331-3p,0.58,1.59,0.16,0.0,0.77
hsa-miR-331-5p,2.03,0.45,0.32,7.25,0.0
hsa-miR-335-3p,60.11,24.53,28.21,116.07,4.63
hsa-miR-335-5p,1.16,0.23,0.0,1.81,0.0
hsa-miR-337-3p,0.0,1.36,0.16,0.0,0.77
hsa-miR-338-5p,0.29,0.0,0.0,0.0,0.0
hsa-miR-339-3p,31.07,27.94,0.96,32.64,13.12
hsa-miR-339-5p,18.29,17.72,26.45,18.14,15.44
hsa-miR-33a-3p,0.0,0.0,0.16,0.0,0.77
hsa-miR-33b-5p,0.0,0.23,0.0,0.0,0.0
hsa-miR-340-3p,40.65,9.54,48.73,58.03,67.93
hsa-miR-340-5p,48.78,11.36,11.7,21.76,67.93
hsa-miR-342-3p,22.65,15.67,84.96,77.98,7.72
hsa-miR-342-5p,312.72,509.47,90.89,990.2,263.22
hsa-miR-345-5p,6.1,5.68,1.28,0.0,1.54
hsa-miR-346,0.0,0.0,0.16,0.0,0.77
hsa-miR-34a-3p,0.0,0.0,0.0,0.0,0.77
hsa-miR-34a-5p,0.0,0.0,0.32,1.81,0.77
hsa-miR-34b-3p,0.0,0.23,0.16,5.44,0.0
hsa-miR-34c-5p,0.0,3.86,4.65,21.76,34.74
hsa-miR-3605-3p,9.87,10.9,0.8,34.46,1.54
hsa-miR-3605-5p,6.68,6.59,0.0,1.81,0.0
hsa-miR-361-3p,226.77,159.22,112.37,386.29,261.67
hsa-miR-361-5p,9.87,4.09,2.24,5.44,10.81
hsa-miR-3613-3p,0.0,0.0,0.0,1.81,0.0
hsa-miR-3613-5p,1.45,5.22,2.08,5.44,17.75
hsa-miR-3614-5p,3.19,5.22,0.0,0.0,0.0
hsa-miR-3615,229.68,184.66,103.08,172.29,157.47
hsa-miR-3619-3p,0.0,0.0,0.0,0.0,2.32
hsa-miR-362-5p,0.29,6.13,0.48,7.25,0.0
hsa-miR-3620-5p,1.74,0.0,0.16,0.0,0.0
hsa-miR-363-3p,1060.99,432.24,7.21,270.22,165.19
hsa-miR-363-5p,16.55,12.04,0.0,9.07,0.0
hsa-miR-3648,0.0,0.0,0.32,0.0,0.77
hsa-miR-365a-3p,0.0,0.23,0.0,0.0,0.77
hsa-miR-365a-5p,0.58,19.08,42.96,14.51,85.68
hsa-miR-365b-3p,0.0,1.14,0.0,0.0,0.0
hsa-miR-365b-5p,2.9,5.68,0.16,0.0,1.54
hsa-miR-3675-5p,0.58,0.0,0.0,0.0,0.0
hsa-miR-3678-5p,3.48,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,6.68,1.82,0.0,14.51,0.0
hsa-miR-3680-3p,0.0,1.82,0.0,0.0,0.0
hsa-miR-3682-3p,1.16,1.36,0.0,0.0,0.0
hsa-miR-3683,0.29,0.0,0.0,0.0,0.0
hsa-miR-3685,0.0,1.14,0.0,0.0,0.0
hsa-miR-3688-3p,1.45,0.0,0.0,0.0,0.0
hsa-miR-369-3p,6.97,0.91,0.0,0.0,0.0
hsa-miR-369-5p,1.74,0.68,0.0,7.25,0.0
hsa-miR-3690,9.0,0.45,0.0,0.0,0.0
hsa-miR-3691-5p,4.94,0.68,0.0,0.0,0.0
hsa-miR-370-3p,63.88,42.47,4.49,101.56,84.14
hsa-miR-370-5p,0.58,0.0,0.0,0.0,0.0
hsa-miR-371b-5p,2.03,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,11.03,0.0,0.0,0.0,0.0
hsa-miR-374a-5p,20.33,5.22,2.89,19.95,22.38
hsa-miR-374b-5p,29.33,8.4,1.12,0.0,1.54
hsa-miR-375-3p,62.72,247.35,1312.43,112.44,8034.64
hsa-miR-377-3p,0.0,0.0,0.32,0.0,0.77
hsa-miR-377-5p,0.0,0.0,7.21,0.0,0.77
hsa-miR-378a-3p,138.21,947.16,113.34,1336.59,321.88
hsa-miR-378a-5p,1.45,21.35,1.76,47.15,2.32
hsa-miR-378b,0.0,0.0,0.0,1.81,0.0
hsa-miR-378c,5.23,24.76,0.96,83.42,10.03
hsa-miR-378d,0.58,34.52,0.32,5.44,0.77
hsa-miR-378e,0.29,0.45,0.0,1.81,0.0
hsa-miR-378f,0.29,0.0,0.0,1.81,0.0
hsa-miR-379-3p,0.58,0.23,2.08,3.63,10.81
hsa-miR-379-5p,42.68,27.94,94.74,72.54,555.76
hsa-miR-381-3p,17.13,67.91,90.57,77.98,209.96
hsa-miR-382-3p,16.55,9.54,1.44,0.0,3.09
hsa-miR-382-5p,97.85,34.75,2.89,110.63,15.44
hsa-miR-383-5p,0.0,0.23,0.16,0.0,0.0
hsa-miR-3909,1.16,0.0,0.16,3.63,2.32
hsa-miR-3912-3p,0.58,0.0,0.0,0.0,0.0
hsa-miR-3913-5p,12.49,0.0,0.0,0.0,0.0
