miRNA,SRR21159022,SRR21159023,SRR21159024,SRR21159025,SRR21159026,SRR21159027
hsa-let-7a-2-3p,0.0,1.0,0.0,11.0,0.0,0.0
hsa-let-7a-3p,172.0,265.0,41.0,182.0,253.0,222.0
hsa-let-7a-5p,81126.0,293667.0,16615.0,152231.0,164609.0,98269.0
hsa-let-7b-3p,30.0,78.0,3.0,77.0,13.0,17.0
hsa-let-7b-5p,168820.0,329940.0,32101.0,254133.0,379042.0,176236.0
hsa-let-7c-3p,9.0,4.0,1.0,0.0,0.0,2.0
hsa-let-7c-5p,8173.0,9519.0,599.0,7509.0,8970.0,8033.0
hsa-let-7d-3p,510.0,629.0,139.0,925.0,367.0,118.0
hsa-let-7d-5p,1655.0,4888.0,203.0,2485.0,2257.0,1003.0
hsa-let-7e-3p,20.0,29.0,1.0,26.0,33.0,16.0
hsa-let-7e-5p,7239.0,15898.0,550.0,12613.0,11784.0,5235.0
hsa-let-7f-1-3p,12.0,23.0,3.0,7.0,3.0,15.0
hsa-let-7f-2-3p,1.0,4.0,0.0,2.0,6.0,0.0
hsa-let-7f-5p,46670.0,125383.0,9296.0,54375.0,87119.0,55049.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,11.0
hsa-let-7g-5p,12225.0,13635.0,2414.0,9554.0,10301.0,7454.0
hsa-let-7i-3p,0.0,5.0,2.0,3.0,0.0,0.0
hsa-let-7i-5p,101232.0,131056.0,21523.0,51312.0,139907.0,58937.0
hsa-miR-1-3p,78.0,88.0,15.0,39.0,77.0,78.0
hsa-miR-100-5p,73746.0,84387.0,31204.0,44355.0,62738.0,38273.0
hsa-miR-101-3p,3588.0,1499.0,205.0,884.0,2713.0,1536.0
hsa-miR-10394-3p,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,2.0,8.0,3.0,0.0,0.0,0.0
hsa-miR-10395-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-10399-3p,4.0,28.0,3.0,6.0,0.0,0.0
hsa-miR-103a-3p,581.0,64.0,98.0,25.0,45.0,104.0
hsa-miR-10401-3p,4.0,11.0,6.0,2.0,3.0,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-105-5p,17.0,7.0,0.0,4.0,0.0,9.0
hsa-miR-10526-3p,3.0,9.0,8.0,7.0,3.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-106a-5p,0.0,1.0,0.0,3.0,0.0,0.0
hsa-miR-106b-3p,716.0,998.0,134.0,483.0,1673.0,818.0
hsa-miR-106b-5p,62.0,44.0,8.0,1.0,88.0,26.0
hsa-miR-107,54.0,77.0,2.0,0.0,6.0,6.0
hsa-miR-10a-3p,365.0,395.0,10.0,322.0,382.0,229.0
hsa-miR-10a-5p,94178.0,125602.0,3928.0,95764.0,134261.0,15840.0
