miRNA,SRR29398645,SRR29398646,SRR29398647,SRR29398648,SRR29398649,SRR29398650,SRR29398651,SRR29398652,SRR29398653,SRR29398654,SRR29398655,SRR29398656,SRR29398657,SRR29398658,SRR29398659,SRR29398660,SRR29398661,SRR29398662,SRR29398663,SRR29398664,SRR29398665,SRR29398666,SRR29398667,SRR29398668,SRR29398669,SRR29398670,SRR29398671,SRR29398672,SRR29398673,SRR29398674,SRR29398675,SRR29398676,SRR29398677,SRR29398678,SRR29398679,SRR29398680,SRR29398681,SRR29398682,SRR29398683,SRR29398684,SRR29398685,SRR29398686,SRR29398687,SRR29398688,SRR29398689,SRR29398690,SRR29398691,SRR29398692,SRR29398693,SRR29398694,SRR29398695,SRR29398696,SRR29398697,SRR29398698,SRR29398699,SRR29398700,SRR29398701,SRR29398702,SRR29398703,SRR29398704,SRR29398705,SRR29398706,SRR29398707,SRR29398708,SRR29398709,SRR29398710,SRR29398711,SRR29398712,SRR29398713,SRR29398714,SRR29398715,SRR29398716,SRR29398717,SRR29398718,SRR29398719,SRR29398720,SRR29398721,SRR29398722,SRR29398723,SRR29398724,SRR29398725,SRR29398726,SRR29398727,SRR29398728,SRR29398729,SRR29398730,SRR29398731,SRR29398732,SRR29398733,SRR29398734,SRR29398735,SRR29398736,SRR29398737,SRR29398738,SRR29398739,SRR29398740,SRR29398741,SRR29398742,SRR29398743
hsa-miR-29c-5p,157.48,106.77,131.47,145.77,188.49,196.91,185.3,184.48,74.49,81.49,149.3,130.91,97.19,95.94,92.17,139.49,0.0,0.0,0.0,160.77,96.41,210.04,60.99,108.85,96.01,142.25,159.4,77.72,100.57,150.89,71.52,62.26,18.69,140.41,104.15,0.0,0.0,0.0,205.95,169.08,327.08,114.64,196.8,144.46,159.17,131.25,149.92,177.59,78.21,122.17,120.61,144.76,199.76,137.04,165.29,94.42,388.86,170.91,120.55,127.23,40.6,176.28,86.32,0.0,87.23,147.17,35.77,130.36,134.7,100.85,148.12,138.31,58.79,203.63,136.86,130.35,96.87,114.98,90.76,98.48,0.0,127.82,44.18,0.0,87.4,100.92,74.39,0.0,73.07,116.72,0.0,50.51,61.65,194.11,33.66,41.75,0.0,0.0,0.0
hsa-miR-301a-3p,236.54,70.16,300.89,187.09,154.57,235.77,124.66,86.33,62.19,107.5,121.17,144.0,172.13,113.02,67.32,145.0,0.0,0.0,0.0,255.37,312.67,399.07,99.98,320.77,250.06,272.4,132.23,104.52,170.07,267.11,169.83,95.7,33.64,143.27,249.86,0.0,0.0,28.85,120.88,162.91,100.09,1.01,195.73,317.82,120.71,72.91,79.59,82.88,204.17,75.63,72.75,173.71,193.3,228.25,204.06,161.11,118.91,160.81,117.11,26.99,30.45,151.1,0.0,80.77,0.0,19.62,26.83,215.68,175.96,80.68,116.32,135.21,94.07,87.64,186.7,259.2,201.67,223.68,132.36,253.05,288.1,242.24,44.18,126.77,143.54,135.32,37.2,0.0,228.35,160.19,0.0,41.33,107.88,168.47,8.41,82.14,0.0,0.0,0.0
hsa-miR-301a-5p,3.14,0.0,5.23,1.56,1.67,3.53,4.21,0.0,0.0,3.47,2.05,1.14,0.0,2.19,0.0,6.42,0.0,0.0,0.0,4.92,2.7,0.0,0.0,3.71,2.2,3.25,3.61,0.24,3.11,6.8,2.84,1.73,0.0,2.87,1.43,0.0,0.0,0.0,8.95,4.27,8.04,0.0,0.0,2.36,1.33,0.0,0.0,0.0,4.09,0.0,0.0,0.0,3.08,0.0,2.72,2.9,4.66,4.11,1.72,1.93,0.0,0.0,26.27,0.0,0.0,0.0,0.0,2.96,0.0,0.0,2.33,2.06,0.0,0.0,1.69,5.97,4.76,2.09,0.0,4.84,0.0,3.91,0.0,0.0,1.6,0.0,0.0,0.0,22.84,17.71,0.0,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-3p,24.47,3.05,18.31,24.17,10.01,11.48,10.95,5.91,11.62,3.47,8.18,13.09,7.03,3.07,4.14,2.75,0.0,0.0,0.0,7.11,24.78,63.01,5.66,7.53,12.25,10.37,6.25,4.83,7.03,13.82,4.73,2.31,0.0,5.73,5.26,0.0,0.0,0.0,4.48,11.62,8.94,0.0,21.39,12.38,11.94,7.29,0.0,11.84,10.91,9.7,3.83,0.0,12.93,6.27,14.62,7.03,3.19,13.46,6.89,7.71,0.0,18.89,0.0,0.0,0.0,3.27,0.0,14.81,15.78,0.0,9.31,7.23,0.0,12.89,8.45,17.91,9.53,7.67,0.0,8.48,0.0,21.21,0.0,0.0,8.02,0.0,11.45,0.0,9.9,20.12,0.0,0.0,0.0,27.47,0.0,8.08,0.0,0.0,0.0
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.0,0.39,0.56,1.77,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.3,0.0,0.0,0.16,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.62,0.0,0.34,0.47,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.59,0.0,0.0,0.4,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,3.14,0.0,0.0,8.19,0.0,3.53,0.0,0.0,3.42,1.73,5.62,2.85,1.17,0.0,0.0,2.75,0.0,0.0,0.0,2.19,2.7,0.0,0.0,0.76,0.0,0.24,4.57,0.72,1.64,0.68,0.0,1.15,0.0,8.6,1.43,0.0,0.0,0.0,0.0,0.0,4.47,0.0,1.07,0.59,5.31,7.29,0.0,11.84,1.82,1.94,0.0,0.0,2.77,0.0,4.08,1.22,0.74,0.37,5.17,0.0,0.0,0.0,0.0,0.0,23.49,0.0,0.0,0.59,1.21,0.0,6.98,0.0,0.0,2.58,1.69,0.25,4.76,1.16,0.0,4.44,288.1,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.63,0.0,0.65,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3085-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,10.04,3.05,3.92,12.86,28.91,13.25,4.21,10.64,9.57,8.67,14.32,3.42,5.85,21.9,35.21,12.85,0.0,0.0,0.0,10.39,13.07,0.0,3.77,12.88,11.76,6.44,8.17,0.48,24.2,13.37,27.73,2.31,0.0,8.6,15.29,0.0,0.0,0.0,24.62,4.03,18.77,15.08,3.21,4.72,9.29,0.0,3.7,0.0,10.91,7.76,19.14,14.48,23.39,25.09,34.01,27.54,9.07,17.95,1.72,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,8.49,25.21,6.98,21.68,11.76,10.31,16.9,12.19,33.35,4.41,0.0,17.76,0.0,28.47,8.84,0.0,8.82,0.0,0.0,0.0,0.0,12.07,0.0,13.78,0.0,32.96,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-5p,324.38,54.91,132.13,169.94,622.75,356.74,158.35,73.32,71.07,156.05,624.28,266.95,346.61,412.22,187.45,130.31,0.0,0.0,0.0,178.27,392.41,84.01,45.27,261.16,231.69,91.47,701.3,308.72,351.59,336.89,305.31,334.37,295.33,240.7,337.28,0.0,0.0,44.07,239.53,242.12,401.7,13.07,167.92,54.84,271.92,94.79,203.6,71.04,380.15,46.54,81.36,130.28,731.34,319.45,690.74,430.79,74.29,581.55,134.33,82.89,64.29,100.73,198.91,99.62,40.26,58.87,17.89,186.05,271.82,75.63,138.04,53.67,270.44,100.53,405.51,348.75,568.49,132.4,204.21,283.72,288.1,631.83,48.6,0.0,357.64,61.93,42.92,0.0,31.97,20.93,7.23,27.55,77.06,547.54,25.24,68.68,0.0,0.0,0.0
hsa-miR-30b-3p,0.0,0.0,3.27,3.9,2.78,0.88,8.42,5.91,0.68,1.73,7.67,0.0,1.17,1.31,0.0,0.0,0.0,0.0,0.0,1.64,3.15,0.0,0.0,0.87,0.24,0.51,0.96,1.45,0.98,1.36,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19,3.56,1.79,3.02,3.21,2.95,3.98,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.92,0.97,1.7,1.03,1.23,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.21,10.08,2.33,1.03,0.0,5.16,6.76,2.49,4.76,0.0,0.0,1.61,0.0,2.79,0.0,0.0,0.0,0.0,18.6,0.0,0.0,26.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,505.71,70.16,491.89,530.09,829.59,463.59,411.88,215.23,73.8,72.82,191.73,311.92,288.06,290.0,152.24,153.26,0.0,0.0,0.0,355.44,712.29,210.04,46.53,661.63,484.93,638.61,312.78,280.24,1267.83,836.22,468.52,224.26,500.94,177.66,818.36,0.0,0.0,0.0,163.42,189.24,138.52,23.13,406.43,580.21,240.09,94.79,129.56,71.04,553.85,110.53,102.42,521.12,695.64,749.4,978.47,1086.48,543.57,322.38,370.26,138.79,23.69,195.17,43.16,212.7,0.0,55.6,0.0,355.52,325.22,100.85,210.16,282.82,305.71,293.85,1013.77,607.2,732.05,697.76,385.73,740.99,288.1,1250.25,30.93,0.0,404.15,0.0,50.07,0.0,127.88,73.25,0.0,50.51,0.0,395.54,42.07,199.3,0.0,0.0,0.0
hsa-miR-30c-1-3p,5.02,9.15,3.27,2.73,2.78,0.88,0.84,4.73,2.73,0.0,1.02,0.57,0.0,1.31,1.04,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,2.18,1.47,0.24,0.0,3.38,1.47,0.23,0.32,4.04,0.0,5.73,0.48,0.0,0.0,0.0,0.0,1.19,6.26,7.04,11.77,0.0,1.33,0.0,0.0,0.0,0.0,1.94,2.87,0.0,1.23,0.0,0.34,1.59,3.19,0.0,0.0,5.78,0.0,0.0,0.0,0.0,0.0,3.27,0.0,1.78,2.43,0.0,1.55,2.06,0.0,0.0,0.84,1.74,0.0,0.23,0.0,1.61,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.63,0.0,0.0,0.0,0.56,1.77,2.53,0.0,0.0,0.0,0.0,1.14,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.98,0.98,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.47,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.48,2.04,0.37,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,563.43,36.61,527.86,456.42,884.08,556.31,352.92,186.85,59.45,67.62,189.69,264.67,262.3,355.27,127.38,156.93,0.0,0.0,0.0,389.89,683.91,147.02,51.56,706.18,423.95,709.62,446.46,318.86,1189.34,886.97,555.48,402.97,186.92,206.31,1036.69,0.0,0.0,24.84,116.41,166.71,111.71,12.07,346.53,672.2,269.27,94.79,96.25,59.2,576.58,58.17,126.35,463.22,932.03,812.62,1337.61,1317.66,932.43,493.29,535.59,165.78,84.59,251.83,91.95,70.0,23.49,58.87,32.79,292.71,290.03,55.47,170.61,198.18,364.5,221.67,884.51,542.53,630.42,602.06,294.97,740.99,288.1,1297.14,61.85,0.0,453.86,50.46,35.77,0.0,57.09,45.08,0.0,179.08,38.53,814.9,33.66,278.75,0.0,0.0,0.0
hsa-miR-30d-3p,0.63,0.0,0.65,3.51,2.78,0.0,0.0,0.0,1.37,0.0,2.05,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,2.18,1.22,0.41,0.0,0.97,2.45,0.45,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,11.76,0.0,0.0,2.24,0.0,0.23,0.0,1.61,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,1781.9,265.4,1552.84,1580.12,2404.8,1555.01,1192.67,635.04,563.77,594.73,1949.02,1395.08,937.95,1326.91,776.72,591.0,0.0,0.0,724.77,1098.03,1889.54,1617.27,284.85,1772.21,1446.48,2319.67,3094.19,1294.5,3009.08,2729.1,2203.0,1650.52,2037.39,1644.77,2063.82,0.0,0.0,101.76,1011.83,1197.55,1697.49,224.25,1354.05,885.06,976.26,284.37,1817.6,461.74,1441.46,603.07,544.66,2301.61,3226.7,2275.71,2959.2,3181.5,1578.73,2870.71,1112.52,886.73,294.38,1013.6,608.0,234.24,328.8,395.73,140.11,1236.02,978.08,468.93,754.56,716.33,1234.61,788.75,2613.83,1987.28,1805.52,1205.28,956.76,1082.82,576.2,2381.07,141.37,331.56,1979.04,238.53,180.26,0.0,523.69,399.26,21.68,312.23,0.0,2673.59,302.94,394.56,0.0,0.0,0.0
hsa-miR-30e-3p,16.31,3.05,17.66,9.74,18.35,15.89,4.21,4.73,3.42,0.0,11.25,13.09,4.68,3.94,17.61,13.77,0.0,37.92,0.0,6.02,14.87,0.0,1.89,12.12,21.06,10.91,11.54,1.69,46.61,18.12,23.63,1.15,33.64,20.06,28.19,0.0,0.0,14.42,0.0,9.72,10.28,4.02,10.7,15.33,17.24,7.29,0.0,0.0,14.1,5.82,5.74,0.0,20.32,20.27,22.79,47.77,17.16,4.86,0.0,23.13,0.0,6.3,0.0,0.0,0.0,0.0,0.0,4.15,2.43,35.3,7.75,2.06,35.27,2.58,21.12,9.7,27.0,10.92,22.69,12.11,0.0,53.58,13.25,0.0,8.02,0.0,0.0,0.0,6.85,0.0,0.0,0.0,0.0,5.49,0.0,24.24,0.0,0.0,0.0
hsa-miR-30e-5p,1332.03,91.52,1000.12,1038.73,1584.67,1193.85,726.05,244.79,491.33,521.91,1435.69,1106.5,831.39,911.18,442.21,489.13,0.0,0.0,1351.11,946.56,1228.15,1575.27,462.8,971.38,1011.26,1032.29,686.16,455.96,421.41,893.08,546.34,687.19,1188.79,747.88,1235.9,0.0,0.0,262.82,756.64,818.13,1004.91,45.25,439.59,425.14,740.15,437.49,547.87,295.98,1025.85,285.05,179.96,752.73,1310.32,1168.74,1393.73,1272.79,359.68,537.04,322.04,133.01,131.96,270.71,277.73,75.39,177.82,81.76,11.92,658.3,1022.98,327.75,652.97,649.24,940.66,533.56,1148.94,1495.0,1135.39,1088.45,563.47,1155.07,288.1,1671.66,61.85,0.0,704.05,73.4,104.44,0.0,184.96,82.11,0.0,146.93,7.71,591.49,92.56,332.62,0.0,0.0,0.0
hsa-miR-31-3p,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.11,0.0,0.41,6.73,1.21,5.56,1.81,0.63,5.19,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.24,0.89,0.0,0.0,0.0,1.33,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.62,0.0,1.36,1.03,0.74,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,2.53,1.24,0.0,0.7,0.0,0.0,0.0,2.23,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,26.98,0.0,7.85,7.8,12.79,18.54,23.58,9.46,1.37,26.01,15.85,6.83,17.56,11.39,25.89,18.35,0.0,0.0,438.44,4.37,16.67,0.0,6.92,3.71,6.86,3.73,89.68,26.07,40.55,8.84,9.45,36.9,48.6,2.87,16.24,0.0,0.0,44.07,15.67,15.89,288.2,34.19,58.83,2.36,17.24,14.58,3.7,23.68,28.19,21.33,29.67,0.0,16.01,7.24,5.44,12.93,3.19,84.15,29.28,44.34,20.3,0.0,0.0,0.0,46.97,16.35,35.77,11.26,20.63,30.25,21.71,8.26,35.27,33.51,5.91,7.71,14.29,1.86,11.34,6.46,0.0,17.3,17.67,0.0,9.62,98.62,91.56,0.0,14.46,14.49,7.23,0.0,0.0,5.49,8.41,12.12,0.0,0.0,0.0
hsa-miR-3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.96,0.0,0.16,0.0,0.0,0.58,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,0.0,0.0,0.0
hsa-miR-3117-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.23,0.32,0.58,0.0,0.0,0.48,0.0,0.0,28.85,0.0,1.66,0.45,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.68,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,0.0,0.0,0.0
