miRNA,SRR25779112,SRR25779113,SRR25779114,SRR25779115,SRR25779116,SRR25779117,SRR25779118,SRR25779119,SRR25779120,SRR25779121
hsa-let-7a-3p,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-5p,1077.07,1495.95,1567.13,1385.58,598.09,666.66,797.58,824.33,1729.93,1767.87
hsa-let-7b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
hsa-let-7b-5p,1104.41,1829.1,1744.43,1914.22,1001.82,631.97,1087.47,1134.36,1494.23,1648.04
hsa-let-7c-5p,18.22,54.15,26.59,76.31,42.54,23.69,19.94,41.58,33.92,33.98
hsa-let-7d-3p,4.56,0.0,0.0,4.77,0.0,0.85,0.0,0.0,6.96,1.79
hsa-let-7d-5p,47.38,30.29,78.8,54.06,18.35,27.07,29.14,18.08,53.92,51.86
hsa-let-7e-5p,28.25,54.15,50.23,39.75,28.36,22.0,23.01,65.08,53.05,45.61
hsa-let-7f-1-3p,0.0,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,1098.94,1336.26,1145.55,1043.76,549.71,542.29,642.66,739.37,1361.16,1404.82
hsa-let-7g-5p,124.84,191.81,185.18,174.89,83.42,45.68,136.51,94.0,192.21,194.05
hsa-let-7i-3p,0.0,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,254.23,213.84,281.71,195.56,145.14,100.68,113.5,96.71,254.84,214.61
hsa-miR-1-3p,68.34,55.07,65.01,198.74,59.22,60.91,73.62,64.17,79.15,59.02
hsa-miR-100-5p,373.6,488.25,308.3,462.66,625.62,277.49,282.22,450.13,280.93,427.44
hsa-miR-101-3p,184.98,78.93,97.51,90.62,125.12,49.91,26.07,40.67,100.02,76.9
hsa-miR-10395-3p,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.87,0.0
hsa-miR-10399-3p,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,26.43,0.0,0.0,27.03,10.01,8.46,9.2,15.37,35.66,14.31
hsa-miR-106a-3p,0.0,0.0,0.0,1.59,0.0,0.85,0.0,0.0,0.0,0.89
hsa-miR-106a-5p,4.56,0.0,5.91,15.1,0.83,2.54,1.53,0.0,0.0,1.79
hsa-miR-106b-3p,75.63,100.04,53.19,67.57,34.2,33.84,18.41,45.19,66.1,84.06
hsa-miR-106b-5p,0.0,0.0,0.0,3.97,0.0,3.38,1.53,0.0,0.0,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,1.74,0.0
hsa-miR-10a-5p,3034.39,8244.26,3403.16,3264.83,3281.56,2758.84,2843.68,6217.72,3230.24,3082.37
hsa-miR-10b-3p,2.73,6.42,0.0,0.0,0.0,1.69,3.07,3.62,0.0,0.0
hsa-miR-10b-5p,6714.83,16675.75,7519.45,6372.26,6383.78,5493.99,5822.33,12886.47,7371.12,6838.08
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68
hsa-miR-11401,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.91,0.0,0.0,0.0,0.83,4.23,0.0,0.0,0.87,8.94
hsa-miR-122-5p,88.39,321.22,187.15,568.38,14.18,107.44,101.23,273.87,6.96,1082.9
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
hsa-miR-1234-3p,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,1.82,0.0,0.0,3.97,5.84,1.69,0.0,0.0,0.87,0.0
hsa-miR-1246,0.91,0.0,0.98,5.56,0.83,0.0,3.07,0.0,1.74,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0
hsa-miR-1248,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,6.09,0.0
hsa-miR-125a-3p,0.0,1.84,0.0,0.0,5.84,0.0,0.0,0.0,2.61,0.0
hsa-miR-125a-5p,405.5,1826.35,1145.55,841.84,1070.22,635.35,700.95,1095.49,747.11,578.56
hsa-miR-125b-1-3p,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,54.67,135.83,59.1,65.19,115.95,52.45,70.56,76.83,52.18,83.16
hsa-miR-126-3p,182.25,412.99,206.85,194.76,131.8,134.52,147.25,314.55,200.91,211.93
hsa-miR-126-5p,29.16,83.52,61.07,51.67,40.87,25.38,38.35,74.12,40.01,50.97
hsa-miR-1262,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,33.72,73.42,37.43,121.63,39.21,34.69,15.34,17.17,26.09,59.02
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0
hsa-miR-1271-5p,0.0,10.1,8.86,8.74,0.0,0.85,1.53,3.62,1.74,8.94
hsa-miR-1273h-3p,0.0,4.59,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.0,3.18,2.5,0.0,0.0,3.62,0.87,0.0
hsa-miR-1275,0.0,8.26,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65,0.0,0.0
hsa-miR-128-1-5p,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,7.29,8.26,10.83,2.38,2.5,0.0,0.0,2.71,9.57,12.52
hsa-miR-1283,0.0,0.0,0.0,0.79,1.67,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,0.92,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
