miRNA,SRR11095585,SRR11095586,SRR11095587,SRR11095588
hsa-miR-211-5p,2.09,4.68,1.22,2.82
hsa-miR-2110,46.05,101.66,52.44,110.17
hsa-miR-2115-3p,0.0,0.0,0.67,1.88
hsa-miR-2116-3p,1.52,3.03,0.59,1.55
hsa-miR-212-5p,7.95,16.94,1.49,3.84
hsa-miR-214-3p,0.04,15.11,13.87,21.5
hsa-miR-214-5p,0.0,0.28,0.12,0.16
hsa-miR-215-5p,14.71,32.97,12.7,22.44
hsa-miR-216a-5p,0.04,0.05,0.04,0.12
hsa-miR-216b-3p,0.0,0.0,0.08,0.08
hsa-miR-216b-5p,0.08,0.23,0.04,0.16
hsa-miR-217-5p,0.04,0.05,0.43,0.78
hsa-miR-218-1-3p,1.35,3.03,0.0,0.0
hsa-miR-218-5p,0.86,0.28,0.59,0.12
hsa-miR-219a-2-3p,0.08,3.31,1.45,0.0
hsa-miR-219a-5p,0.0,3.95,0.0,0.0
hsa-miR-22-3p,6826.92,11162.2,4565.64,8803.53
hsa-miR-22-5p,7.46,17.45,6.7,13.55
hsa-miR-221-3p,234.79,440.74,96.46,189.49
hsa-miR-221-5p,22.94,47.02,5.96,12.89
hsa-miR-222-3p,494.45,1096.79,368.46,752.22
hsa-miR-222-5p,1.72,3.77,2.27,4.53
hsa-miR-223-3p,255.97,401.72,27.36,55.33
hsa-miR-223-5p,45.56,80.4,10.23,19.83
hsa-miR-224-3p,0.04,0.09,0.08,0.29
hsa-miR-224-5p,36.3,83.15,31.36,65.98
hsa-miR-2355-3p,3.52,3.35,0.0,0.0
hsa-miR-2355-5p,6.51,16.21,3.76,7.55
hsa-miR-23a-3p,2726.76,6097.92,1369.32,2991.42
hsa-miR-23a-5p,3.93,9.92,1.88,3.67
hsa-miR-23b-3p,98.28,187.75,213.76,302.32
hsa-miR-23b-5p,19.3,41.46,18.46,38.36
hsa-miR-23c,0.12,0.18,0.04,0.12
hsa-miR-24-1-5p,0.04,0.05,0.39,0.0
hsa-miR-24-2-5p,1.35,3.03,5.6,11.34
hsa-miR-24-3p,1885.59,3596.71,732.66,1244.93
hsa-miR-25-3p,5236.02,2599.42,1854.55,1619.1
hsa-miR-25-5p,17.66,41.6,6.19,14.53
hsa-miR-26a-1-3p,2.05,4.82,3.88,7.1
hsa-miR-26a-2-3p,2.79,6.06,1.61,3.55
hsa-miR-26a-5p,7538.18,16640.9,5945.71,12287.08
hsa-miR-26b-3p,45.56,94.95,27.95,58.31
hsa-miR-26b-5p,116.92,259.88,58.99,121.84
hsa-miR-27a-3p,761.24,1487.85,367.21,772.7
hsa-miR-27a-5p,0.12,0.0,0.16,0.04
hsa-miR-27b-3p,1445.54,2500.2,718.0,1310.87
hsa-miR-27b-5p,0.0,0.05,0.16,0.2
hsa-miR-28-3p,219.06,197.71,113.66,156.56
hsa-miR-28-5p,1.27,2.94,0.0,0.04
hsa-miR-296-3p,0.25,0.55,0.16,0.29
hsa-miR-296-5p,3.61,8.08,2.74,4.9
hsa-miR-297,0.0,0.05,0.0,0.0
hsa-miR-29a-3p,242.95,532.03,119.39,249.35
hsa-miR-29b-1-5p,0.04,0.14,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.78,1.88
hsa-miR-29b-3p,46.25,96.33,30.06,62.1
hsa-miR-29c-3p,32.9,72.36,15.36,28.52
hsa-miR-29c-5p,0.25,0.51,0.0,0.04
hsa-miR-301a-3p,0.0,0.05,0.0,0.0
hsa-miR-302a-3p,0.12,0.23,0.0,0.0
hsa-miR-302a-5p,0.0,0.05,0.74,1.59
hsa-miR-302b-3p,4.14,8.54,2.78,5.83
hsa-miR-302c-5p,1.52,3.4,0.0,0.0
hsa-miR-302d-3p,0.0,0.05,1.06,1.96
hsa-miR-3064-3p,1.43,3.67,1.25,2.37
hsa-miR-3065-3p,0.04,0.0,0.0,0.0
hsa-miR-3074-3p,0.04,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,3.4,0.0,0.0
hsa-miR-30a-3p,5.9,0.32,5.02,8.41
hsa-miR-30a-5p,575.82,723.08,217.21,363.93
hsa-miR-30b-3p,1.31,2.98,0.0,0.0
hsa-miR-30b-5p,190.87,431.29,139.34,287.59
hsa-miR-30c-1-3p,0.04,0.05,0.04,0.04
hsa-miR-30c-2-3p,3.65,0.09,0.0,0.0
hsa-miR-30c-5p,705.81,1585.74,433.49,892.18
hsa-miR-30d-3p,0.0,0.0,0.04,0.12
hsa-miR-30d-5p,2891.62,5799.01,1968.8,4013.31
hsa-miR-30e-3p,36.05,24.52,5.53,6.04
hsa-miR-30e-5p,1162.74,2425.4,880.03,1802.02
hsa-miR-31-5p,2.66,0.18,0.24,0.45
hsa-miR-3116,0.0,0.0,0.0,1.43
hsa-miR-3120-3p,0.0,1.1,0.0,0.0
hsa-miR-3127-3p,0.04,0.09,0.0,0.0
hsa-miR-3130-3p,53.38,0.0,25.91,52.72
hsa-miR-3140-5p,3.65,8.36,1.02,2.33
hsa-miR-3143,9.1,21.08,4.98,9.75
hsa-miR-3149,0.0,0.0,0.04,0.08
hsa-miR-3150a-5p,0.0,3.17,0.0,0.0
hsa-miR-3150b-3p,2.5,0.0,0.0,0.0
hsa-miR-3157-3p,5.12,11.07,1.37,3.55
hsa-miR-3157-5p,3.52,8.31,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,0.47,0.0
hsa-miR-3158-5p,1.15,2.8,0.94,0.0
hsa-miR-3159,1.47,3.03,0.0,0.0
hsa-miR-3161,0.82,1.47,0.04,0.29
hsa-miR-3166,0.0,0.0,0.74,1.75
hsa-miR-3173-5p,2.34,5.51,2.67,5.18
hsa-miR-3174,2.05,0.0,0.0,0.0
hsa-miR-3177-3p,3.44,7.3,3.49,7.51
hsa-miR-3178,0.16,0.83,0.0,0.0
hsa-miR-3179,0.0,0.0,1.37,2.53
hsa-miR-3180,0.0,0.0,0.0,1.8
hsa-miR-3180-3p,0.0,0.0,0.78,0.0
hsa-miR-3195,0.04,0.09,0.78,1.8
hsa-miR-3196,2.13,5.0,4.35,10.45
hsa-miR-32-3p,0.0,0.0,0.0,0.08
hsa-miR-32-5p,23.93,44.86,7.21,14.16
hsa-miR-3200-3p,1.93,4.04,1.41,3.22
hsa-miR-3200-5p,0.0,0.05,2.23,4.94
hsa-miR-320a-3p,1038.15,1489.32,1387.82,2869.99
hsa-miR-320a-5p,0.0,0.05,0.08,0.2
hsa-miR-320b,88.16,522.89,242.53,429.99
hsa-miR-320c,50.27,159.51,45.54,4.57
hsa-miR-320d,13.85,17.45,31.75,21.71
hsa-miR-320e,6.76,4.27,1.49,0.0
hsa-miR-323a-3p,31.18,68.18,21.36,44.35
hsa-miR-323b-3p,24.83,56.2,13.17,28.97
hsa-miR-324-3p,0.08,0.09,0.0,0.0
hsa-miR-324-5p,1.84,3.95,0.39,1.06
hsa-miR-326,1.27,2.66,0.0,0.0
hsa-miR-328-3p,31.1,66.76,28.26,57.41
hsa-miR-329-3p,3.69,8.22,6.78,14.89
hsa-miR-330-3p,6.06,13.22,3.53,7.14
hsa-miR-330-5p,0.2,0.28,0.08,0.04
hsa-miR-331-3p,2.58,5.79,3.84,8.69
hsa-miR-331-5p,9.38,20.89,9.52,19.63
hsa-miR-335-3p,19.05,42.47,11.13,21.1
hsa-miR-335-5p,297.72,674.36,136.08,289.34
hsa-miR-337-3p,0.0,0.0,0.94,2.16
hsa-miR-337-5p,1.56,4.18,1.72,3.06
hsa-miR-338-3p,2.5,4.27,0.67,2.2
hsa-miR-338-5p,53.34,110.75,59.54,4.04
hsa-miR-339-3p,5.08,10.79,5.37,11.34
hsa-miR-339-5p,36.38,75.12,20.62,41.91
hsa-miR-33b-3p,1.64,3.58,0.0,0.0
hsa-miR-340-3p,29.5,64.65,15.01,33.21
hsa-miR-340-5p,42.98,56.57,7.8,9.14
hsa-miR-342-3p,516.45,1147.3,461.31,959.34
hsa-miR-342-5p,23.52,41.46,6.39,13.38
hsa-miR-345-5p,63.54,118.78,40.02,83.57
hsa-miR-34a-5p,0.0,0.0,0.04,0.04
hsa-miR-34b-3p,0.08,0.09,0.82,2.57
hsa-miR-34c-5p,0.08,0.14,0.08,0.16
hsa-miR-3605-3p,4.96,9.64,10.03,20.93
hsa-miR-3605-5p,6.56,13.87,3.61,7.3
hsa-miR-3609,0.04,0.05,0.04,0.04
hsa-miR-361-3p,8.52,21.4,5.8,12.24
hsa-miR-361-5p,827.86,1844.98,414.28,859.09
hsa-miR-3613-3p,1.27,2.8,0.82,1.43
hsa-miR-3613-5p,2.83,6.57,1.25,2.94
hsa-miR-3614-5p,51.74,0.0,0.94,0.0
hsa-miR-3615,132.04,179.21,102.14,164.73
hsa-miR-3617-3p,0.0,0.0,1.57,3.02
hsa-miR-362-3p,0.12,0.37,0.27,0.45
hsa-miR-362-5p,19.13,42.93,8.39,17.06
hsa-miR-3622a-5p,0.0,2.3,0.0,0.0
hsa-miR-363-3p,1162.53,2484.13,808.65,1642.89
hsa-miR-3648,11.1,25.94,7.09,15.59
hsa-miR-365a-3p,2.46,172.55,38.29,6.04
hsa-miR-365b-3p,80.46,17.95,8.7,92.67
hsa-miR-365b-5p,0.0,0.0,0.86,2.49
hsa-miR-3665,0.12,0.46,2.9,6.65
hsa-miR-3667-3p,1.43,2.8,0.0,0.0
hsa-miR-3677-3p,0.0,0.0,0.0,0.12
hsa-miR-3679-5p,3.32,7.94,0.0,0.04
hsa-miR-3680-3p,0.0,0.0,2.31,4.86
hsa-miR-3685,1.47,3.08,0.0,0.0
hsa-miR-3688-3p,0.0,0.0,0.67,0.0
hsa-miR-3689f,0.04,0.05,0.0,0.0
hsa-miR-369-3p,0.0,0.0,1.84,3.43
hsa-miR-369-5p,2.05,0.0,0.0,0.0
hsa-miR-3690,1.56,3.49,0.0,0.04
hsa-miR-370-3p,17.0,39.26,24.61,51.0
hsa-miR-371a-3p,0.08,0.14,0.08,0.08
hsa-miR-371a-5p,0.12,0.23,0.0,0.08
hsa-miR-371b-5p,6.02,5.46,0.43,1.1
hsa-miR-372-3p,0.16,0.14,0.12,0.29
hsa-miR-372-5p,0.0,0.0,0.0,0.04
hsa-miR-373-3p,0.0,0.05,0.0,0.04
hsa-miR-374a-3p,0.04,0.05,0.04,0.08
hsa-miR-374a-5p,188.95,427.02,67.57,141.96
hsa-miR-374b-5p,1.39,17.86,102.73,219.65
hsa-miR-375-3p,113.48,100.92,101.83,100.74
hsa-miR-376c-3p,0.0,0.0,0.86,1.43
hsa-miR-377-3p,0.53,1.52,0.82,1.75
hsa-miR-378a-3p,76.9,48.99,30.02,39.87
hsa-miR-378a-5p,1.43,3.95,0.04,0.12
hsa-miR-378b,0.0,0.05,0.0,0.0
hsa-miR-378c,0.04,4.59,0.04,0.16
hsa-miR-378d,4.38,0.28,1.69,2.33
hsa-miR-378i,0.0,0.0,0.04,0.0
hsa-miR-379-3p,0.0,0.0,0.04,0.04
hsa-miR-379-5p,0.16,0.0,0.51,0.82
hsa-miR-380-3p,1.56,3.35,0.04,0.04
hsa-miR-381-3p,2.29,4.13,1.69,3.55
hsa-miR-382-3p,0.12,0.05,0.0,0.0
hsa-miR-382-5p,2.13,4.55,1.18,2.2
hsa-miR-3909,2.01,4.5,0.0,0.0
hsa-miR-3916,0.0,0.0,0.04,0.12
hsa-miR-3925-5p,0.0,0.05,0.0,0.0
hsa-miR-3929,0.0,0.0,0.12,0.29
hsa-miR-3934-5p,0.04,0.0,0.0,0.0
hsa-miR-3939,1.56,3.49,0.0,0.0
hsa-miR-3940-3p,13.52,28.65,9.48,19.59
hsa-miR-3942-3p,0.82,2.2,0.0,0.0
hsa-miR-3942-5p,1.35,3.21,2.55,5.79
hsa-miR-3944-5p,3.2,6.61,3.29,7.63
hsa-miR-3960,3.36,7.81,0.24,0.37
hsa-miR-409-3p,53.91,102.48,46.05,87.57
hsa-miR-409-5p,11.27,24.34,5.84,12.45
hsa-miR-410-3p,8.56,3.9,3.45,0.08
hsa-miR-411-3p,0.04,0.05,0.0,0.0
hsa-miR-411-5p,0.08,0.0,0.04,0.0
hsa-miR-412-5p,0.61,1.84,0.0,0.0
hsa-miR-421,5.0,7.03,0.67,0.69
hsa-miR-423-3p,50.47,626.43,36.76,405.71
hsa-miR-423-5p,9371.57,19985.68,9659.15,16195.28
hsa-miR-424-3p,30.89,36.32,30.61,55.21
hsa-miR-424-5p,0.0,0.0,0.86,1.75
hsa-miR-425-3p,34.21,77.37,10.19,20.73
hsa-miR-425-5p,578.48,1219.66,500.08,1019.77
hsa-miR-4286,34.13,75.53,3.45,7.18
hsa-miR-429,0.16,0.0,0.04,0.0
hsa-miR-4306,11.51,24.66,0.0,8.32
hsa-miR-431-3p,2.01,0.0,0.04,0.0
hsa-miR-432-5p,8.89,18.32,13.64,24.16
hsa-miR-4326,14.54,30.03,9.13,16.65
hsa-miR-433-3p,5.49,12.31,2.0,4.41
hsa-miR-4433b-3p,10.0,21.86,16.85,39.62
hsa-miR-4433b-5p,47.4,69.88,46.25,143.3
hsa-miR-4435,0.0,0.0,1.61,3.88
hsa-miR-4443,5.0,11.85,0.04,0.08
hsa-miR-4446-3p,5.08,6.7,9.45,15.1
hsa-miR-4454,1.47,3.95,0.0,0.0
hsa-miR-4455,0.0,0.0,0.0,0.04
hsa-miR-4466,0.04,0.09,0.04,0.04
hsa-miR-4467,0.0,0.05,1.29,3.06
hsa-miR-4482-3p,0.12,0.28,0.78,0.9
hsa-miR-4484,0.2,0.51,0.16,0.49
hsa-miR-4485-3p,0.12,0.28,1.76,3.18
hsa-miR-4488,4.26,9.27,2.7,6.53
hsa-miR-4492,0.0,0.0,0.71,5.67
hsa-miR-4497,0.0,0.0,1.25,2.29
hsa-miR-449c-5p,0.0,0.0,0.0,0.04
hsa-miR-4508,99.35,224.02,94.18,193.33
hsa-miR-450a-2-3p,2.05,4.91,0.0,0.0
hsa-miR-450a-5p,23.27,49.31,4.9,8.77
hsa-miR-450b-5p,45.23,90.59,2.0,3.96
hsa-miR-4516,3.11,6.61,0.94,1.92
hsa-miR-451a,112340.57,248805.87,1272.91,51421.73
hsa-miR-452-3p,0.04,0.18,0.0,0.0
hsa-miR-452-5p,0.0,0.0,0.04,0.0
hsa-miR-454-3p,0.86,1.88,0.16,0.24
hsa-miR-454-5p,6.76,5.23,10.11,17.1
hsa-miR-455-3p,0.2,0.55,21.4,44.03
hsa-miR-455-5p,2.91,5.33,0.0,0.0
hsa-miR-4641,1.11,2.71,0.0,0.0
hsa-miR-4659a-3p,4.75,13.59,0.0,8.16
hsa-miR-4659b-3p,1.07,0.0,0.0,0.04
hsa-miR-4659b-5p,0.0,2.94,0.0,0.0
hsa-miR-4665-5p,0.0,0.0,0.98,1.47
hsa-miR-4676-5p,0.0,0.0,1.29,2.61
hsa-miR-4677-3p,1.97,0.0,0.31,0.0
hsa-miR-4683,1.97,3.67,0.0,0.0
hsa-miR-4685-3p,7.5,17.08,27.16,55.78
hsa-miR-4697-3p,0.04,0.05,0.9,1.8
hsa-miR-4707-3p,1.84,3.58,0.0,0.0
hsa-miR-4717-3p,0.0,0.0,0.31,0.65
hsa-miR-4721,1.39,3.63,0.0,0.0
hsa-miR-4728-3p,0.0,0.0,0.55,1.22
hsa-miR-4731-5p,0.0,0.0,0.04,0.08
hsa-miR-4732-3p,49.7,62.4,137.49,236.7
hsa-miR-4732-5p,31.01,68.92,69.8,143.87
hsa-miR-4738-3p,1.56,3.35,0.0,0.0
hsa-miR-4742-3p,1.97,4.09,0.0,0.04
hsa-miR-4743-5p,0.0,0.0,0.0,0.04
hsa-miR-4745-3p,0.0,0.0,0.9,1.88
