miRNA,SRR2141641,SRR2141642,SRR2141643,SRR2141644,SRR2141645,SRR2141646,SRR2141647,SRR2141648,SRR2141649,SRR2141650,SRR2141651,SRR2141652,SRR2141653,SRR2141654,SRR2141655,SRR2141656,SRR2141657,SRR2141658,SRR2141659
hsa-miR-143-3p,760.87,794.91,536.63,82.49,486.52,275.6,543.22,152.01,215.23,761.22,239.55,82.57,439.37,729.69,507.95,753.96,1133.46,726.47,671.04
hsa-miR-143-5p,3.56,0.0,0.0,0.0,2.74,1.49,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,4.17,4.47,4.93,4.77,5.01
hsa-miR-144-3p,405.22,397.46,493.27,1243.48,595.14,124.37,130.35,577.4,64.52,2443.63,864.63,1077.42,4659.64,1120.7,330.67,3458.73,712.39,295.01,2249.63
hsa-miR-144-5p,28.9,0.0,68.13,239.73,130.22,23.88,16.23,44.13,16.39,304.14,81.23,77.87,865.0,96.05,73.91,315.08,93.0,25.81,86.51
hsa-miR-145-3p,19.34,0.0,10.7,0.0,13.69,10.45,4.56,2.45,0.0,11.43,11.18,9.4,20.44,19.35,4.17,23.24,7.89,14.75,23.63
hsa-miR-145-5p,13.78,0.0,39.98,7.22,14.3,7.46,7.1,7.36,4.23,10.99,0.0,2.01,38.0,13.26,6.67,4.47,4.19,2.6,1.4
hsa-miR-1468-5p,2.22,0.0,0.0,1.03,2.74,0.5,0.0,1.23,0.0,2.2,0.0,0.67,0.0,0.0,1.67,4.92,6.66,4.99,3.0
hsa-miR-146a-3p,0.22,0.0,3.94,0.0,0.0,0.0,0.0,0.0,2.64,0.44,0.0,0.0,0.0,0.0,1.67,0.0,0.0,9.11,0.0
hsa-miR-146a-5p,1054.29,1589.83,2394.83,637.21,996.76,2211.25,2809.92,317.51,374.94,1484.2,848.15,261.8,731.85,1191.3,826.11,679.77,2392.48,2464.43,476.2
hsa-miR-146b-3p,2.22,0.0,3.38,0.0,0.91,1.49,0.0,0.0,0.0,0.88,0.0,0.0,0.96,0.36,1.67,0.89,0.0,0.22,0.0
hsa-miR-146b-5p,243.62,0.0,192.58,150.02,157.0,220.38,225.2,45.36,131.15,537.07,159.51,87.27,207.87,145.87,249.53,337.43,480.77,713.23,257.52
hsa-miR-147b-3p,0.44,0.0,0.0,0.0,0.3,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,1.48,0.0,0.0
hsa-miR-148a-3p,1013.17,1192.37,1671.26,1090.37,958.73,585.02,631.47,1208.74,317.83,908.01,1414.37,1183.48,3843.81,2242.11,833.34,1716.18,1263.71,2912.59,1437.81
hsa-miR-148a-5p,15.34,0.0,35.47,4.12,4.26,13.93,19.27,1.23,3.7,12.31,9.42,4.03,18.2,22.22,12.5,4.47,14.8,34.49,9.61
hsa-miR-148b-3p,338.76,397.46,498.34,516.57,408.62,267.14,403.23,557.79,110.53,597.28,558.57,366.52,882.88,628.98,151.16,536.31,726.45,1213.45,624.79
hsa-miR-148b-5p,1.56,0.0,0.56,9.28,9.13,0.5,3.55,0.0,0.0,10.99,7.65,1.34,9.9,3.94,2.22,3.13,13.32,9.76,5.41
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0
hsa-miR-149-5p,0.67,0.0,2.25,1.55,0.0,0.5,0.51,0.0,0.0,0.44,6.47,0.0,0.0,0.0,0.28,0.0,1.23,0.0,0.0
hsa-miR-150-3p,4.0,0.0,12.39,13.92,3.96,3.48,2.03,0.0,3.17,12.75,4.71,5.37,3.51,1.43,7.22,19.22,9.87,1.3,13.82
hsa-miR-150-5p,129.81,0.0,230.3,243.85,143.92,109.44,106.51,106.65,85.14,368.3,118.89,67.8,26.5,23.3,49.18,354.41,204.49,9.76,115.75
hsa-miR-151a-3p,529.26,1589.83,610.95,237.66,447.57,711.88,925.14,294.22,173.46,1092.6,650.98,195.35,318.03,480.96,768.32,693.62,1674.42,2909.12,944.59
hsa-miR-151a-5p,23.12,0.0,29.28,29.39,39.86,46.26,29.42,24.52,15.34,54.06,18.83,23.5,30.97,25.45,54.46,21.9,44.89,133.19,38.45
hsa-miR-151b,2.67,0.0,2.82,1.03,0.61,2.49,2.03,2.45,0.0,0.0,3.53,10.74,3.19,1.43,1.67,5.36,0.99,5.86,1.2
hsa-miR-152-3p,38.01,0.0,29.84,11.86,14.91,20.89,46.16,14.71,4.23,31.64,47.68,35.58,15.97,38.71,15.28,42.01,100.15,110.41,49.46
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.34,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,1.11,0.0,0.56,0.0,2.13,5.47,7.1,0.0,1.59,0.88,0.59,0.0,0.0,1.08,0.0,0.0,1.73,1.95,1.8
hsa-miR-155-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,3.78,0.0,5.07,2.58,6.39,9.45,6.59,0.0,7.93,11.87,4.12,8.73,9.58,10.75,11.11,17.43,18.5,24.95,16.22
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0
hsa-miR-15a-5p,48.24,0.0,85.59,181.47,106.19,19.4,24.35,134.85,12.69,96.69,102.41,85.25,159.65,143.36,23.62,101.9,47.85,45.34,120.35
hsa-miR-15b-3p,28.9,0.0,38.85,55.68,31.64,39.8,30.43,76.01,6.87,59.33,75.93,12.08,59.39,49.1,31.4,54.52,92.01,85.47,84.71
hsa-miR-15b-5p,80.69,0.0,266.91,315.51,218.16,137.8,113.11,386.16,35.43,327.87,125.96,23.5,240.76,124.72,58.63,111.28,107.8,68.55,139.38
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,3.9,4.21
hsa-miR-16-2-3p,1371.04,1589.83,1140.82,2656.58,1005.59,543.24,690.81,2442.0,263.89,1729.44,4945.31,4552.68,5395.64,3509.39,1119.27,3879.73,3701.83,2943.61,7574.13
hsa-miR-16-5p,629.95,0.0,614.9,1411.55,987.03,369.12,371.78,1086.15,120.57,1241.16,1426.74,269.19,2142.87,872.33,444.04,1317.97,946.73,649.46,2213.79
hsa-miR-17-3p,5.78,0.0,2.82,8.25,5.17,1.99,3.55,2.45,2.64,5.71,6.47,6.04,6.71,3.94,3.61,5.36,0.25,5.86,10.01
hsa-miR-17-5p,89.58,0.0,96.29,104.14,91.89,81.58,97.38,52.71,33.85,232.5,150.09,41.62,162.21,65.59,108.65,147.04,350.28,447.51,132.17
hsa-miR-181a-2-3p,41.12,0.0,39.42,27.32,25.86,24.87,13.69,61.3,16.92,47.47,46.5,42.96,171.47,72.75,27.79,46.48,67.84,49.89,37.25
hsa-miR-181a-3p,12.67,0.0,10.14,10.83,10.04,6.96,1.52,4.9,4.23,10.11,14.13,3.36,18.2,15.77,2.78,13.85,15.54,14.32,3.6
hsa-miR-181a-5p,238.29,0.0,451.04,479.97,282.96,287.54,268.82,234.15,192.5,514.66,605.07,565.9,1400.16,709.62,238.97,513.96,677.86,439.7,314.2
hsa-miR-181b-2-3p,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.45,0.0,1.08,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,2.13,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,4.92,0.0,0.0,0.0
hsa-miR-181b-5p,55.13,397.46,104.74,86.61,71.5,86.56,71.01,35.55,56.06,101.53,170.69,189.97,478.96,173.46,75.03,116.2,148.25,63.56,63.28
hsa-miR-181c-3p,3.56,0.0,1.69,1.03,4.87,8.95,9.64,2.45,0.0,4.83,4.12,2.69,5.11,7.17,7.5,12.51,8.63,10.41,0.0
hsa-miR-181c-5p,5.11,0.0,1.13,2.06,0.0,1.99,1.01,0.0,1.59,2.64,1.18,0.0,1.28,0.0,1.39,0.0,3.45,1.95,1.8
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0
hsa-miR-181d-5p,8.45,0.0,9.01,5.67,2.43,14.92,4.06,6.13,10.58,9.23,5.3,6.71,43.75,38.35,28.07,9.39,13.57,14.75,0.4
hsa-miR-182-3p,0.67,0.0,0.56,0.0,3.35,0.0,0.0,4.9,0.53,0.0,1.18,9.4,3.83,0.72,1.11,0.45,0.74,0.22,0.8
hsa-miR-182-5p,27.12,0.0,38.85,59.29,48.38,13.93,16.74,38.0,9.52,91.86,60.04,74.51,239.48,125.44,50.85,112.18,52.79,71.37,131.37
hsa-miR-1827,0.89,0.0,3.94,2.58,1.83,1.99,0.0,0.0,0.53,3.08,2.94,9.4,8.62,3.23,3.33,6.7,4.69,1.52,6.01
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,2.87,0.0,0.89,0.0,1.3,1.0
hsa-miR-183-5p,39.57,0.0,56.31,104.14,61.46,1.49,19.78,68.65,15.34,123.5,117.72,83.91,276.84,105.73,82.81,179.66,114.7,55.97,157.4
hsa-miR-184,4.67,0.0,2.82,0.52,0.91,0.99,5.07,0.0,5.29,1.76,9.42,29.54,5.11,5.02,4.17,8.94,5.67,2.6,11.81
hsa-miR-1843,11.78,0.0,15.2,11.34,8.52,21.39,7.1,7.36,1.59,11.43,12.95,31.55,25.23,22.22,10.0,8.04,22.69,27.98,17.42
hsa-miR-185-3p,3.56,0.0,15.77,4.12,10.65,13.93,9.13,3.68,6.87,21.98,11.18,0.67,19.16,17.92,9.73,16.54,11.84,39.48,20.23
hsa-miR-185-5p,1747.14,397.46,2251.8,2049.27,1855.39,1582.95,2067.37,2115.91,269.18,4143.63,2917.63,1039.83,4178.77,2528.47,1134.55,3592.81,7914.51,5071.6,6413.07
hsa-miR-186-5p,389.22,397.46,339.54,395.42,300.0,226.85,254.62,199.82,50.24,609.59,316.66,227.57,1672.85,525.76,356.51,639.55,609.78,714.1,762.76
hsa-miR-187-3p,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,3.11,0.0,1.13,0.0,0.61,0.0,0.0,2.45,0.0,0.0,3.53,0.0,0.96,1.43,0.0,0.0,2.47,0.87,0.2
hsa-miR-18a-3p,3.33,0.0,2.25,3.09,0.0,0.5,2.54,3.68,0.0,12.75,4.12,4.03,0.32,2.15,1.95,6.26,6.41,5.21,20.63
hsa-miR-18a-5p,15.78,397.46,7.88,19.07,13.69,10.45,19.27,2.45,3.7,45.71,19.42,9.4,21.07,18.64,26.12,13.85,39.47,44.9,19.82
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,2.45,0.0,0.0,0.0,4.26,1.49,0.51,1.23,0.0,0.0,5.3,0.0,5.43,8.96,0.0,2.23,1.97,1.08,0.2
hsa-miR-1908-5p,10.0,0.0,6.76,9.28,4.26,20.4,13.69,0.0,1.59,10.55,7.06,22.82,10.54,18.28,4.72,9.39,26.15,15.4,12.22
hsa-miR-1909-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,1.56,0.0,2.82,8.25,5.17,3.98,5.58,0.0,2.64,12.75,0.0,6.71,19.48,6.81,1.11,14.3,9.37,9.98,0.0
hsa-miR-190b-5p,7.11,0.0,4.5,7.73,0.0,2.49,3.55,3.68,0.0,3.52,2.94,2.69,8.62,0.72,5.0,0.45,13.81,4.34,3.0
hsa-miR-191-3p,0.44,0.0,7.32,1.55,0.0,0.5,3.55,0.0,0.0,2.2,2.94,0.0,0.32,2.87,1.11,3.58,10.61,8.68,6.81
hsa-miR-191-5p,1642.45,3179.65,1393.65,1619.83,1707.52,2075.44,1863.98,814.0,881.04,3639.08,1961.76,1135.82,4157.69,3534.12,4244.5,2786.11,4033.6,5348.39,2903.25
hsa-miR-1910-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.92,6.81,0.0,1.79,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
hsa-miR-192-5p,146.71,397.46,266.34,174.77,140.26,73.63,71.01,247.63,49.71,265.02,316.66,185.95,330.16,320.4,153.39,532.28,294.28,181.13,478.6
hsa-miR-193a-3p,0.22,0.0,1.13,7.22,1.83,0.99,2.03,0.0,5.29,2.2,2.35,2.01,0.0,0.0,3.61,4.02,2.22,0.0,0.0
hsa-miR-193a-5p,92.03,397.46,202.71,70.63,71.81,21.89,74.05,96.85,15.86,46.59,161.86,6.71,200.21,343.34,185.34,144.8,84.61,42.95,81.7
hsa-miR-193b-3p,1.11,0.0,3.38,3.09,0.91,2.98,4.06,2.45,3.17,2.2,3.53,4.7,1.6,6.09,5.0,0.89,5.92,9.76,6.61
hsa-miR-193b-5p,4.45,0.0,9.01,3.61,0.3,0.5,1.01,2.45,0.0,2.2,14.71,5.37,7.98,9.32,8.06,7.6,5.67,2.6,1.6
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0
hsa-miR-194-5p,8.89,0.0,11.82,20.11,7.91,1.99,4.06,26.97,1.06,19.34,10.59,5.37,27.14,17.56,3.06,43.35,35.27,11.28,46.06
hsa-miR-195-3p,4.0,0.0,1.69,0.0,0.61,0.0,1.01,0.0,0.0,0.0,1.18,0.0,0.96,1.08,0.0,4.92,0.0,1.08,5.81
hsa-miR-195-5p,5.78,0.0,3.38,1.03,3.65,0.0,4.06,3.68,0.0,1.32,6.47,0.0,1.92,4.66,0.0,3.13,6.17,1.74,0.0
hsa-miR-196a-1-3p,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.2
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,2.67,0.0,1.13,0.0,0.0,0.5,1.52,0.0,1.06,0.0,2.94,0.0,0.64,1.79,0.56,1.34,0.0,0.0,0.0
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,2.17,0.0
hsa-miR-196b-5p,2.0,0.0,1.69,7.22,0.61,1.99,0.0,8.58,0.0,2.64,11.18,0.0,2.24,4.3,2.5,3.58,3.7,3.04,3.2
hsa-miR-197-3p,20.45,397.46,36.6,11.34,10.95,30.84,54.27,24.52,12.16,43.51,16.48,5.37,1.28,8.96,6.95,40.22,32.81,28.85,7.81
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,1.6,0.36,0.0,1.34,0.0,0.0,0.0
hsa-miR-1976,4.22,0.0,3.38,8.76,3.65,1.99,2.03,2.45,1.06,2.2,0.59,2.69,6.07,6.09,0.0,2.68,7.65,4.99,14.22
hsa-miR-199a-3p,680.63,397.46,164.99,140.74,823.94,914.85,565.53,232.92,195.67,1358.94,275.46,14.77,269.18,20.43,514.34,291.39,1218.07,1685.9,456.77
hsa-miR-199a-5p,26.01,0.0,16.89,2.58,24.65,35.32,23.84,9.81,7.93,40.87,12.36,0.0,13.09,17.2,29.45,27.26,80.17,91.97,21.63
hsa-miR-199b-3p,19.78,0.0,1002.87,146.93,52.03,82.08,399.17,9.81,102.06,115.15,201.3,147.01,70.89,432.22,349.56,137.65,109.03,140.56,17.22
hsa-miR-199b-5p,10.23,0.0,11.26,3.61,3.96,3.98,1.52,0.0,2.64,3.52,10.59,1.34,26.18,15.41,7.78,25.92,6.41,8.46,2.6
hsa-miR-19a-3p,130.92,794.91,128.38,140.74,130.22,173.62,125.79,152.01,31.2,283.92,298.41,25.51,180.41,117.55,109.2,246.7,243.96,291.54,260.93
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,187.16,0.0,203.28,190.75,215.42,210.93,235.34,181.43,22.21,400.39,296.06,18.12,224.47,169.16,129.49,298.99,288.85,355.53,281.75
hsa-miR-200a-3p,46.9,0.0,38.29,18.56,30.12,6.47,21.81,19.61,0.0,7.47,33.55,0.0,7.02,5.02,6.11,14.3,22.94,22.99,14.42
hsa-miR-200a-5p,1.11,0.0,1.13,0.52,0.0,0.99,0.0,3.68,0.0,0.0,0.0,0.0,0.64,1.79,1.39,0.0,0.0,2.17,0.0
hsa-miR-200b-3p,44.46,0.0,25.34,14.44,10.95,7.96,12.17,12.26,1.59,13.62,22.95,12.75,3.51,5.73,15.56,13.41,31.82,28.2,20.43
hsa-miR-200b-5p,0.22,0.0,1.13,2.58,0.3,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.65,0.0
hsa-miR-200c-3p,36.68,0.0,14.64,5.67,11.56,11.94,11.67,3.68,1.59,19.78,9.42,10.07,13.09,6.45,18.06,16.54,38.23,24.95,20.63
hsa-miR-202-3p,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,1.78,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.32,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,378.1,0.0,235.37,10.31,280.53,138.3,390.04,236.6,393.98,15.38,697.48,563.88,618.5,863.01,330.95,1444.01,1103.37,488.29,73.69
hsa-miR-203a-5p,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-3p,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.89,0.0,0.0,0.0
hsa-miR-204-3p,3.11,0.0,24.78,2.06,0.91,7.96,9.13,1.23,5.29,0.88,19.42,7.38,5.43,18.99,11.67,2.68,12.09,1.08,7.01
hsa-miR-204-5p,2.67,0.0,0.56,0.0,0.0,0.99,0.0,0.0,0.0,1.32,2.35,3.36,0.32,0.0,4.17,0.0,11.84,3.47,4.01
hsa-miR-205-3p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,36.45,0.0,26.47,19.07,11.87,5.97,9.64,18.39,14.81,15.38,9.42,8.73,6.07,16.13,11.39,10.28,6.17,7.59,6.41
hsa-miR-206,161.6,0.0,50.12,47.95,100.41,0.5,31.95,12.26,2.12,2.64,80.05,16.78,22.99,11.47,12.5,154.19,82.39,2.39,38.85
hsa-miR-208a-3p,0.0,0.0,4.5,0.0,0.91,0.0,0.0,0.0,0.0,0.0,12.36,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-208b-3p,2.89,0.0,14.08,0.0,2.43,0.5,1.52,6.13,0.0,1.32,9.42,8.73,6.39,0.0,4.45,8.94,5.18,0.0,7.21
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-20a-5p,1418.39,1589.83,1157.72,1366.18,1451.94,1489.42,1492.71,463.39,360.66,3032.13,1818.15,900.87,2816.92,1277.31,1833.96,1861.43,3042.96,3846.21,2576.84
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,1.52,0.0,0.0,1.23,0.0,3.52,0.59,0.0,3.19,0.0,1.39,0.0,0.0,1.08,1.2
hsa-miR-20b-5p,23.34,0.0,20.83,42.27,16.73,14.92,24.85,24.52,6.35,58.01,38.26,24.84,60.35,25.09,16.39,50.06,54.51,44.69,52.87
hsa-miR-21-3p,6.45,0.0,24.21,13.4,15.21,6.96,10.14,3.68,4.23,21.98,29.43,0.0,10.86,15.05,11.39,10.73,33.79,54.45,17.62
hsa-miR-21-5p,9480.81,5166.93,17659.13,19376.05,12698.68,11124.9,14634.92,9970.27,7818.79,21396.31,22555.24,11815.35,23906.49,20379.34,21376.69,17724.49,26210.52,51214.45,26844.18
hsa-miR-210-3p,4.22,0.0,9.57,4.12,5.17,4.48,15.72,4.9,0.0,10.99,14.71,2.69,3.19,2.15,8.61,12.07,11.1,14.1,22.43
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
hsa-miR-211-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,0.67,0.0,2.25,0.0,0.0,0.0,0.0,3.68,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,31.79,397.46,34.35,29.9,26.17,12.93,19.78,22.07,5.29,26.81,39.44,55.72,64.5,45.52,23.62,49.16,63.4,58.13,26.03
hsa-miR-2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,2.45,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,21.39,21.15,5.56,0.0,2.22,0.0,0.0
hsa-miR-2115-5p,0.89,0.0,1.69,0.0,1.22,0.0,0.0,0.0,1.59,0.44,0.0,0.0,0.64,1.79,0.28,0.0,0.74,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.96,0.0,0.0,0.0,1.73,0.0,0.0
hsa-miR-214-3p,9.11,0.0,1.13,2.58,0.91,0.0,2.54,0.0,0.0,0.44,9.42,0.0,0.32,0.0,2.22,15.2,0.0,0.0,0.0
hsa-miR-215-5p,14.67,0.0,50.68,19.59,12.47,17.41,3.55,22.07,7.4,11.87,9.42,6.71,24.91,18.28,5.84,24.13,24.17,15.62,38.05
hsa-miR-216b-5p,0.44,0.0,1.69,0.0,0.91,0.99,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
hsa-miR-217-5p,0.0,0.0,0.56,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,4.41
hsa-miR-218-5p,21.78,0.0,9.57,5.67,40.77,0.0,6.09,0.0,10.58,1.32,31.78,0.0,13.41,3.94,4.72,21.9,8.39,1.52,3.8
hsa-miR-219a-1-3p,0.89,0.0,2.82,2.58,1.22,0.0,0.51,1.23,0.0,1.76,1.77,0.0,0.64,0.0,0.0,2.23,0.0,4.12,1.0
hsa-miR-219a-5p,0.0,0.0,0.56,2.58,1.83,0.0,0.0,7.36,0.0,0.88,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
hsa-miR-219b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,1.03,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0
hsa-miR-22-3p,5902.72,3974.56,12563.71,7253.13,5004.5,9670.79,10056.37,8349.63,3426.84,9880.02,10833.53,1306.33,9124.51,8308.28,7111.02,7811.75,13505.86,14291.36,9049.39
hsa-miR-22-5p,202.5,0.0,599.13,216.53,196.55,250.72,313.45,218.21,178.22,282.6,390.82,105.39,810.72,505.34,296.21,241.34,323.14,427.55,287.36
hsa-miR-221-3p,573.49,397.46,1435.88,531.01,521.51,939.22,1071.22,460.94,217.35,766.05,909.96,396.73,1068.4,979.13,647.16,573.85,1539.73,1705.64,549.49
hsa-miR-221-5p,13.56,0.0,13.51,7.73,13.39,21.89,12.68,0.0,4.23,18.02,7.06,6.04,50.45,16.84,12.78,12.51,22.69,54.45,13.02
hsa-miR-222-3p,160.27,397.46,215.1,216.53,194.73,247.74,197.81,185.11,90.43,305.89,316.07,120.83,491.73,284.21,366.51,283.35,386.78,962.48,365.66
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.91,0.5,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0
hsa-miR-223-3p,225.39,0.0,176.81,43.82,208.72,266.64,245.49,40.45,55.0,455.76,11.77,9.4,77.91,62.72,73.08,133.18,225.71,262.69,120.35
hsa-miR-223-5p,106.7,397.46,150.91,58.26,66.33,74.12,105.5,30.65,30.14,107.24,88.29,41.62,387.0,537.59,202.01,138.55,180.32,209.11,104.93
hsa-miR-224-3p,0.22,0.0,1.13,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,30.01,397.46,77.14,11.86,33.16,194.01,34.49,34.33,34.37,181.08,89.47,33.56,106.33,48.02,120.87,71.06,127.78,582.65,180.83
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.89,0.0,0.0,0.0
