miRNA,SRR10294433,SRR10294434,SRR10294435,SRR10294436
hsa-let-7a-2-3p,0.0,0.15,0.0,0.0
hsa-let-7a-3p,1.79,2.23,0.87,3.15
hsa-let-7a-5p,236.14,300.62,217.32,394.61
hsa-let-7b-3p,0.6,0.59,0.22,1.05
hsa-let-7b-5p,197.06,313.99,252.09,325.82
hsa-let-7c-5p,6.67,19.31,7.82,21.53
hsa-let-7d-3p,7.27,7.43,3.48,9.98
hsa-let-7d-5p,36.22,43.82,32.82,68.52
hsa-let-7e-5p,6.2,9.36,3.04,12.86
hsa-let-7f-1-3p,0.24,0.15,0.0,0.53
hsa-let-7f-2-3p,0.0,0.3,0.0,0.79
hsa-let-7f-5p,229.94,230.81,210.59,519.84
hsa-let-7g-5p,183.72,176.9,148.87,466.55
hsa-let-7i-3p,0.0,0.15,0.0,0.0
hsa-let-7i-5p,184.91,333.89,132.13,789.74
hsa-miR-1-3p,2.38,2.52,1.74,3.68
hsa-miR-100-5p,67.43,57.78,3.26,98.98
hsa-miR-101-3p,5.12,4.46,3.04,16.54
hsa-miR-10392-3p,0.12,0.0,0.0,0.0
hsa-miR-10394-3p,0.24,0.0,0.65,0.0
hsa-miR-10395-3p,0.0,0.15,0.65,0.53
hsa-miR-10396a-3p,0.24,0.0,0.22,0.53
hsa-miR-10396a-5p,0.12,0.0,0.0,0.53
hsa-miR-10396b-3p,0.36,0.0,0.0,0.26
hsa-miR-10397-3p,0.0,0.15,0.0,0.0
hsa-miR-10399-3p,0.24,0.15,0.0,2.63
hsa-miR-103a-3p,2.14,4.31,6.3,1.05
hsa-miR-10401-3p,5.12,7.28,9.34,5.51
hsa-miR-10401-5p,0.36,0.89,0.22,0.53
hsa-miR-105-5p,0.48,0.15,0.0,0.26
hsa-miR-10527-5p,0.36,0.15,0.0,0.0
hsa-miR-106b-3p,12.39,12.18,5.43,25.2
hsa-miR-106b-5p,3.81,3.42,0.87,11.29
hsa-miR-107,0.24,0.3,0.43,2.1
hsa-miR-10a-3p,8.7,6.09,5.22,11.03
hsa-miR-10a-5p,366.48,220.71,293.39,416.66
hsa-miR-10b-3p,0.48,0.15,0.65,0.0
hsa-miR-10b-5p,16.68,16.64,14.34,23.37
hsa-miR-1180-3p,1.79,2.38,0.87,4.99
hsa-miR-1185-1-3p,0.48,0.15,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.53
hsa-miR-1197,0.12,0.0,0.0,0.0
hsa-miR-122-5p,24.42,120.46,22.17,24.15
hsa-miR-1225-3p,0.0,0.0,0.0,0.53
hsa-miR-1226-5p,0.0,0.0,0.43,0.0
hsa-miR-1236-5p,0.0,0.15,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.26
hsa-miR-1246,70.89,101.89,73.24,151.23
hsa-miR-1247-3p,0.0,0.0,0.0,0.53
hsa-miR-1247-5p,0.0,0.3,0.0,0.0
hsa-miR-1248,3.22,1.04,2.17,3.94
hsa-miR-1249-3p,0.12,0.0,0.0,0.0
hsa-miR-1250-5p,0.36,0.15,0.0,0.0
hsa-miR-1255a,0.24,0.0,0.0,0.26
hsa-miR-125a-3p,0.0,0.15,0.0,0.26
hsa-miR-125a-5p,3.81,10.4,1.52,13.39
hsa-miR-125b-1-3p,0.12,1.19,0.0,0.53
hsa-miR-125b-5p,2.86,4.46,0.0,4.73
hsa-miR-126-3p,15.49,20.79,9.78,31.51
hsa-miR-126-5p,0.12,0.3,0.0,1.58
hsa-miR-1260b,0.24,0.0,0.0,0.0
hsa-miR-1268a,0.6,1.19,0.0,1.05
hsa-miR-1268b,0.12,0.0,0.0,0.26
hsa-miR-1269a,0.12,0.0,0.0,0.0
hsa-miR-127-3p,30.74,14.41,0.22,24.94
hsa-miR-1270,0.24,0.0,0.0,0.0
hsa-miR-1271-5p,0.12,0.0,0.0,0.0
hsa-miR-1273h-5p,0.12,0.0,0.0,0.26
hsa-miR-1275,0.12,0.59,0.0,0.79
hsa-miR-1278,0.0,0.15,0.0,0.0
hsa-miR-128-1-5p,0.12,0.0,0.0,0.26
hsa-miR-128-3p,22.16,36.54,10.87,49.1
hsa-miR-1284,0.0,0.15,0.22,0.0
hsa-miR-1285-3p,0.12,0.15,0.0,0.26
hsa-miR-1285-5p,0.71,0.15,0.22,0.0
hsa-miR-1287-5p,0.0,0.15,0.0,0.0
hsa-miR-129-5p,0.48,0.15,0.0,0.0
hsa-miR-1291,0.95,0.89,0.43,1.31
hsa-miR-1292-3p,0.0,0.0,0.22,0.0
hsa-miR-1292-5p,0.12,0.0,0.0,0.53
hsa-miR-1294,0.0,0.15,0.0,0.26
hsa-miR-1296-5p,0.48,0.45,0.0,0.0
hsa-miR-1301-3p,0.83,1.04,0.0,0.79
hsa-miR-1302,0.71,0.15,1.09,1.05
hsa-miR-1303,0.48,0.59,0.43,2.1
hsa-miR-1304-3p,0.24,0.0,0.0,0.53
hsa-miR-1304-5p,0.0,0.59,0.22,0.53
hsa-miR-1306-3p,0.0,0.0,0.0,0.53
hsa-miR-1307-3p,4.65,4.46,2.83,9.19
hsa-miR-1307-5p,1.91,0.89,0.65,1.84
hsa-miR-130a-3p,0.36,0.0,0.0,1.05
hsa-miR-130a-5p,0.0,0.0,0.0,0.26
hsa-miR-130b-3p,0.48,0.15,0.22,0.53
hsa-miR-130b-5p,0.6,0.15,0.0,0.26
hsa-miR-132-3p,1.43,2.82,0.65,4.46
hsa-miR-132-5p,0.24,0.74,0.22,1.31
hsa-miR-133a-3p,0.36,0.3,0.43,0.79
hsa-miR-134-5p,1.79,1.34,0.0,2.1
hsa-miR-135b-5p,0.48,0.15,0.43,1.84
hsa-miR-136-3p,1.91,1.04,0.0,2.1
hsa-miR-136-5p,0.48,0.3,0.0,0.53
hsa-miR-139-3p,0.0,0.3,0.0,0.0
hsa-miR-139-5p,1.19,1.04,1.3,2.63
hsa-miR-140-3p,3.93,2.97,3.04,11.03
hsa-miR-140-5p,0.95,1.49,0.22,2.1
hsa-miR-141-3p,2.14,0.45,0.65,4.2
hsa-miR-141-5p,0.12,0.0,0.43,0.53
hsa-miR-142-3p,0.6,0.15,0.65,1.31
hsa-miR-142-5p,4.29,5.5,3.04,4.73
hsa-miR-143-3p,8.7,10.1,7.61,8.4
hsa-miR-143-5p,0.0,0.0,0.43,0.0
hsa-miR-144-3p,0.71,2.08,1.74,4.2
hsa-miR-144-5p,1.07,0.74,0.22,1.84
hsa-miR-145-5p,0.24,0.45,0.0,0.26
hsa-miR-1468-5p,0.12,0.0,0.0,0.0
hsa-miR-146a-3p,0.12,0.0,0.0,0.0
hsa-miR-146a-5p,31.22,21.69,1.3,45.42
hsa-miR-146b-5p,4.05,10.69,4.35,4.2
hsa-miR-147b-3p,0.71,0.74,0.22,0.26
hsa-miR-148a-3p,457.62,441.42,632.19,702.84
hsa-miR-148a-5p,1.19,0.3,2.17,0.79
hsa-miR-148b-3p,28.24,42.92,16.08,139.15
hsa-miR-148b-5p,0.24,0.0,0.22,0.79
hsa-miR-149-3p,0.0,0.0,0.0,0.26
hsa-miR-149-5p,2.74,2.52,0.22,7.88
hsa-miR-150-5p,0.24,0.74,0.22,0.0
hsa-miR-151a-3p,34.67,36.83,28.69,86.12
hsa-miR-151a-5p,8.1,16.34,2.17,23.89
hsa-miR-151b,1.91,0.74,0.0,1.05
hsa-miR-152-3p,0.95,2.82,1.3,4.73
hsa-miR-153-5p,0.12,0.15,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.26
hsa-miR-154-5p,0.36,0.0,0.0,0.26
hsa-miR-155-5p,1.91,1.34,1.74,2.89
hsa-miR-15a-5p,0.48,0.89,0.0,1.31
hsa-miR-15b-3p,1.55,1.49,0.65,1.58
hsa-miR-15b-5p,1.43,2.52,0.22,2.89
hsa-miR-16-1-3p,0.12,0.0,0.0,0.0
hsa-miR-16-2-3p,3.81,8.47,2.17,9.45
hsa-miR-16-5p,7.03,8.02,1.74,21.79
hsa-miR-17-3p,0.0,0.74,0.0,0.79
hsa-miR-17-5p,7.39,3.71,2.83,24.94
hsa-miR-181a-2-3p,0.0,0.45,0.0,0.53
hsa-miR-181a-3p,0.36,0.0,0.22,0.26
hsa-miR-181a-5p,11.8,18.86,4.35,23.63
hsa-miR-181b-3p,0.6,0.15,0.22,0.0
hsa-miR-181b-5p,10.37,11.14,4.56,18.38
hsa-miR-181c-3p,0.0,0.0,0.43,0.0
hsa-miR-181c-5p,0.12,0.15,0.0,0.26
hsa-miR-181d-5p,1.07,2.23,0.22,2.36
hsa-miR-182-3p,0.24,0.0,0.0,0.26
hsa-miR-182-5p,25.02,20.05,13.26,48.57
hsa-miR-183-3p,0.0,0.0,0.0,0.26
hsa-miR-183-5p,31.45,33.27,16.95,70.36
hsa-miR-184,0.36,0.15,0.22,0.0
hsa-miR-1843,0.12,0.89,0.43,1.84
hsa-miR-185-3p,0.71,0.0,0.0,1.31
hsa-miR-185-5p,3.69,2.97,2.39,8.93
hsa-miR-186-5p,12.75,11.88,3.91,36.76
hsa-miR-188-5p,0.24,0.0,0.0,0.0
hsa-miR-18a-3p,0.6,0.45,0.22,0.53
hsa-miR-18a-5p,0.36,0.3,0.0,1.05
hsa-miR-18b-5p,0.0,0.0,0.0,0.53
hsa-miR-1908-5p,0.0,0.0,0.22,0.0
hsa-miR-191-3p,0.12,0.45,0.0,0.79
hsa-miR-191-5p,49.56,41.14,20.65,75.09
hsa-miR-1910-5p,0.24,0.15,0.0,0.0
hsa-miR-1914-5p,0.0,0.15,0.0,0.0
hsa-miR-1915-3p,0.0,0.0,0.87,0.53
hsa-miR-192-3p,0.12,0.0,0.0,0.26
hsa-miR-192-5p,15.37,9.95,12.17,18.64
hsa-miR-193a-3p,0.0,0.15,0.0,0.79
hsa-miR-193a-5p,0.6,0.74,0.43,1.31
hsa-miR-193b-3p,2.14,3.12,0.87,6.83
hsa-miR-193b-5p,0.0,0.15,0.0,0.26
hsa-miR-194-5p,2.86,2.52,2.83,4.2
hsa-miR-195-3p,0.0,0.0,0.0,0.26
hsa-miR-195-5p,0.0,0.15,0.0,0.26
hsa-miR-196a-1-3p,0.0,0.45,0.0,0.0
hsa-miR-196a-5p,11.68,16.49,3.26,32.82
hsa-miR-196b-5p,0.95,0.89,1.74,4.99
hsa-miR-197-3p,2.14,0.74,0.65,2.89
hsa-miR-197-5p,0.0,0.0,0.43,0.0
hsa-miR-199a-3p,0.83,3.27,2.61,7.35
hsa-miR-199a-5p,0.36,0.74,0.22,0.26
hsa-miR-199b-3p,1.91,0.59,0.87,0.0
hsa-miR-199b-5p,0.36,0.3,0.65,0.53
hsa-miR-19a-3p,0.36,0.3,0.0,0.79
hsa-miR-19b-3p,7.39,0.45,1.52,19.69
hsa-miR-200a-3p,11.91,6.83,11.95,13.65
hsa-miR-200a-5p,2.5,1.93,1.09,4.73
hsa-miR-200b-3p,21.56,9.06,22.82,33.87
hsa-miR-200b-5p,0.12,0.3,0.22,0.26
hsa-miR-200c-3p,32.05,19.31,34.77,41.22
hsa-miR-200c-5p,0.12,0.0,0.0,0.26
hsa-miR-203a-3p,18.59,39.21,8.69,13.92
hsa-miR-203b-3p,0.12,0.0,0.0,0.53
hsa-miR-204-5p,0.0,0.0,0.0,0.26
hsa-miR-205-3p,0.0,0.0,0.22,0.0
hsa-miR-205-5p,1.07,7.28,0.43,0.0
hsa-miR-206,0.48,0.89,0.65,0.0
hsa-miR-20a-3p,0.24,0.0,0.0,0.26
hsa-miR-20a-5p,8.1,4.01,3.04,26.52
hsa-miR-21-3p,7.63,1.93,2.39,14.97
hsa-miR-21-5p,709.61,555.94,209.5,1466.33
hsa-miR-210-3p,1.07,0.59,0.87,1.31
hsa-miR-2110,0.71,0.15,0.43,0.0
hsa-miR-212-3p,0.12,0.0,0.22,0.53
hsa-miR-214-3p,0.0,0.15,0.0,0.53
hsa-miR-215-5p,0.83,0.15,1.3,0.53
hsa-miR-218-5p,0.0,0.59,0.22,0.26
hsa-miR-219a-1-3p,0.0,0.15,0.0,0.26
hsa-miR-22-3p,17.28,35.35,9.34,48.57
hsa-miR-22-5p,1.55,2.52,0.65,2.89
hsa-miR-221-3p,55.28,53.32,29.34,159.63
hsa-miR-221-5p,4.88,0.74,1.09,5.51
hsa-miR-222-3p,50.4,53.92,24.77,96.88
hsa-miR-222-5p,0.24,0.59,0.0,0.53
hsa-miR-223-3p,2.5,1.78,1.52,2.63
hsa-miR-223-5p,1.79,2.08,1.3,0.79
hsa-miR-224-3p,0.0,0.0,0.0,0.26
hsa-miR-224-5p,6.55,73.22,6.3,85.59
hsa-miR-2278,0.0,0.0,0.0,0.26
hsa-miR-2355-3p,0.12,0.15,0.0,0.0
hsa-miR-23a-3p,25.5,49.76,6.74,117.36
hsa-miR-23a-5p,0.0,0.3,0.0,0.0
hsa-miR-23b-3p,6.08,16.04,0.43,18.64
hsa-miR-23b-5p,0.0,0.15,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.22,0.26
hsa-miR-24-2-5p,2.38,1.19,0.22,4.99
hsa-miR-24-3p,47.3,13.66,17.17,134.16
hsa-miR-25-3p,45.39,62.23,21.95,122.35
hsa-miR-25-5p,0.71,0.15,0.22,1.05
hsa-miR-2682-5p,0.0,0.15,0.0,0.26
hsa-miR-26a-2-3p,0.48,0.0,0.22,1.05
hsa-miR-26a-5p,138.32,138.13,95.4,250.21
hsa-miR-26b-3p,0.0,0.0,0.0,0.26
hsa-miR-26b-5p,26.33,31.49,16.08,68.52
hsa-miR-27a-3p,67.91,75.6,23.04,176.96
hsa-miR-27a-5p,1.79,1.04,0.0,2.1
hsa-miR-27b-3p,67.2,165.76,25.21,245.22
hsa-miR-27b-5p,0.24,0.3,0.0,0.79
hsa-miR-28-3p,5.12,2.82,4.13,13.13
hsa-miR-28-5p,1.07,2.23,0.43,2.36
hsa-miR-296-3p,0.0,0.89,0.0,1.05
hsa-miR-296-5p,0.0,0.45,0.0,1.05
hsa-miR-299-3p,0.12,0.0,0.0,0.0
hsa-miR-29a-3p,78.63,76.79,39.77,180.63
hsa-miR-29b-1-5p,0.48,0.0,0.0,0.26
hsa-miR-29b-3p,2.86,2.08,1.09,8.4
hsa-miR-29c-3p,0.12,1.04,0.0,1.58
hsa-miR-301a-5p,0.24,0.0,0.22,0.26
hsa-miR-301b-3p,0.12,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.15,0.0,0.0
hsa-miR-30a-3p,6.55,10.99,0.87,9.19
hsa-miR-30a-5p,100.79,98.92,7.39,304.29
hsa-miR-30b-3p,0.24,0.0,0.0,1.31
hsa-miR-30b-5p,3.57,3.27,1.09,7.88
hsa-miR-30c-1-3p,0.12,0.0,0.0,0.79
hsa-miR-30c-2-3p,0.95,0.45,0.0,1.58
hsa-miR-30c-5p,25.73,29.26,3.04,33.08
hsa-miR-30d-3p,0.24,0.0,0.0,0.26
hsa-miR-30d-5p,54.69,55.4,24.56,96.62
hsa-miR-30e-3p,3.22,4.01,1.74,3.15
hsa-miR-30e-5p,9.41,8.61,3.26,22.05
hsa-miR-31-3p,0.36,0.15,0.43,1.84
hsa-miR-31-5p,9.29,6.24,1.96,16.02
hsa-miR-3115,0.0,0.0,0.0,0.53
hsa-miR-3117-3p,0.0,0.0,0.0,0.26
hsa-miR-3127-3p,0.0,0.0,0.0,0.26
hsa-miR-3129-3p,0.0,0.0,0.0,0.79
hsa-miR-3130-3p,0.12,0.0,0.0,0.0
hsa-miR-3133,0.0,0.15,0.0,0.0
hsa-miR-3143,0.12,0.15,0.22,0.0
hsa-miR-3158-3p,0.24,0.15,0.0,0.53
hsa-miR-3173-5p,0.0,0.0,0.0,0.26
hsa-miR-3176,0.0,0.0,0.0,0.26
hsa-miR-3177-3p,0.0,0.59,0.0,0.26
