miRNA,ERR9830982,ERR9830983,ERR9830984,ERR9830985,ERR9830986,ERR9830987,ERR9830988,ERR9830989,ERR9830990,ERR9830991,ERR9830992,ERR9830993,ERR9830994,ERR9830995,ERR9830996,ERR9830997,ERR9830998,ERR9830999,ERR9831000,ERR9831001,ERR9831002,ERR9831003,ERR9831004,ERR9831005,ERR9831006,ERR9831007,ERR9831008,ERR9831009,ERR9831010,ERR9831011,ERR9831012,ERR9831013,ERR9831014,ERR9831015,ERR9831016,ERR9831017,ERR9831018,ERR9831019,ERR9831020,ERR9831021,ERR9831022,ERR9831023,ERR9831024,ERR9831025,ERR9831026,ERR9831027,ERR9831028,ERR9831029,ERR9831030,ERR9831031,ERR9831032,ERR9831033
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,1.01,0.0,0.0,0.79,0.0,0.0,0.0,1.46,0.73,0.0,0.94,0.16,0.0,0.0,1.73,2.73,0.54,0.0,0.54,0.27,1.36,0.38,0.72,0.0,0.34,0.16,0.62,0.0,1.09,0.0,0.0,0.0,0.0,0.18,0.33,0.15,0.45,0.27,0.65,0.0,0.46,0.58,0.0,0.0,0.0,0.13,0.15,0.14,0.0,0.45,0.19,0.18
hsa-miR-125a-5p,125.78,16.46,34.6,63.31,13.92,127.52,182.46,81.63,94.48,33.47,138.22,18.99,36.12,77.56,210.01,204.57,69.25,27.71,42.64,40.27,90.61,105.33,85.42,53.3,36.7,11.52,153.12,11.0,185.1,9.16,3.94,19.35,4.62,22.78,31.04,27.34,9.23,19.94,33.56,10.37,33.38,11.52,13.26,14.93,28.33,2.02,13.38,4.67,5.22,11.64,5.66,19.45
hsa-miR-125b-1-3p,0.0,0.16,0.0,0.2,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.16,0.31,0.0,0.43,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-125b-2-3p,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,8.33,1.42,2.6,8.65,1.09,14.92,28.42,12.8,7.15,4.28,20.69,2.23,1.91,6.46,31.98,22.03,7.8,8.28,6.48,10.34,10.26,8.44,7.22,5.38,5.0,2.49,27.7,1.04,26.69,2.22,0.29,2.22,0.66,3.83,4.9,5.41,1.79,3.39,6.28,1.57,1.54,2.48,1.95,3.81,2.97,0.13,1.04,1.24,1.35,2.09,1.7,2.36
hsa-miR-126-3p,4042.65,784.3,1148.28,3089.32,607.51,5676.73,6719.02,3309.61,3378.79,1029.42,7280.33,717.33,829.13,1866.18,11912.67,7263.89,2653.54,1642.91,2158.4,2398.76,4735.82,4954.21,2959.12,1831.11,2112.16,639.63,9546.18,629.15,6582.7,783.06,226.62,1280.14,461.18,1528.38,1109.93,1353.75,1125.3,801.65,1499.48,236.93,773.21,1218.6,398.39,779.82,958.51,254.85,801.32,283.21,410.84,1131.6,1241.65,538.86
hsa-miR-126-5p,31.82,6.65,9.49,24.18,4.09,32.56,53.18,22.03,20.36,7.39,44.19,4.63,3.3,11.49,74.32,43.43,18.13,10.79,14.03,15.51,20.52,38.76,27.99,11.98,13.09,4.67,58.82,8.33,84.63,9.3,6.27,14.11,5.6,19.32,13.56,16.22,3.28,6.65,12.56,2.51,4.77,6.27,4.19,4.54,5.95,3.77,6.39,5.9,2.86,10.0,9.62,3.09
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.32,0.56,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.22,0.0,0.0,0.0,0.16,0.36,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,1.77,1.42,1.12,1.18,0.41,3.39,4.58,0.81,0.55,0.78,1.88,0.48,0.87,1.8,1.73,2.73,1.45,2.52,0.81,0.54,1.55,3.07,0.54,0.87,1.21,0.16,8.71,1.19,4.56,0.28,0.0,0.63,0.49,1.46,1.63,1.08,0.3,0.0,1.73,0.79,0.0,0.44,1.12,0.29,1.22,0.4,0.74,0.27,0.34,0.45,0.38,0.18
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1270,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.25,0.0,0.0,0.0,0.0,0.0,1.83,0.16,0.0,0.39,0.94,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.39,0.0,0.36,0.17,0.0,0.0,1.56,0.15,1.09,0.0,0.15,0.32,0.0,0.36,0.16,0.0,0.0,0.14,0.22,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.25,0.0,0.19,0.59,0.0,0.0,1.83,0.49,0.55,0.0,0.0,0.16,0.0,0.36,0.0,0.21,0.91,0.36,0.27,0.27,0.58,0.38,0.36,0.35,0.17,0.0,0.62,0.15,0.65,0.42,0.0,0.48,0.33,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.44,0.14,0.0,0.17,0.0,0.0,0.14,0.0,0.3,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.86,0.21,0.0,0.72,0.27,0.27,0.39,0.19,0.36,0.0,0.34,0.16,0.62,0.0,0.87,0.0,0.0,0.0,0.16,0.0,0.16,0.46,0.3,0.27,0.0,0.16,0.0,0.15,0.0,0.15,0.17,0.0,0.0,0.14,0.17,0.15,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.86,0.42,0.18,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.3,0.0,0.42,0.15,0.0,0.49,1.64,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.44,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.55
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.25,0.32,0.37,0.39,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.39,0.38,0.0,0.17,0.17,0.0,0.93,0.3,0.22,0.14,0.29,0.16,0.0,0.18,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-1278,0.0,0.0,0.19,0.59,0.0,0.68,0.0,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.27,0.77,1.15,0.18,0.17,0.52,0.0,1.24,0.0,0.43,0.14,0.0,0.16,0.16,0.18,0.0,0.31,0.15,0.0,0.22,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,52.03,18.52,21.95,58.0,16.64,109.21,93.52,43.41,42.74,18.29,67.7,18.03,26.39,26.93,88.15,91.9,65.08,32.74,19.43,23.95,70.28,83.65,67.36,35.94,28.26,12.15,141.3,8.33,84.63,14.85,19.7,22.04,15.0,25.33,25.48,25.49,12.8,8.0,28.79,9.9,14.77,21.44,15.91,12.15,13.82,3.64,15.46,12.08,5.05,13.58,16.42,13.45
hsa-miR-1283,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.25,0.0,0.0,0.0,0.14,0.68,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.51,0.32,0.0,0.39,0.14,1.36,0.92,0.0,0.37,0.39,0.0,0.0,0.0,0.0,0.86,2.52,0.18,0.0,0.0,0.54,0.77,0.58,0.36,0.17,0.52,0.0,1.24,0.0,0.22,0.28,0.0,0.16,0.33,0.55,0.0,0.0,0.15,0.27,0.22,0.16,0.0,0.15,0.14,0.44,0.0,0.0,0.15,0.41,0.17,0.3,0.75,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.39,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.18,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.14,0.44,0.32,0.16,0.0,0.0,0.0,1.19,0.14,0.0,0.16,0.0,0.73,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.3,0.19,0.18
hsa-miR-1287-5p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.19,0.58,0.18,0.0,0.0,0.0,0.62,0.0,0.22,0.0,0.44,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.43,0.16,0.0,0.0,0.28,0.15,0.35,0.0,0.15,0.0,0.0,0.3,0.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.86,0.63,0.0,0.0,0.27,0.0,0.77,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-1291,0.25,0.16,0.19,0.0,0.0,0.68,0.0,0.0,0.55,0.78,0.94,0.0,0.0,0.36,3.46,0.84,0.73,0.0,0.0,0.54,0.39,0.19,0.36,0.17,0.52,0.47,3.11,0.3,1.09,0.69,0.29,0.32,0.66,1.28,0.0,0.0,0.15,0.27,1.52,0.16,0.0,0.0,0.0,1.61,0.7,0.0,0.0,0.0,0.34,0.15,0.0,0.36
hsa-miR-1292-5p,0.0,0.0,0.19,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.36,0.17,0.34,0.0,0.93,0.0,0.43,0.14,0.0,0.16,0.16,0.18,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.15,0.17,0.0,0.15,0.0,0.17,0.3,0.38,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.25,0.0,0.19,0.59,0.0,2.03,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.36,0.86,0.21,0.36,0.0,0.0,0.0,0.39,0.19,0.54,0.17,0.17,0.0,0.31,0.15,0.43,0.0,0.0,0.32,0.16,0.36,0.0,0.0,0.45,0.14,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.19,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.31,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0
hsa-miR-1299,0.25,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.86,0.84,0.0,0.0,0.0,0.0,0.19,0.58,0.18,0.52,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.18,1.31,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.3,0.0,0.0
hsa-miR-1301-3p,0.51,0.32,0.19,1.97,0.68,1.36,2.75,2.27,1.83,0.39,3.76,0.48,0.69,1.08,0.86,4.83,2.54,1.08,0.81,1.36,0.77,2.49,1.81,1.04,1.9,0.31,3.42,0.3,1.3,0.69,0.73,1.27,0.66,1.64,1.14,0.31,0.3,0.27,0.87,0.79,0.15,0.87,0.42,0.59,0.87,0.0,0.3,1.37,0.0,0.75,0.94,0.73
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,1.36,0.92,0.16,0.92,0.0,0.0,0.0,0.0,1.08,1.73,0.21,0.18,0.0,0.27,0.27,0.97,0.58,0.18,0.17,0.17,0.0,0.31,0.0,1.09,0.14,0.0,0.32,0.0,0.0,0.0,0.31,0.0,0.14,0.22,0.0,0.0,0.44,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.38,0.18
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.25,0.32,0.0,0.0,0.14,2.03,0.92,0.32,0.18,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.18,0.0,0.54,0.27,0.58,0.0,0.0,0.52,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.28,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.55
hsa-miR-1306-3p,0.0,0.16,0.0,0.0,0.14,0.68,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.42,0.18,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.19,0.0
hsa-miR-1306-5p,0.25,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,7.32,2.53,2.79,10.62,2.73,27.81,22.92,8.26,6.6,6.23,16.92,3.35,5.73,9.34,27.66,20.14,11.97,10.79,5.4,8.16,13.75,9.4,11.92,6.42,5.86,1.56,21.79,2.08,14.76,4.03,1.61,6.34,2.97,8.56,4.57,6.64,0.45,2.58,6.06,2.36,5.23,2.48,3.21,4.1,3.5,0.94,2.38,3.71,1.85,4.92,5.47,4.18
hsa-miR-1307-5p,0.0,0.16,0.0,1.18,0.27,3.39,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.0,2.59,0.21,0.36,0.0,0.27,0.27,0.39,0.96,0.18,0.0,0.17,0.31,1.56,0.15,0.65,0.28,0.29,0.48,0.16,0.55,0.49,0.0,0.0,0.0,0.0,0.0,0.31,0.15,0.42,0.29,0.52,0.0,0.0,0.27,0.34,0.3,0.19,0.0
hsa-miR-130a-3p,0.76,0.16,0.37,0.59,0.14,2.03,1.83,0.16,0.55,0.39,0.94,0.32,0.0,0.72,1.73,0.21,0.18,0.72,0.0,0.54,0.39,0.96,0.0,0.35,0.86,0.47,1.87,0.3,0.87,0.69,0.29,0.16,0.33,2.0,0.16,0.46,0.15,0.0,0.0,0.0,0.15,0.0,0.14,0.59,0.0,0.13,0.15,0.0,0.84,0.45,0.0,0.0
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.27,0.0,0.19,0.18,0.17,0.52,0.0,0.0,0.15,0.65,0.28,0.0,0.32,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.27,0.17,0.0,0.0,0.0
hsa-miR-130b-5p,2.53,0.47,0.19,1.38,0.27,5.43,4.58,0.97,1.65,0.78,2.82,0.0,0.35,1.08,5.19,2.1,2.36,0.36,0.27,1.36,0.77,1.34,2.35,0.35,0.34,0.47,2.18,0.0,3.04,0.0,0.15,0.79,0.16,0.0,0.16,0.62,0.0,0.14,0.65,0.47,0.46,0.15,1.12,0.29,0.35,0.0,0.3,0.55,0.0,0.0,0.19,0.55
hsa-miR-132-3p,1.01,0.47,0.19,0.98,0.0,1.36,0.0,0.32,0.0,0.0,0.94,0.0,0.0,1.08,0.0,0.42,0.36,0.0,0.27,0.0,0.58,0.19,0.54,0.0,0.0,0.0,1.24,0.0,0.65,0.28,0.0,0.16,0.0,0.18,0.33,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-132-5p,0.0,0.32,0.0,0.59,0.14,2.71,0.92,1.13,0.55,0.0,1.88,0.0,0.35,1.08,0.86,1.05,1.27,0.0,0.0,0.54,0.97,0.58,0.18,0.17,0.17,0.16,1.87,0.0,0.65,0.14,0.0,0.16,0.33,0.0,0.0,0.46,0.3,0.0,0.0,0.0,0.0,0.44,0.0,0.29,0.0,0.13,0.15,0.0,0.0,0.0,0.38,0.18
